l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,1,[460; 460],540,33.060095,0.942308,4,[X12 >= 5.123200 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.95578231292517; 'recall': 0.972318339100346; 'f1-score': 0.9639794168096055; 'support': 289}; '1.0': {'precision': 0.9518072289156626; 'recall': 0.9239766081871345; 'f1-score': 0.9376854599406528; 'support': 171}; 'accuracy': 0.9543478260869566; 'macro avg': {'precision': 0.9537947709204163; 'recall': 0.9481474736437403; 'f1-score': 0.9508324383751292; 'support': 460}; 'weighted avg': {'precision': 0.9543046186520706; 'recall': 0.9543478260869566; 'f1-score': 0.9542049241474514; 'support': 460}},{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9696969696969697; 'f1-score': 0.955223880597015; 'support': 33}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9428104575163399; 'recall': 0.9322169059011165; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9423705379587732; 'recall': 0.9423076923076923; 'f1-score': 0.9419586061377105; 'support': 52}}
l: 5,1,CNF,1,460,52,1,[460; 460],540,38.309197,1.000000,4,[X13 >= 91.314000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9522184300341296; 'recall': 0.9653979238754326; 'f1-score': 0.9587628865979381; 'support': 289}; '1.0': {'precision': 0.9401197604790419; 'recall': 0.9181286549707602; 'f1-score': 0.9289940828402367; 'support': 171}; 'accuracy': 0.9478260869565217; 'macro avg': {'precision': 0.9461690952565858; 'recall': 0.9417632894230964; 'f1-score': 0.9438784847190873; 'support': 460}; 'weighted avg': {'precision': 0.9477208811343036; 'recall': 0.9478260869565217; 'f1-score': 0.9476966573749664; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 52}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 52}}
l: 5,1,CNF,2,461,51,1,[461; 461],540,37.157564,0.901961,5,[X13 >= 91.314000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.177540 OR X28 >= 0.360080],{'0.0': {'precision': 0.946843853820598; 'recall': 0.9827586206896551; 'f1-score': 0.964467005076142; 'support': 290}; '1.0': {'precision': 0.96875; 'recall': 0.9064327485380117; 'f1-score': 0.9365558912386707; 'support': 171}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.957796926910299; 'recall': 0.9445956846138335; 'f1-score': 0.9505114481574064; 'support': 461}; 'weighted avg': {'precision': 0.9549695609717428; 'recall': 0.9544468546637744; 'f1-score': 0.9541138587286201; 'support': 461}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.90625; 'f1-score': 0.9206349206349206; 'support': 32}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8927419354838709; 'recall': 0.9004934210526316; 'f1-score': 0.8962148962148961; 'support': 51}; 'weighted avg': {'precision': 0.9036369386464261; 'recall': 0.9019607843137255; 'f1-score': 0.9024396083219612; 'support': 51}}
l: 5,1,CNF,3,461,51,1,[461; 461],540,30.592669,0.921569,3,[X13 >= 91.314000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9559322033898305; 'recall': 0.9724137931034482; 'f1-score': 0.9641025641025641; 'support': 290}; '1.0': {'precision': 0.9518072289156626; 'recall': 0.9239766081871345; 'f1-score': 0.9376854599406528; 'support': 171}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9538697161527465; 'recall': 0.9481952006452914; 'f1-score': 0.9508940120216085; 'support': 461}; 'weighted avg': {'precision': 0.954402115244315; 'recall': 0.9544468546637744; 'f1-score': 0.9543035948798161; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
l: 5,1,CNF,4,461,51,1,[461; 461],540,30.958668,1.000000,4,[X13 >= 91.314000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9493243243243243; 'recall': 0.9689655172413794; 'f1-score': 0.9590443686006827; 'support': 290}; '1.0': {'precision': 0.9454545454545454; 'recall': 0.9122807017543859; 'f1-score': 0.9285714285714285; 'support': 171}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.947389434889435; 'recall': 0.9406231094978826; 'f1-score': 0.9438078985860556; 'support': 461}; 'weighted avg': {'precision': 0.9478888965873781; 'recall': 0.9479392624728851; 'f1-score': 0.9477409570063172; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}}
l: 5,1,CNF,5,461,51,1,[461; 461],540,20.927076,0.901961,4,[X12 >= 5.123200 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9593220338983051; 'recall': 0.9758620689655172; 'f1-score': 0.9675213675213674; 'support': 290}; '1.0': {'precision': 0.9578313253012049; 'recall': 0.9298245614035088; 'f1-score': 0.9436201780415431; 'support': 171}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.958576679599755; 'recall': 0.952843315184513; 'f1-score': 0.9555707727814553; 'support': 461}; 'weighted avg': {'precision': 0.9587690812516584; 'recall': 0.9587852494577006; 'f1-score': 0.9586556334626908; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
l: 5,1,CNF,6,461,51,1,[461; 461],540,33.614781,0.901961,4,[X13 >= 54.088000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9591836734693877; 'recall': 0.9724137931034482; 'f1-score': 0.9657534246575341; 'support': 290}; '1.0': {'precision': 0.9520958083832335; 'recall': 0.9298245614035088; 'f1-score': 0.9408284023668639; 'support': 171}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.9556397409263107; 'recall': 0.9511191772534785; 'f1-score': 0.953290913512199; 'support': 461}; 'weighted avg': {'precision': 0.9565545521467578; 'recall': 0.9566160520607375; 'f1-score': 0.9565079174737932; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
l: 5,1,CNF,7,461,51,1,[461; 461],540,37.981642,0.941176,4,[X13 >= 91.314000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9559322033898305; 'recall': 0.9724137931034482; 'f1-score': 0.9641025641025641; 'support': 290}; '1.0': {'precision': 0.9518072289156626; 'recall': 0.9239766081871345; 'f1-score': 0.9376854599406528; 'support': 171}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9538697161527465; 'recall': 0.9481952006452914; 'f1-score': 0.9508940120216085; 'support': 461}; 'weighted avg': {'precision': 0.954402115244315; 'recall': 0.9544468546637744; 'f1-score': 0.9543035948798161; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
l: 5,1,CNF,8,461,51,1,[461; 461],540,31.852582,0.921569,3,[X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9590443686006825; 'recall': 0.9689655172413794; 'f1-score': 0.9639794168096055; 'support': 290}; '1.0': {'precision': 0.9464285714285714; 'recall': 0.9298245614035088; 'f1-score': 0.9380530973451328; 'support': 171}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.952736470014627; 'recall': 0.9493950393224441; 'f1-score': 0.9510162570773691; 'support': 461}; 'weighted avg': {'precision': 0.9543647562006153; 'recall': 0.9544468546637744; 'f1-score': 0.9543624957067318; 'support': 461}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.9117647058823529; 'support': 51}; 'weighted avg': {'precision': 0.9302832244008714; 'recall': 0.9215686274509803; 'f1-score': 0.9192618223760093; 'support': 51}}
l: 5,1,CNF,9,461,51,1,[461; 461],540,38.150781,0.960784,4,[X13 >= 91.314000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.95578231292517; 'recall': 0.9689655172413794; 'f1-score': 0.9623287671232877; 'support': 290}; '1.0': {'precision': 0.9461077844311377; 'recall': 0.9239766081871345; 'f1-score': 0.9349112426035503; 'support': 171}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9509450486781539; 'recall': 0.946471062714257; 'f1-score': 0.948620004863419; 'support': 461}; 'weighted avg': {'precision': 0.9521937134187068; 'recall': 0.9522776572668112; 'f1-score': 0.9521587092211726; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [461, 461], 'n_partitions': 1}, (mean val acc cv) 0.939329 (+- 0.035573), (mean training time) 33.260506 (+- 5.035449)
