l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,1,[460; 460],540,39.199297,0.923077,4,[X13 >= 91.314000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9655172413793104; 'recall': 0.9688581314878892; 'f1-score': 0.9671848013816927; 'support': 289}; '1.0': {'precision': 0.9470588235294117; 'recall': 0.9415204678362573; 'f1-score': 0.9442815249266863; 'support': 171}; 'accuracy': 0.9586956521739131; 'macro avg': {'precision': 0.956288032454361; 'recall': 0.9551892996620732; 'f1-score': 0.9557331631541894; 'support': 460}; 'weighted avg': {'precision': 0.9586555251785872; 'recall': 0.9586956521739131; 'f1-score': 0.9586707573082013; 'support': 460}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.85; 'f1-score': 0.8947368421052632; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9281045751633987; 'recall': 0.909375; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.924333836098542; 'recall': 0.9230769230769231; 'f1-score': 0.9222181327444485; 'support': 52}}
l: 5,1,CNF,1,460,52,1,[460; 460],540,30.241239,0.961538,4,[X12 >= 5.123200 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9619377162629758; 'recall': 0.9652777777777778; 'f1-score': 0.9636048526863085; 'support': 288}; '1.0': {'precision': 0.9415204678362573; 'recall': 0.936046511627907; 'f1-score': 0.9387755102040817; 'support': 172}; 'accuracy': 0.9543478260869566; 'macro avg': {'precision': 0.9517290920496165; 'recall': 0.9506621447028424; 'f1-score': 0.9511901814451951; 'support': 460}; 'weighted avg': {'precision': 0.9543034407642897; 'recall': 0.9543478260869566; 'f1-score': 0.954320837671215; 'support': 460}},{'0.0': {'precision': 0.9428571428571428; 'recall': 1.0; 'f1-score': 0.9705882352941176; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9615384615384616; 'macro avg': {'precision': 0.9714285714285714; 'recall': 0.9473684210526316; 'f1-score': 0.957516339869281; 'support': 52}; 'weighted avg': {'precision': 0.9637362637362638; 'recall': 0.9615384615384616; 'f1-score': 0.961035696329814; 'support': 52}}
l: 5,1,CNF,2,461,51,1,[461; 461],540,34.839383,0.941176,4,[X12 >= 5.123200 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9621993127147767; 'recall': 0.9688581314878892; 'f1-score': 0.9655172413793104; 'support': 289}; '1.0': {'precision': 0.9470588235294117; 'recall': 0.936046511627907; 'f1-score': 0.9415204678362572; 'support': 172}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.9546290681220941; 'recall': 0.9524523215578982; 'f1-score': 0.9535188546077837; 'support': 461}; 'weighted avg': {'precision': 0.9565503666412782; 'recall': 0.9566160520607375; 'f1-score': 0.9565639983220323; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
l: 5,1,CNF,3,461,51,1,[461; 461],540,31.348614,0.960784,3,[X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9587628865979382; 'recall': 0.9653979238754326; 'f1-score': 0.9620689655172414; 'support': 289}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.9302325581395349; 'f1-score': 0.935672514619883; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9499696785930867; 'recall': 0.9478152410074837; 'f1-score': 0.9488707400685622; 'support': 461}; 'weighted avg': {'precision': 0.952201360451151; 'recall': 0.9522776572668112; 'f1-score': 0.9522203981542358; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
l: 5,1,CNF,4,461,51,1,[461; 461],540,28.836141,0.980392,4,[X13 >= 91.314000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9587628865979382; 'recall': 0.9653979238754326; 'f1-score': 0.9620689655172414; 'support': 289}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.9302325581395349; 'f1-score': 0.935672514619883; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9499696785930867; 'recall': 0.9478152410074837; 'f1-score': 0.9488707400685622; 'support': 461}; 'weighted avg': {'precision': 0.952201360451151; 'recall': 0.9522776572668112; 'f1-score': 0.9522203981542358; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
l: 5,1,CNF,5,461,51,1,[461; 461],540,36.263156,0.980392,4,[X12 >= 5.123200 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9587628865979382; 'recall': 0.9653979238754326; 'f1-score': 0.9620689655172414; 'support': 289}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.9302325581395349; 'f1-score': 0.935672514619883; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9499696785930867; 'recall': 0.9478152410074837; 'f1-score': 0.9488707400685622; 'support': 461}; 'weighted avg': {'precision': 0.952201360451151; 'recall': 0.9522776572668112; 'f1-score': 0.9522203981542358; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
l: 5,1,CNF,6,461,51,1,[461; 461],540,35.737441,0.901961,4,[X12 >= 5.123200 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9656357388316151; 'recall': 0.972318339100346; 'f1-score': 0.9689655172413792; 'support': 289}; '1.0': {'precision': 0.9529411764705882; 'recall': 0.9418604651162791; 'f1-score': 0.9473684210526314; 'support': 172}; 'accuracy': 0.9609544468546638; 'macro avg': {'precision': 0.9592884576511016; 'recall': 0.9570894021083125; 'f1-score': 0.9581669691470054; 'support': 461}; 'weighted avg': {'precision': 0.9608993728314055; 'recall': 0.9609544468546638; 'f1-score': 0.9609075984898291; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
l: 5,1,CNF,7,461,51,1,[461; 461],540,33.246081,0.921569,4,[X3 >= 700.660000 OR X12 >= 5.123200 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9686411149825784; 'recall': 0.9619377162629758; 'f1-score': 0.9652777777777777; 'support': 289}; '1.0': {'precision': 0.9367816091954023; 'recall': 0.9476744186046512; 'f1-score': 0.9421965317919075; 'support': 172}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.9527113620889904; 'recall': 0.9548060674338135; 'f1-score': 0.9537371547848426; 'support': 461}; 'weighted avg': {'precision': 0.9567542711747816; 'recall': 0.9566160520607375; 'f1-score': 0.9566661198394487; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
l: 5,1,CNF,8,461,51,1,[461; 461],540,30.115710,0.941176,3,[X13 >= 91.314000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9620689655172414; 'recall': 0.9653979238754326; 'f1-score': 0.9637305699481865; 'support': 289}; '1.0': {'precision': 0.9415204678362573; 'recall': 0.936046511627907; 'f1-score': 0.9387755102040817; 'support': 172}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9517947166767493; 'recall': 0.9507222177516698; 'f1-score': 0.9512530400761341; 'support': 461}; 'weighted avg': {'precision': 0.9544022809160934; 'recall': 0.9544468546637744; 'f1-score': 0.9544197884384554; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
l: 5,1,CNF,9,461,51,1,[461; 461],540,26.926738,0.882353,5,[X10 >= 0.748880 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X25 >= 0.447840 OR X27 >= 0.150800],{'0.0': {'precision': 0.9623287671232876; 'recall': 0.972318339100346; 'f1-score': 0.9672977624784854; 'support': 289}; '1.0': {'precision': 0.9526627218934911; 'recall': 0.936046511627907; 'f1-score': 0.9442815249266862; 'support': 172}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.9574957445083894; 'recall': 0.9541824253641265; 'f1-score': 0.9557896437025858; 'support': 461}; 'weighted avg': {'precision': 0.9587223467772464; 'recall': 0.9587852494577006; 'f1-score': 0.9587103593138229; 'support': 461}},{'0.0': {'precision': 0.9642857142857143; 'recall': 0.84375; 'f1-score': 0.8999999999999999; 'support': 32}; '1.0': {'precision': 0.782608695652174; 'recall': 0.9473684210526315; 'f1-score': 0.8571428571428571; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8734472049689441; 'recall': 0.8955592105263157; 'f1-score': 0.8785714285714286; 'support': 51}; 'weighted avg': {'precision': 0.896602119108513; 'recall': 0.8823529411764706; 'f1-score': 0.8840336134453781; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [461, 461], 'n_partitions': 1}, (mean val acc cv) 0.939442 (+- 0.030911), (mean training time) 32.675380 (+- 3.631010)
l: 5,1,DNF,0,460,52,1,[460; 460],540,31.323581,0.903846,5,[X7 >= 0.048318 AND X12 >= 1.280200 AND X20 >= 14.970000 AND X24 >= 0.102960 AND X26 >= 0.177180],{'0.0': {'precision': 0.9377049180327869; 'recall': 0.9896193771626297; 'f1-score': 0.962962962962963; 'support': 289}; '1.0': {'precision': 0.9806451612903225; 'recall': 0.8888888888888888; 'f1-score': 0.9325153374233129; 'support': 171}; 'accuracy': 0.9521739130434783; 'macro avg': {'precision': 0.9591750396615547; 'recall': 0.9392541330257593; 'f1-score': 0.947739150193138; 'support': 460}; 'weighted avg': {'precision': 0.9536674867220013; 'recall': 0.9521739130434783; 'f1-score': 0.9516443891210495; 'support': 460}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.90625; 'f1-score': 0.9206349206349206; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.8963133640552995; 'recall': 0.903125; 'f1-score': 0.8993418505613626; 'support': 52}; 'weighted avg': {'precision': 0.9053527118043246; 'recall': 0.9038461538461539; 'f1-score': 0.904255635962953; 'support': 52}}
l: 5,1,DNF,1,460,52,1,[460; 460],540,27.918029,0.923077,5,[X7 >= 0.048318 AND X10 >= 0.183080 AND X20 >= 14.008000 AND X22 >= 97.660000 AND X26 >= 0.177180],{'0.0': {'precision': 0.9493243243243243; 'recall': 0.9756944444444444; 'f1-score': 0.9623287671232876; 'support': 288}; '1.0': {'precision': 0.9573170731707317; 'recall': 0.9127906976744186; 'f1-score': 0.9345238095238094; 'support': 172}; 'accuracy': 0.9521739130434783; 'macro avg': {'precision': 0.953320698747528; 'recall': 0.9442425710594315; 'f1-score': 0.9484262883235486; 'support': 460}; 'weighted avg': {'precision': 0.9523129173712418; 'recall': 0.9521739130434783; 'f1-score': 0.9519321308034826; 'support': 460}},{'0.0': {'precision': 0.9142857142857143; 'recall': 0.9696969696969697; 'f1-score': 0.9411764705882354; 'support': 33}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9277310924369748; 'recall': 0.9059011164274322; 'f1-score': 0.9150326797385622; 'support': 52}; 'weighted avg': {'precision': 0.9241111829347124; 'recall': 0.9230769230769231; 'f1-score': 0.922071392659628; 'support': 52}}
l: 5,1,DNF,2,461,51,1,[461; 461],540,31.706446,0.980392,4,[X7 >= 0.048318 AND X10 >= 0.183080 AND X23 >= 686.500000 AND X26 >= 0.177180],{'0.0': {'precision': 0.9370860927152318; 'recall': 0.9792387543252595; 'f1-score': 0.9576988155668358; 'support': 289}; '1.0': {'precision': 0.9622641509433962; 'recall': 0.8895348837209303; 'f1-score': 0.9244712990936556; 'support': 172}; 'accuracy': 0.9457700650759219; 'macro avg': {'precision': 0.949675121829314; 'recall': 0.9343868190230948; 'f1-score': 0.9410850573302456; 'support': 461}; 'weighted avg': {'precision': 0.9464800753947205; 'recall': 0.9457700650759219; 'f1-score': 0.9453015643013543; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
