l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,461,52,1,[461; 461],540,38.650208,0.923077,4,[X13 >= 91.314000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9556313993174061; 'recall': 0.9655172413793104; 'f1-score': 0.9605488850771869; 'support': 290}; '1.0': {'precision': 0.9404761904761905; 'recall': 0.9239766081871345; 'f1-score': 0.9321533923303835; 'support': 171}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9480537948967983; 'recall': 0.9447469247832224; 'f1-score': 0.9463511387037853; 'support': 461}; 'weighted avg': {'precision': 0.9500098359511417; 'recall': 0.9501084598698482; 'f1-score': 0.9500160667264205; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.91875; 'recall': 0.91875; 'f1-score': 0.91875; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
l: 5,1,CNF,1,461,52,1,[461; 461],540,35.045014,0.942308,4,[X12 >= 5.123200 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9584775086505191; 'recall': 0.9584775086505191; 'f1-score': 0.9584775086505191; 'support': 289}; '1.0': {'precision': 0.9302325581395349; 'recall': 0.9302325581395349; 'f1-score': 0.9302325581395349; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.944355033395027; 'recall': 0.944355033395027; 'f1-score': 0.944355033395027; 'support': 461}; 'weighted avg': {'precision': 0.9479392624728851; 'recall': 0.9479392624728851; 'f1-score': 0.9479392624728851; 'support': 461}},{'0.0': {'precision': 0.9166666666666666; 'recall': 1.0; 'f1-score': 0.9565217391304348; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9583333333333333; 'recall': 0.9210526315789473; 'f1-score': 0.9354037267080746; 'support': 52}; 'weighted avg': {'precision': 0.9471153846153846; 'recall': 0.9423076923076923; 'f1-score': 0.9410893454371715; 'support': 52}}
l: 5,1,CNF,2,461,52,1,[461; 461],540,37.258528,0.942308,4,[X13 >= 91.314000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9553264604810997; 'recall': 0.9619377162629758; 'f1-score': 0.9586206896551724; 'support': 289}; '1.0': {'precision': 0.9352941176470588; 'recall': 0.9244186046511628; 'f1-score': 0.9298245614035087; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9453102890640792; 'recall': 0.9431781604570693; 'f1-score': 0.9442226255293406; 'support': 461}; 'weighted avg': {'precision': 0.9478523542610237; 'recall': 0.9479392624728851; 'f1-score': 0.9478767979864389; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9696969696969697; 'f1-score': 0.955223880597015; 'support': 33}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9428104575163399; 'recall': 0.9322169059011165; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9423705379587732; 'recall': 0.9423076923076923; 'f1-score': 0.9419586061377105; 'support': 52}}
l: 5,1,CNF,3,462,51,1,[462; 462],540,35.691738,0.941176,3,[X13 >= 91.314000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9491525423728814; 'recall': 0.9655172413793104; 'f1-score': 0.9572649572649573; 'support': 290}; '1.0': {'precision': 0.9401197604790419; 'recall': 0.9127906976744186; 'f1-score': 0.9262536873156341; 'support': 172}; 'accuracy': 0.9458874458874459; 'macro avg': {'precision': 0.9446361514259616; 'recall': 0.9391539695268645; 'f1-score': 0.9417593222902957; 'support': 462}; 'weighted avg': {'precision': 0.9457896885076423; 'recall': 0.9458874458874459; 'f1-score': 0.9457196359851228; 'support': 462}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
l: 5,1,CNF,4,462,51,1,[462; 462],540,39.112403,0.941176,5,[X12 >= 5.123200 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X25 >= 0.447840 OR X27 >= 0.150800],{'0.0': {'precision': 0.9523809523809523; 'recall': 0.9655172413793104; 'f1-score': 0.9589041095890412; 'support': 290}; '1.0': {'precision': 0.9404761904761905; 'recall': 0.9186046511627907; 'f1-score': 0.9294117647058823; 'support': 172}; 'accuracy': 0.948051948051948; 'macro avg': {'precision': 0.9464285714285714; 'recall': 0.9420609462710505; 'f1-score': 0.9441579371474618; 'support': 462}; 'weighted avg': {'precision': 0.947948876520305; 'recall': 0.948051948051948; 'f1-score': 0.9479242755632763; 'support': 462}},{'0.0': {'precision': 1.0; 'recall': 0.90625; 'f1-score': 0.9508196721311475; 'support': 32}; '1.0': {'precision': 0.8636363636363636; 'recall': 1.0; 'f1-score': 0.9268292682926829; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9318181818181819; 'recall': 0.953125; 'f1-score': 0.9388244702119152; 'support': 51}; 'weighted avg': {'precision': 0.9491978609625668; 'recall': 0.9411764705882353; 'f1-score': 0.9418820707011313; 'support': 51}}
l: 5,1,CNF,5,462,51,1,[462; 462],540,36.910583,0.941176,4,[X13 >= 91.314000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9523809523809523; 'recall': 0.9655172413793104; 'f1-score': 0.9589041095890412; 'support': 290}; '1.0': {'precision': 0.9404761904761905; 'recall': 0.9186046511627907; 'f1-score': 0.9294117647058823; 'support': 172}; 'accuracy': 0.948051948051948; 'macro avg': {'precision': 0.9464285714285714; 'recall': 0.9420609462710505; 'f1-score': 0.9441579371474618; 'support': 462}; 'weighted avg': {'precision': 0.947948876520305; 'recall': 0.948051948051948; 'f1-score': 0.9479242755632763; 'support': 462}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
l: 5,1,CNF,6,462,51,1,[462; 462],540,35.473944,0.901961,4,[X13 >= 91.314000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.958904109589041; 'recall': 0.9655172413793104; 'f1-score': 0.9621993127147767; 'support': 290}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.9302325581395349; 'f1-score': 0.935672514619883; 'support': 172}; 'accuracy': 0.9523809523809523; 'macro avg': {'precision': 0.9500402900886382; 'recall': 0.9478748997594226; 'f1-score': 0.9489359136673299; 'support': 462}; 'weighted avg': {'precision': 0.9523042093549748; 'recall': 0.9523809523809523; 'f1-score': 0.9523235350690586; 'support': 462}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
l: 5,1,CNF,7,462,51,1,[462; 462],540,45.466109,0.941176,4,[X13 >= 91.314000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9554794520547946; 'recall': 0.9620689655172414; 'f1-score': 0.9587628865979381; 'support': 290}; '1.0': {'precision': 0.9352941176470588; 'recall': 0.9244186046511628; 'f1-score': 0.9298245614035087; 'support': 172}; 'accuracy': 0.948051948051948; 'macro avg': {'precision': 0.9453867848509268; 'recall': 0.9432437850842021; 'f1-score': 0.9442937240007234; 'support': 462}; 'weighted avg': {'precision': 0.9479645656519146; 'recall': 0.948051948051948; 'f1-score': 0.9479893109844274; 'support': 462}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
l: 5,1,CNF,8,462,51,1,[462; 462],540,41.323961,0.941176,3,[X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9522184300341296; 'recall': 0.9620689655172414; 'f1-score': 0.9571183533447685; 'support': 290}; '1.0': {'precision': 0.9349112426035503; 'recall': 0.9186046511627907; 'f1-score': 0.9266862170087976; 'support': 172}; 'accuracy': 0.9458874458874459; 'macro avg': {'precision': 0.94356483631884; 'recall': 0.9403368083400161; 'f1-score': 0.9419022851767831; 'support': 462}; 'weighted avg': {'precision': 0.945775061553481; 'recall': 0.9458874458874459; 'f1-score': 0.9457886402499914; 'support': 462}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
l: 5,1,CNF,9,462,51,1,[462; 462],540,28.238721,0.941176,4,[X13 >= 54.088000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9491525423728814; 'recall': 0.9655172413793104; 'f1-score': 0.9572649572649573; 'support': 290}; '1.0': {'precision': 0.9401197604790419; 'recall': 0.9127906976744186; 'f1-score': 0.9262536873156341; 'support': 172}; 'accuracy': 0.9458874458874459; 'macro avg': {'precision': 0.9446361514259616; 'recall': 0.9391539695268645; 'f1-score': 0.9417593222902957; 'support': 462}; 'weighted avg': {'precision': 0.9457896885076423; 'recall': 0.9458874458874459; 'f1-score': 0.9457196359851228; 'support': 462}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [462, 462], 'n_partitions': 1}, (mean val acc cv) 0.935671 (+- 0.012510), (mean training time) 37.317121 (+- 4.257330)
