l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,1,[460; 460],122,1.612859,0.980769,4,[X7 >= 0.079005 OR X13 >= 53.780000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9496644295302014; 'recall': 0.9792387543252595; 'f1-score': 0.9642248722316866; 'support': 289}; '1.0': {'precision': 0.9629629629629629; 'recall': 0.9122807017543859; 'f1-score': 0.9369369369369369; 'support': 171}; 'accuracy': 0.9543478260869566; 'macro avg': {'precision': 0.9563136962465821; 'recall': 0.9457597280398227; 'f1-score': 0.9505809045843118; 'support': 460}; 'weighted avg': {'precision': 0.9546080147845541; 'recall': 0.9543478260869566; 'f1-score': 0.9540808788938558; 'support': 460}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.95; 'f1-score': 0.9743589743589743; 'support': 20}; 'accuracy': 0.9807692307692307; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.975; 'f1-score': 0.9794871794871796; 'support': 52}; 'weighted avg': {'precision': 0.9813519813519813; 'recall': 0.9807692307692307; 'f1-score': 0.9806706114398422; 'support': 52}}
l: 5,1,CNF,1,460,52,1,[460; 460],122,1.974090,0.923077,5,[X2 >= 98.755000 OR X7 >= 0.079005 OR X13 >= 53.780000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9591836734693877; 'recall': 0.9791666666666666; 'f1-score': 0.9690721649484536; 'support': 288}; '1.0': {'precision': 0.963855421686747; 'recall': 0.9302325581395349; 'f1-score': 0.9467455621301776; 'support': 172}; 'accuracy': 0.9608695652173913; 'macro avg': {'precision': 0.9615195475780673; 'recall': 0.9546996124031008; 'f1-score': 0.9579088635393156; 'support': 460}; 'weighted avg': {'precision': 0.9609305010637046; 'recall': 0.9608695652173913; 'f1-score': 0.9607239569381416; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.9393939393939394; 'f1-score': 0.9393939393939394; 'support': 33}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9170653907496014; 'recall': 0.9170653907496014; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
l: 5,1,CNF,2,461,51,1,[461; 461],122,1.376024,0.921569,4,[X7 >= 0.079005 OR X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9562289562289562; 'recall': 0.9826989619377162; 'f1-score': 0.9692832764505118; 'support': 289}; '1.0': {'precision': 0.9695121951219512; 'recall': 0.9244186046511628; 'f1-score': 0.9464285714285713; 'support': 172}; 'accuracy': 0.9609544468546638; 'macro avg': {'precision': 0.9628705756754536; 'recall': 0.9535587832944394; 'f1-score': 0.9578559239395416; 'support': 461}; 'weighted avg': {'precision': 0.9611849585925032; 'recall': 0.9609544468546638; 'f1-score': 0.9607561413880958; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
l: 5,1,CNF,3,461,51,1,[461; 461],122,1.487535,0.921569,3,[X7 >= 0.079005 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9530201342281879; 'recall': 0.9826989619377162; 'f1-score': 0.9676320272572401; 'support': 289}; '1.0': {'precision': 0.9693251533742331; 'recall': 0.9186046511627907; 'f1-score': 0.9432835820895521; 'support': 172}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.9611726438012105; 'recall': 0.9506518065502534; 'f1-score': 0.9554578046733961; 'support': 461}; 'weighted avg': {'precision': 0.9591035687035019; 'recall': 0.9587852494577006; 'f1-score': 0.9585475748302502; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
l: 5,1,CNF,4,461,51,1,[461; 461],122,1.588396,0.960784,4,[X7 >= 0.079005 OR X13 >= 53.780000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9498327759197325; 'recall': 0.9826989619377162; 'f1-score': 0.9659863945578231; 'support': 289}; '1.0': {'precision': 0.9691358024691358; 'recall': 0.9127906976744186; 'f1-score': 0.9401197604790419; 'support': 172}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.9594842891944342; 'recall': 0.9477448298060673; 'f1-score': 0.9530530775184325; 'support': 461}; 'weighted avg': {'precision': 0.9570347728101822; 'recall': 0.9566160520607375; 'f1-score': 0.956335502884178; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
l: 5,1,CNF,5,461,51,1,[461; 461],122,2.042590,0.980392,4,[X7 >= 0.079005 OR X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9496644295302014; 'recall': 0.9792387543252595; 'f1-score': 0.9642248722316866; 'support': 289}; '1.0': {'precision': 0.9631901840490797; 'recall': 0.9127906976744186; 'f1-score': 0.9373134328358208; 'support': 172}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9564273067896405; 'recall': 0.946014725999839; 'f1-score': 0.9507691525337537; 'support': 461}; 'weighted avg': {'precision': 0.9547109149472234; 'recall': 0.9544468546637744; 'f1-score': 0.9541841616544872; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
l: 5,1,CNF,6,461,51,1,[461; 461],122,2.036906,0.980392,4,[X7 >= 0.079005 OR X13 >= 53.780000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9496644295302014; 'recall': 0.9792387543252595; 'f1-score': 0.9642248722316866; 'support': 289}; '1.0': {'precision': 0.9631901840490797; 'recall': 0.9127906976744186; 'f1-score': 0.9373134328358208; 'support': 172}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9564273067896405; 'recall': 0.946014725999839; 'f1-score': 0.9507691525337537; 'support': 461}; 'weighted avg': {'precision': 0.9547109149472234; 'recall': 0.9544468546637744; 'f1-score': 0.9541841616544872; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
l: 5,1,CNF,7,461,51,1,[461; 461],122,2.073573,0.960784,4,[X7 >= 0.079005 OR X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9528619528619529; 'recall': 0.9792387543252595; 'f1-score': 0.9658703071672354; 'support': 289}; '1.0': {'precision': 0.9634146341463414; 'recall': 0.9186046511627907; 'f1-score': 0.9404761904761905; 'support': 172}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.9581382935041471; 'recall': 0.9489217027440251; 'f1-score': 0.953173248821713; 'support': 461}; 'weighted avg': {'precision': 0.9567991788509221; 'recall': 0.9566160520607375; 'f1-score': 0.9563957126534399; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
l: 5,1,CNF,8,461,51,1,[461; 461],122,1.603004,0.941176,4,[X7 >= 0.079005 OR X13 >= 53.780000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9530201342281879; 'recall': 0.9826989619377162; 'f1-score': 0.9676320272572401; 'support': 289}; '1.0': {'precision': 0.9693251533742331; 'recall': 0.9186046511627907; 'f1-score': 0.9432835820895521; 'support': 172}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.9611726438012105; 'recall': 0.9506518065502534; 'f1-score': 0.9554578046733961; 'support': 461}; 'weighted avg': {'precision': 0.9591035687035019; 'recall': 0.9587852494577006; 'f1-score': 0.9585475748302502; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
l: 5,1,CNF,9,461,51,1,[461; 461],122,1.903065,0.921569,4,[X3 >= 696.250000 OR X7 >= 0.079005 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.956081081081081; 'recall': 0.9792387543252595; 'f1-score': 0.9675213675213675; 'support': 289}; '1.0': {'precision': 0.9636363636363636; 'recall': 0.9244186046511628; 'f1-score': 0.943620178041543; 'support': 172}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.9598587223587223; 'recall': 0.9518286794882111; 'f1-score': 0.9555707727814553; 'support': 461}; 'weighted avg': {'precision': 0.9588999717524662; 'recall': 0.9587852494577006; 'f1-score': 0.9586037870646867; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [461, 461], 'n_partitions': 1}, (mean val acc cv) 0.949208 (+- 0.024996), (mean training time) 1.769804 (+- 0.248520)
