l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,1,[460; 460],122,2.613275,0.923077,3,[X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9750889679715302; 'recall': 0.9480968858131488; 'f1-score': 0.9614035087719298; 'support': 289}; '1.0': {'precision': 0.9162011173184358; 'recall': 0.9590643274853801; 'f1-score': 0.9371428571428572; 'support': 171}; 'accuracy': 0.9521739130434783; 'macro avg': {'precision': 0.945645042644983; 'recall': 0.9535806066492645; 'f1-score': 0.9492731829573935; 'support': 460}; 'weighted avg': {'precision': 0.9531980495765755; 'recall': 0.9521739130434783; 'f1-score': 0.9523848752315571; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.9393939393939394; 'f1-score': 0.9393939393939394; 'support': 33}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9170653907496014; 'recall': 0.9170653907496014; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
l: 5,1,CNF,1,460,52,1,[460; 460],122,2.533631,0.961538,3,[X12 >= 5.131000 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.974910394265233; 'recall': 0.9411764705882353; 'f1-score': 0.9577464788732394; 'support': 289}; '1.0': {'precision': 0.9060773480662984; 'recall': 0.9590643274853801; 'f1-score': 0.9318181818181818; 'support': 171}; 'accuracy': 0.9478260869565217; 'macro avg': {'precision': 0.9404938711657657; 'recall': 0.9501203990368077; 'f1-score': 0.9447823303457106; 'support': 460}; 'weighted avg': {'precision': 0.9493224575260637; 'recall': 0.9478260869565217; 'f1-score': 0.9481079162723377; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.9393939393939394; 'f1-score': 0.96875; 'support': 33}; '1.0': {'precision': 0.9047619047619048; 'recall': 1.0; 'f1-score': 0.9500000000000001; 'support': 19}; 'accuracy': 0.9615384615384616; 'macro avg': {'precision': 0.9523809523809523; 'recall': 0.9696969696969697; 'f1-score': 0.9593750000000001; 'support': 52}; 'weighted avg': {'precision': 0.9652014652014652; 'recall': 0.9615384615384616; 'f1-score': 0.9618990384615385; 'support': 52}}
l: 5,1,CNF,2,461,51,1,[461; 461],122,1.338745,0.882353,5,[X12 >= 5.131000 OR X22 >= 117.450000 OR X23 >= 884.550000 OR X27 >= 0.175750 OR X28 >= 0.357100],{'0.0': {'precision': 0.9591836734693877; 'recall': 0.9724137931034482; 'f1-score': 0.9657534246575341; 'support': 290}; '1.0': {'precision': 0.9520958083832335; 'recall': 0.9298245614035088; 'f1-score': 0.9408284023668639; 'support': 171}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.9556397409263107; 'recall': 0.9511191772534785; 'f1-score': 0.953290913512199; 'support': 461}; 'weighted avg': {'precision': 0.9565545521467578; 'recall': 0.9566160520607375; 'f1-score': 0.9565079174737932; 'support': 461}},{'0.0': {'precision': 0.9333333333333333; 'recall': 0.875; 'f1-score': 0.9032258064516129; 'support': 32}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.8947368421052632; 'f1-score': 0.8500000000000001; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8714285714285714; 'recall': 0.8848684210526316; 'f1-score': 0.8766129032258065; 'support': 51}; 'weighted avg': {'precision': 0.8872082166199813; 'recall': 0.8823529411764706; 'f1-score': 0.8833965844402277; 'support': 51}}
l: 5,1,CNF,3,461,51,1,[461; 461],122,1.998069,0.921569,4,[X7 >= 0.079005 OR X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.946843853820598; 'recall': 0.9827586206896551; 'f1-score': 0.964467005076142; 'support': 290}; '1.0': {'precision': 0.96875; 'recall': 0.9064327485380117; 'f1-score': 0.9365558912386707; 'support': 171}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.957796926910299; 'recall': 0.9445956846138335; 'f1-score': 0.9505114481574064; 'support': 461}; 'weighted avg': {'precision': 0.9549695609717428; 'recall': 0.9544468546637744; 'f1-score': 0.9541138587286201; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
l: 5,1,CNF,4,461,51,1,[461; 461],122,2.390379,0.960784,4,[X7 >= 0.079005 OR X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9435215946843853; 'recall': 0.9793103448275862; 'f1-score': 0.961082910321489; 'support': 290}; '1.0': {'precision': 0.9625; 'recall': 0.9005847953216374; 'f1-score': 0.9305135951661632; 'support': 171}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9530107973421926; 'recall': 0.9399475700746118; 'f1-score': 0.945798252743826; 'support': 461}; 'weighted avg': {'precision': 0.9505613068513487; 'recall': 0.9501084598698482; 'f1-score': 0.9497437500361078; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
l: 5,1,CNF,5,461,51,1,[461; 461],122,3.251394,0.941176,3,[X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9717314487632509; 'recall': 0.9482758620689655; 'f1-score': 0.9598603839441536; 'support': 290}; '1.0': {'precision': 0.9157303370786517; 'recall': 0.9532163742690059; 'f1-score': 0.9340974212034385; 'support': 171}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9437308929209514; 'recall': 0.9507461181689857; 'f1-score': 0.946978902573796; 'support': 461}; 'weighted avg': {'precision': 0.9509588021297011; 'recall': 0.9501084598698482; 'f1-score': 0.9503040572008515; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
l: 5,1,CNF,6,461,51,1,[461; 461],122,2.309204,0.941176,3,[X12 >= 5.131000 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.978494623655914; 'recall': 0.9413793103448276; 'f1-score': 0.9595782073813709; 'support': 290}; '1.0': {'precision': 0.9065934065934066; 'recall': 0.9649122807017544; 'f1-score': 0.934844192634561; 'support': 171}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9425440151246602; 'recall': 0.9531457955232909; 'f1-score': 0.947211200007966; 'support': 461}; 'weighted avg': {'precision': 0.9518241071316433; 'recall': 0.9501084598698482; 'f1-score': 0.950403551152077; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
l: 5,1,CNF,7,461,51,1,[461; 461],122,2.090403,0.882353,5,[X2 >= 98.755000 OR X7 >= 0.079005 OR X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9562289562289562; 'recall': 0.9793103448275862; 'f1-score': 0.9676320272572403; 'support': 290}; '1.0': {'precision': 0.9634146341463414; 'recall': 0.9239766081871345; 'f1-score': 0.9432835820895521; 'support': 171}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.9598217951876489; 'recall': 0.9516434765073603; 'f1-score': 0.9554578046733961; 'support': 461}; 'weighted avg': {'precision': 0.9588943595345373; 'recall': 0.9587852494577006; 'f1-score': 0.9586003914141281; 'support': 461}},{'0.0': {'precision': 0.90625; 'recall': 0.90625; 'f1-score': 0.90625; 'support': 32}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8421052631578947; 'f1-score': 0.8421052631578947; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8741776315789473; 'recall': 0.8741776315789473; 'f1-score': 0.8741776315789473; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8823529411764706; 'support': 51}}
l: 5,1,CNF,8,461,51,1,[461; 461],122,2.290376,0.901961,4,[X2 >= 98.755000 OR X7 >= 0.079005 OR X20 >= 16.795000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9590443686006825; 'recall': 0.9689655172413794; 'f1-score': 0.9639794168096055; 'support': 290}; '1.0': {'precision': 0.9464285714285714; 'recall': 0.9298245614035088; 'f1-score': 0.9380530973451328; 'support': 171}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.952736470014627; 'recall': 0.9493950393224441; 'f1-score': 0.9510162570773691; 'support': 461}; 'weighted avg': {'precision': 0.9543647562006153; 'recall': 0.9544468546637744; 'f1-score': 0.9543624957067318; 'support': 461}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9116071428571428; 'recall': 0.8791118421052632; 'f1-score': 0.8912579957356077; 'support': 51}; 'weighted avg': {'precision': 0.9050070028011205; 'recall': 0.9019607843137255; 'f1-score': 0.8999540114553285; 'support': 51}}
l: 5,1,CNF,9,461,51,1,[461; 461],122,1.991640,0.941176,3,[X3 >= 696.250000 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9784172661870504; 'recall': 0.9379310344827586; 'f1-score': 0.9577464788732394; 'support': 290}; '1.0': {'precision': 0.9016393442622951; 'recall': 0.9649122807017544; 'f1-score': 0.9322033898305084; 'support': 171}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9400283052246727; 'recall': 0.9514216575922565; 'f1-score': 0.9449749343518739; 'support': 461}; 'weighted avg': {'precision': 0.9499378200934862; 'recall': 0.9479392624728851; 'f1-score': 0.9482717104864563; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [461, 461], 'n_partitions': 1}, (mean val acc cv) 0.925716 (+- 0.027531), (mean training time) 2.280711 (+- 0.470817)
l: 5,1,DNF,0,460,52,1,[460; 460],122,2.527326,0.903846,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9342105263157895; 'recall': 0.9826989619377162; 'f1-score': 0.957841483979764; 'support': 289}; '1.0': {'precision': 0.967948717948718; 'recall': 0.8830409356725146; 'f1-score': 0.9235474006116208; 'support': 171}; 'accuracy': 0.9456521739130435; 'macro avg': {'precision': 0.9510796221322537; 'recall': 0.9328699488051154; 'f1-score': 0.9406944422956924; 'support': 460}; 'weighted avg': {'precision': 0.9467523323358564; 'recall': 0.9456521739130435; 'f1-score': 0.9450930312494324; 'support': 460}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.9696969696969697; 'f1-score': 0.927536231884058; 'support': 33}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9131944444444444; 'recall': 0.879585326953748; 'f1-score': 0.8923395445134576; 'support': 52}; 'weighted avg': {'precision': 0.906650641025641; 'recall': 0.9038461538461539; 'f1-score': 0.9018155757286193; 'support': 52}}
l: 5,1,DNF,1,460,52,1,[460; 460],122,4.583953,0.980769,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X23 >= 696.050000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9248366013071896; 'recall': 0.9792387543252595; 'f1-score': 0.9512605042016807; 'support': 289}; '1.0': {'precision': 0.961038961038961; 'recall': 0.8654970760233918; 'f1-score': 0.9107692307692308; 'support': 171}; 'accuracy': 0.9369565217391305; 'macro avg': {'precision': 0.9429377811730753; 'recall': 0.9223679151743256; 'f1-score': 0.9310148674854557; 'support': 460}; 'weighted avg': {'precision': 0.9382944350335655; 'recall': 0.9369565217391305; 'f1-score': 0.9362083134257047; 'support': 460}},{'0.0': {'precision': 0.9705882352941176; 'recall': 1.0; 'f1-score': 0.9850746268656716; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9807692307692307; 'macro avg': {'precision': 0.9852941176470589; 'recall': 0.9736842105263157; 'f1-score': 0.9790237999193223; 'support': 52}; 'weighted avg': {'precision': 0.9813348416289593; 'recall': 0.9807692307692307; 'f1-score': 0.9806528687125702; 'support': 52}}
l: 5,1,DNF,2,461,51,1,[461; 461],122,4.532084,0.960784,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X23 >= 696.050000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9281045751633987; 'recall': 0.9793103448275862; 'f1-score': 0.9530201342281879; 'support': 290}; '1.0': {'precision': 0.9612903225806452; 'recall': 0.8713450292397661; 'f1-score': 0.9141104294478527; 'support': 171}; 'accuracy': 0.9392624728850325; 'macro avg': {'precision': 0.9446974488720219; 'recall': 0.9253276870336762; 'f1-score': 0.9335652818380202; 'support': 461}; 'weighted avg': {'precision': 0.9404142558756527; 'recall': 0.9392624728850325; 'f1-score': 0.9385872502424236; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
l: 5,1,DNF,3,461,51,1,[461; 461],122,3.522390,0.882353,3,[X13 >= 18.515000 AND X22 >= 101.650000 AND X27 >= 0.109550],{'0.0': {'precision': 0.9518900343642611; 'recall': 0.9551724137931035; 'f1-score': 0.9535283993115319; 'support': 290}; '1.0': {'precision': 0.9235294117647059; 'recall': 0.9181286549707602; 'f1-score': 0.9208211143695014; 'support': 171}; 'accuracy': 0.9414316702819957; 'macro avg': {'precision': 0.9377097230644835; 'recall': 0.9366505343819318; 'f1-score': 0.9371747568405167; 'support': 461}; 'weighted avg': {'precision': 0.9413701504932764; 'recall': 0.9414316702819957; 'f1-score': 0.9413961960033167; 'support': 461}},{'0.0': {'precision': 0.9333333333333333; 'recall': 0.875; 'f1-score': 0.9032258064516129; 'support': 32}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.8947368421052632; 'f1-score': 0.8500000000000001; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8714285714285714; 'recall': 0.8848684210526316; 'f1-score': 0.8766129032258065; 'support': 51}; 'weighted avg': {'precision': 0.8872082166199813; 'recall': 0.8823529411764706; 'f1-score': 0.8833965844402277; 'support': 51}}
