l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,1,[460; 460],122,1.557267,0.923077,3,[X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.968421052631579; 'recall': 0.9550173010380623; 'f1-score': 0.9616724738675959; 'support': 289}; '1.0': {'precision': 0.9257142857142857; 'recall': 0.9473684210526315; 'f1-score': 0.9364161849710982; 'support': 171}; 'accuracy': 0.9521739130434783; 'macro avg': {'precision': 0.9470676691729323; 'recall': 0.9511928610453468; 'f1-score': 0.9490443294193471; 'support': 460}; 'weighted avg': {'precision': 0.9525452762340634; 'recall': 0.9521739130434783; 'f1-score': 0.9522837229952023; 'support': 460}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.95; 'f1-score': 0.9047619047619048; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9151515151515152; 'recall': 0.928125; 'f1-score': 0.9201228878648233; 'support': 52}; 'weighted avg': {'precision': 0.927039627039627; 'recall': 0.9230769230769231; 'f1-score': 0.9236677301193429; 'support': 52}}
l: 5,1,CNF,1,460,52,1,[460; 460],122,2.339584,0.942308,3,[X12 >= 5.131000 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.974910394265233; 'recall': 0.9444444444444444; 'f1-score': 0.9594356261022927; 'support': 288}; '1.0': {'precision': 0.9116022099447514; 'recall': 0.9593023255813954; 'f1-score': 0.934844192634561; 'support': 172}; 'accuracy': 0.95; 'macro avg': {'precision': 0.9432563021049922; 'recall': 0.95187338501292; 'f1-score': 0.9471399093684268; 'support': 460}; 'weighted avg': {'precision': 0.9512386383888789; 'recall': 0.95; 'f1-score': 0.9502405683708799; 'support': 460}},{'0.0': {'precision': 0.96875; 'recall': 0.9393939393939394; 'f1-score': 0.9538461538461539; 'support': 33}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.934375; 'recall': 0.9433811802232854; 'f1-score': 0.9384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.9436298076923078; 'recall': 0.9423076923076923; 'f1-score': 0.9426035502958581; 'support': 52}}
l: 5,1,CNF,2,461,51,1,[461; 461],122,2.232340,0.882353,3,[X13 >= 53.780000 OR X20 >= 18.225000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9587628865979382; 'recall': 0.9653979238754326; 'f1-score': 0.9620689655172414; 'support': 289}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.9302325581395349; 'f1-score': 0.935672514619883; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9499696785930867; 'recall': 0.9478152410074837; 'f1-score': 0.9488707400685622; 'support': 461}; 'weighted avg': {'precision': 0.952201360451151; 'recall': 0.9522776572668112; 'f1-score': 0.9522203981542358; 'support': 461}},{'0.0': {'precision': 0.8611111111111112; 'recall': 0.96875; 'f1-score': 0.911764705882353; 'support': 32}; '1.0': {'precision': 0.9333333333333333; 'recall': 0.7368421052631579; 'f1-score': 0.8235294117647058; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8972222222222223; 'recall': 0.852796052631579; 'f1-score': 0.8676470588235294; 'support': 51}; 'weighted avg': {'precision': 0.8880174291938998; 'recall': 0.8823529411764706; 'f1-score': 0.8788927335640139; 'support': 51}}
l: 5,1,CNF,3,461,51,1,[461; 461],122,2.539961,0.901961,2,[X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9717314487632509; 'recall': 0.9515570934256056; 'f1-score': 0.9615384615384616; 'support': 289}; '1.0': {'precision': 0.9213483146067416; 'recall': 0.9534883720930233; 'f1-score': 0.9371428571428573; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9465398816849963; 'recall': 0.9525227327593144; 'f1-score': 0.9493406593406595; 'support': 461}; 'weighted avg': {'precision': 0.9529334030475901; 'recall': 0.9522776572668112; 'f1-score': 0.9524364139114684; 'support': 461}},{'0.0': {'precision': 0.9655172413793104; 'recall': 0.875; 'f1-score': 0.9180327868852458; 'support': 32}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9473684210526315; 'f1-score': 0.8780487804878049; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8918495297805643; 'recall': 0.9111842105263157; 'f1-score': 0.8980407836865254; 'support': 51}; 'weighted avg': {'precision': 0.9106275739135781; 'recall': 0.9019607843137255; 'f1-score': 0.9031367845018854; 'support': 51}}
l: 5,1,CNF,4,461,51,1,[461; 461],122,2.545599,0.921569,3,[X13 >= 53.780000 OR X22 >= 117.450000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9554794520547946; 'recall': 0.9653979238754326; 'f1-score': 0.9604130808950087; 'support': 289}; '1.0': {'precision': 0.9408284023668639; 'recall': 0.9244186046511628; 'f1-score': 0.9325513196480938; 'support': 172}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9481539272108293; 'recall': 0.9449082642632977; 'f1-score': 0.9464822002715512; 'support': 461}; 'weighted avg': {'precision': 0.9500131168133107; 'recall': 0.9501084598698482; 'f1-score': 0.9500178033798907; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
l: 5,1,CNF,5,461,51,1,[461; 461],122,2.497715,0.960784,3,[X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9681978798586572; 'recall': 0.9480968858131488; 'f1-score': 0.958041958041958; 'support': 289}; '1.0': {'precision': 0.9157303370786517; 'recall': 0.9476744186046512; 'f1-score': 0.9314285714285714; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9419641084686545; 'recall': 0.9478856522089; 'f1-score': 0.9447352647352647; 'support': 461}; 'weighted avg': {'precision': 0.9486221372162258; 'recall': 0.9479392624728851; 'f1-score': 0.9481124515397834; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
l: 5,1,CNF,6,461,51,1,[461; 461],122,2.663841,0.941176,4,[X7 >= 0.079005 OR X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9461279461279462; 'recall': 0.972318339100346; 'f1-score': 0.9590443686006827; 'support': 289}; '1.0': {'precision': 0.9512195121951219; 'recall': 0.9069767441860465; 'f1-score': 0.9285714285714286; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.948673729161534; 'recall': 0.9396475416431962; 'f1-score': 0.9438078985860556; 'support': 461}; 'weighted avg': {'precision': 0.9480276193677601; 'recall': 0.9479392624728851; 'f1-score': 0.9476748551841281; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
l: 5,1,CNF,7,461,51,1,[461; 461],122,2.547210,0.941176,3,[X12 >= 5.131000 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9784172661870504; 'recall': 0.9411764705882353; 'f1-score': 0.9594356261022928; 'support': 289}; '1.0': {'precision': 0.907103825136612; 'recall': 0.9651162790697675; 'f1-score': 0.9352112676056339; 'support': 172}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9427605456618312; 'recall': 0.9531463748290014; 'f1-score': 0.9473234468539633; 'support': 461}; 'weighted avg': {'precision': 0.9518100821074941; 'recall': 0.9501084598698482; 'f1-score': 0.9503974706545155; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
l: 5,1,CNF,8,461,51,1,[461; 461],122,2.717994,0.921569,3,[X12 >= 5.131000 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9750889679715302; 'recall': 0.9480968858131488; 'f1-score': 0.9614035087719298; 'support': 289}; '1.0': {'precision': 0.9166666666666666; 'recall': 0.9593023255813954; 'f1-score': 0.9375; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9458778173190985; 'recall': 0.9536996056972721; 'f1-score': 0.9494517543859649; 'support': 461}; 'weighted avg': {'precision': 0.953291493298132; 'recall': 0.9522776572668112; 'f1-score': 0.9524850629828366; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
l: 5,1,CNF,9,461,51,1,[461; 461],122,2.172260,0.941176,4,[X7 >= 0.079005 OR X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9401993355481728; 'recall': 0.9792387543252595; 'f1-score': 0.9593220338983052; 'support': 289}; '1.0': {'precision': 0.9625; 'recall': 0.8953488372093024; 'f1-score': 0.927710843373494; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9513496677740865; 'recall': 0.9372937957672809; 'f1-score': 0.9435164386358996; 'support': 461}; 'weighted avg': {'precision': 0.9485197569922384; 'recall': 0.9479392624728851; 'f1-score': 0.947527836999677; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [461, 461], 'n_partitions': 1}, (mean val acc cv) 0.927715 (+- 0.021606), (mean training time) 2.381377 (+- 0.321418)
