l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],262,1016.185905,0.780280,4,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1],{'0': {'precision': 0.7937888198757764; 'recall': 0.9573989911601658; 'f1-score': 0.8679510107984516; 'support': 20023}; '1': {'precision': 0.6164568345323741; 'recall': 0.2158715162966462; 'f1-score': 0.3197667638483965; 'support': 6351}; 'accuracy': 0.7788352165010995; 'macro avg': {'precision': 0.7051228272040753; 'recall': 0.586635253728406; 'f1-score': 0.5938588873234241; 'support': 26374}; 'weighted avg': {'precision': 0.7510863311021377; 'recall': 0.7788352165010995; 'f1-score': 0.735945317601371; 'support': 26374}},{'0': {'precision': 0.7935388043074638; 'recall': 0.9604494382022472; 'f1-score': 0.8690524603497356; 'support': 2225}; '1': {'precision': 0.6302521008403361; 'recall': 0.21246458923512748; 'f1-score': 0.3177966101694915; 'support': 706}; 'accuracy': 0.7802797679972705; 'macro avg': {'precision': 0.7118954525739; 'recall': 0.5864570137186873; 'f1-score': 0.5934245352596136; 'support': 2931}; 'weighted avg': {'precision': 0.7542073772696637; 'recall': 0.7802797679972705; 'f1-score': 0.7362695772971076; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,1,[26374; 26374],262,1017.090556,0.775162,4,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1],{'0': {'precision': 0.7935766544041665; 'recall': 0.958847325575588; 'f1-score': 0.8684186719739461; 'support': 20023}; '1': {'precision': 0.6221916552040349; 'recall': 0.21366713903322312; 'f1-score': 0.31809657759024845; 'support': 6351}; 'accuracy': 0.7794039584439221; 'macro avg': {'precision': 0.7078841548041006; 'recall': 0.5862572323044056; 'f1-score': 0.5932576247820973; 'support': 26374}; 'weighted avg': {'precision': 0.7523062316423542; 'recall': 0.7794039584439221; 'f1-score': 0.7358981737017514; 'support': 26374}},{'0': {'precision': 0.7954716981132075; 'recall': 0.9474157303370786; 'f1-score': 0.8648205128205129; 'support': 2225}; '1': {'precision': 0.5836298932384342; 'recall': 0.23229461756373937; 'f1-score': 0.3323201621073961; 'support': 706}; 'accuracy': 0.7751620607301263; 'macro avg': {'precision': 0.6895507956758209; 'recall': 0.589855173950409; 'f1-score': 0.5985703374639545; 'support': 2931}; 'weighted avg': {'precision': 0.744444637641836; 'recall': 0.7751620607301263; 'f1-score': 0.7365553311066063; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,1,[26374; 26374],262,1013.885690,0.772433,5,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 1 OR X13 == 18],{'0': {'precision': 0.7939727615184005; 'recall': 0.9578984168206562; 'f1-score': 0.8682661837935718; 'support': 20023}; '1': {'precision': 0.6197564276048715; 'recall': 0.216343882853094; 'f1-score': 0.32072829131652664; 'support': 6351}; 'accuracy': 0.779328126184879; 'macro avg': {'precision': 0.706864594561636; 'recall': 0.5871211498368751; 'f1-score': 0.5944972375550492; 'support': 26374}; 'weighted avg': {'precision': 0.752020538242264; 'recall': 0.779328126184879; 'f1-score': 0.7364161362042142; 'support': 26374}},{'0': {'precision': 0.7911061285500748; 'recall': 0.9514606741573034; 'f1-score': 0.8639053254437871; 'support': 2225}; '1': {'precision': 0.5764705882352941; 'recall': 0.20821529745042494; 'f1-score': 0.3059313215400624; 'support': 706}; 'accuracy': 0.772432616854316; 'macro avg': {'precision': 0.6837883583926845; 'recall': 0.5798379858038641; 'f1-score': 0.5849183234919247; 'support': 2931}; 'weighted avg': {'precision': 0.7394061314629935; 'recall': 0.772432616854316; 'f1-score': 0.7295042177139919; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,1,[26374; 26374],262,1013.656781,0.781303,4,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1],{'0': {'precision': 0.7934229576008273; 'recall': 0.9579483593867053; 'f1-score': 0.8679578261459795; 'support': 20023}; '1': {'precision': 0.6170986812187358; 'recall': 0.21366713903322312; 'f1-score': 0.31742690058479534; 'support': 6351}; 'accuracy': 0.7787214681125351; 'macro avg': {'precision': 0.7052608194097816; 'recall': 0.5858077492099643; 'f1-score': 0.5926923633653874; 'support': 26374}; 'weighted avg': {'precision': 0.7509631305248182; 'recall': 0.7787214681125351; 'f1-score': 0.7353870402113817; 'support': 26374}},{'0': {'precision': 0.7968515742128935; 'recall': 0.9555056179775281; 'f1-score': 0.8689965256488861; 'support': 2225}; '1': {'precision': 0.623574144486692; 'recall': 0.23229461756373937; 'f1-score': 0.3384932920536635; 'support': 706}; 'accuracy': 0.7813033094506994; 'macro avg': {'precision': 0.7102128593497927; 'recall': 0.5939001177706338; 'f1-score': 0.6037449088512747; 'support': 2931}; 'weighted avg': {'precision': 0.7551136467524029; 'recall': 0.7813033094506994; 'f1-score': 0.7412123963693817; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,1,[26374; 26374],262,1013.619216,0.767656,7,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 1 OR X13 == 20 OR X13 == 41],{'0': {'precision': 0.7945211156699408; 'recall': 0.9574489337262149; 'f1-score': 0.8684091320891466; 'support': 20023}; '1': {'precision': 0.6204899777282851; 'recall': 0.21933553771059675; 'f1-score': 0.3241042345276873; 'support': 6351}; 'accuracy': 0.779707287480094; 'macro avg': {'precision': 0.7075055466991129; 'recall': 0.5883922357184058; 'f1-score': 0.596256683308417; 'support': 26374}; 'weighted avg': {'precision': 0.7526134885725169; 'recall': 0.779707287480094; 'f1-score': 0.7373376069350999; 'support': 26374}},{'0': {'precision': 0.7906626506024096; 'recall': 0.9438202247191011; 'f1-score': 0.8604794099569759; 'support': 2225}; '1': {'precision': 0.5454545454545454; 'recall': 0.21246458923512748; 'f1-score': 0.30581039755351686; 'support': 706}; 'accuracy': 0.7676560900716479; 'macro avg': {'precision': 0.6680585980284774; 'recall': 0.5781424069771143; 'f1-score': 0.5831449037552464; 'support': 2931}; 'weighted avg': {'precision': 0.7315985352034359; 'recall': 0.7676560900716479; 'f1-score': 0.7268743868396637; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,1,[26375; 26375],262,1020.952963,0.777133,5,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 1],{'0': {'precision': 0.7940347970173985; 'recall': 0.9572991060280677; 'f1-score': 0.8680569707673844; 'support': 20023}; '1': {'precision': 0.6174496644295302; 'recall': 0.2172544080604534; 'f1-score': 0.32141609409572613; 'support': 6352}; 'accuracy': 0.7790710900473934; 'macro avg': {'precision': 0.7057422307234644; 'recall': 0.5872767570442605; 'f1-score': 0.5947365324315552; 'support': 26375}; 'weighted avg': {'precision': 0.7515070714364264; 'recall': 0.7790710900473934; 'f1-score': 0.7364071945164508; 'support': 26375}},{'0': {'precision': 0.7926284437825764; 'recall': 0.9568539325842697; 'f1-score': 0.8670331907961718; 'support': 2225}; '1': {'precision': 0.6065573770491803; 'recall': 0.2099290780141844; 'f1-score': 0.3119072708113804; 'support': 705}; 'accuracy': 0.7771331058020478; 'macro avg': {'precision': 0.6995929104158783; 'recall': 0.583391505299227; 'f1-score': 0.5894702308037761; 'support': 2930}; 'weighted avg': {'precision': 0.7478570778962131; 'recall': 0.7771331058020478; 'f1-score': 0.7334619370114354; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,1,[26375; 26375],262,1061.448907,0.785324,6,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 1 OR X13 == 41],{'0': {'precision': 0.794153066733109; 'recall': 0.9551016331219098; 'f1-score': 0.867222927625612; 'support': 20023}; '1': {'precision': 0.6081081081081081; 'recall': 0.21961586901763225; 'f1-score': 0.32269257460097156; 'support': 6352}; 'accuracy': 0.7779715639810426; 'macro avg': {'precision': 0.7011305874206086; 'recall': 0.587358751069771; 'f1-score': 0.5949577511132917; 'support': 26375}; 'weighted avg': {'precision': 0.7493470922426443; 'recall': 0.7779715639810426; 'f1-score': 0.7360814374867488; 'support': 26375}},{'0': {'precision': 0.7923076923076923; 'recall': 0.9721348314606741; 'f1-score': 0.8730575176589304; 'support': 2225}; '1': {'precision': 0.69; 'recall': 0.19574468085106383; 'f1-score': 0.3049723756906077; 'support': 705}; 'accuracy': 0.7853242320819113; 'macro avg': {'precision': 0.741153846153846; 'recall': 0.583939756155869; 'f1-score': 0.5890149466747691; 'support': 2930}; 'weighted avg': {'precision': 0.767690995011814; 'recall': 0.7853242320819113; 'f1-score': 0.7363680893013647; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,1,[26375; 26375],262,1033.954066,0.779863,7,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 1 OR X13 == 18 OR X13 == 20],{'0': {'precision': 0.7938798358004727; 'recall': 0.9562003695749888; 'f1-score': 0.8675124603534209; 'support': 20023}; '1': {'precision': 0.6116031886625333; 'recall': 0.21741183879093198; 'f1-score': 0.3207897793263647; 'support': 6352}; 'accuracy': 0.7782748815165876; 'macro avg': {'precision': 0.702741512231503; 'recall': 0.5868061041829604; 'f1-score': 0.5941511198398928; 'support': 26375}; 'weighted avg': {'precision': 0.7499813993030247; 'recall': 0.7782748815165876; 'f1-score': 0.7358429828222792; 'support': 26375}},{'0': {'precision': 0.795880149812734; 'recall': 0.9550561797752809; 'f1-score': 0.8682328907048008; 'support': 2225}; '1': {'precision': 0.6153846153846154; 'recall': 0.22695035460992907; 'f1-score': 0.3316062176165803; 'support': 705}; 'accuracy': 0.7798634812286689; 'macro avg': {'precision': 0.7056323825986748; 'recall': 0.591003267192605; 'f1-score': 0.5999195541606905; 'support': 2930}; 'weighted avg': {'precision': 0.7524503369213267; 'recall': 0.7798634812286689; 'f1-score': 0.7391128209002972; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,1,[26375; 26375],262,1011.384661,0.780205,6,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 10 OR X13 == 20],{'0': {'precision': 0.7942641321490828; 'recall': 0.955703156212545; 'f1-score': 0.8675370597035224; 'support': 20024}; '1': {'precision': 0.6111354669004823; 'recall': 0.21949299322941268; 'f1-score': 0.3229842446709916; 'support': 6351}; 'accuracy': 0.7784265402843602; 'macro avg': {'precision': 0.7026997995247826; 'recall': 0.5875980747209788; 'f1-score': 0.595260652187257; 'support': 26375}; 'weighted avg': {'precision': 0.7501674438839127; 'recall': 0.7784265402843602; 'f1-score': 0.7364108064989119; 'support': 26375}},{'0': {'precision': 0.7919438285291944; 'recall': 0.9635791366906474; 'f1-score': 0.8693711967545639; 'support': 2224}; '1': {'precision': 0.6383928571428571; 'recall': 0.20254957507082152; 'f1-score': 0.3075268817204301; 'support': 706}; 'accuracy': 0.7802047781569966; 'macro avg': {'precision': 0.7151683428360258; 'recall': 0.5830643558807345; 'f1-score': 0.588449039237497; 'support': 2930}; 'weighted avg': {'precision': 0.7549448572668211; 'recall': 0.7802047781569966; 'f1-score': 0.7339916450773971; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,1,[26375; 26375],262,1013.162059,0.782253,5,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 20],{'0': {'precision': 0.7936948506566138; 'recall': 0.9568018377946464; 'f1-score': 0.8676493897606594; 'support': 20024}; '1': {'precision': 0.6131484794275492; 'recall': 0.2158715162966462; 'f1-score': 0.3193199021777105; 'support': 6351}; 'accuracy': 0.7783886255924171; 'macro avg': {'precision': 0.7034216650420815; 'recall': 0.5863366770456463; 'f1-score': 0.5934846459691849; 'support': 26375}; 'weighted avg': {'precision': 0.7502199690006598; 'recall': 0.7783886255924171; 'f1-score': 0.7356137281250459; 'support': 26375}},{'0': {'precision': 0.7961165048543689; 'recall': 0.9586330935251799; 'f1-score': 0.8698490412076704; 'support': 2224}; '1': {'precision': 0.6349206349206349; 'recall': 0.22662889518413598; 'f1-score': 0.33402922755741127; 'support': 706}; 'accuracy': 0.7822525597269625; 'macro avg': {'precision': 0.715518569887502; 'recall': 0.5926309943546579; 'f1-score': 0.6019391343825409; 'support': 2930}; 'weighted avg': {'precision': 0.7572754522355238; 'recall': 0.7822525597269625; 'f1-score': 0.7407402396933076; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.778161 (+- 0.004927), (mean training time) 1021.534081 (+- 14.671167)
