lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,57,[8; 9],540,2.790215,0.961538,2,[X0 >= 15.056000 OR X4 >= 0.114820],{'0.0': {'precision': 0.8926174496644296; 'recall': 0.9204152249134948; 'f1-score': 0.9063032367972743; 'support': 289}; '1.0': {'precision': 0.8580246913580247; 'recall': 0.8128654970760234; 'f1-score': 0.8348348348348349; 'support': 171}; 'accuracy': 0.8804347826086957; 'macro avg': {'precision': 0.8753210705112271; 'recall': 0.866640360994759; 'f1-score': 0.8705690358160546; 'support': 460}; 'weighted avg': {'precision': 0.879757967772266; 'recall': 0.8804347826086957; 'f1-score': 0.8797356351981936; 'support': 460}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 0.95; 'f1-score': 0.9500000000000001; 'support': 20}; 'accuracy': 0.9615384615384616; 'macro avg': {'precision': 0.959375; 'recall': 0.959375; 'f1-score': 0.9593750000000001; 'support': 52}; 'weighted avg': {'precision': 0.9615384615384616; 'recall': 0.9615384615384616; 'f1-score': 0.9615384615384616; 'support': 52}}
5,1,CNF,1,460,52,57,[8; 9],540,2.699769,0.903846,2,[X0 >= 15.056000 OR X5 >= 0.122420],{'0.0': {'precision': 0.9438202247191011; 'recall': 0.875; 'f1-score': 0.908108108108108; 'support': 288}; '1.0': {'precision': 0.8134715025906736; 'recall': 0.9127906976744186; 'f1-score': 0.8602739726027396; 'support': 172}; 'accuracy': 0.8891304347826087; 'macro avg': {'precision': 0.8786458636548873; 'recall': 0.8938953488372092; 'f1-score': 0.8841910403554238; 'support': 460}; 'weighted avg': {'precision': 0.8950811373145586; 'recall': 0.8891304347826087; 'f1-score': 0.8902223009191442; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.8484848484848485; 'f1-score': 0.9180327868852458; 'support': 33}; '1.0': {'precision': 0.7916666666666666; 'recall': 1.0; 'f1-score': 0.8837209302325582; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.8958333333333333; 'recall': 0.9242424242424243; 'f1-score': 0.900876858558902; 'support': 52}; 'weighted avg': {'precision': 0.9238782051282051; 'recall': 0.9038461538461539; 'f1-score': 0.9054957623390715; 'support': 52}}
5,1,CNF,2,461,51,57,[8; 9],540,2.746062,0.823529,1,[X0 >= 13.370000],{'0.0': {'precision': 0.9304347826086956; 'recall': 0.740484429065744; 'f1-score': 0.8246628131021194; 'support': 289}; '1.0': {'precision': 0.6753246753246753; 'recall': 0.9069767441860465; 'f1-score': 0.7741935483870968; 'support': 172}; 'accuracy': 0.8026030368763557; 'macro avg': {'precision': 0.8028797289666855; 'recall': 0.8237305866258953; 'f1-score': 0.7994281807446081; 'support': 461}; 'weighted avg': {'precision': 0.835252703535265; 'recall': 0.8026030368763557; 'f1-score': 0.8058326319069264; 'support': 461}},{'0.0': {'precision': 0.96; 'recall': 0.75; 'f1-score': 0.8421052631578947; 'support': 32}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.9473684210526315; 'f1-score': 0.7999999999999999; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.8261538461538461; 'recall': 0.8486842105263157; 'f1-score': 0.8210526315789473; 'support': 51}; 'weighted avg': {'precision': 0.8602714932126696; 'recall': 0.8235294117647058; 'f1-score': 0.8264189886480908; 'support': 51}}
5,1,CNF,3,461,51,57,[8; 9],540,3.053005,0.784314,3,[X0 >= 15.056000 OR X1 >= 22.440000 OR X6 >= 0.149780],{'0.0': {'precision': 0.924812030075188; 'recall': 0.8512110726643599; 'f1-score': 0.8864864864864865; 'support': 289}; '1.0': {'precision': 0.7794871794871795; 'recall': 0.8837209302325582; 'f1-score': 0.8283378746594006; 'support': 172}; 'accuracy': 0.8633405639913232; 'macro avg': {'precision': 0.8521496047811837; 'recall': 0.867466001448459; 'f1-score': 0.8574121805729435; 'support': 461}; 'weighted avg': {'precision': 0.8705910446063432; 'recall': 0.8633405639913232; 'f1-score': 0.864791125891565; 'support': 461}},{'0.0': {'precision': 0.92; 'recall': 0.71875; 'f1-score': 0.8070175438596492; 'support': 32}; '1.0': {'precision': 0.6538461538461539; 'recall': 0.8947368421052632; 'f1-score': 0.7555555555555555; 'support': 19}; 'accuracy': 0.7843137254901961; 'macro avg': {'precision': 0.786923076923077; 'recall': 0.8067434210526316; 'f1-score': 0.7812865497076024; 'support': 51}; 'weighted avg': {'precision': 0.8208446455505279; 'recall': 0.7843137254901961; 'f1-score': 0.7878454305698888; 'support': 51}}
5,1,CNF,4,461,51,57,[8; 9],540,2.856234,0.803922,1,[X6 >= 0.111920],{'0.0': {'precision': 0.86875; 'recall': 0.9619377162629758; 'f1-score': 0.9129720853858785; 'support': 289}; '1.0': {'precision': 0.9219858156028369; 'recall': 0.7558139534883721; 'f1-score': 0.8306709265175719; 'support': 172}; 'accuracy': 0.8850325379609545; 'macro avg': {'precision': 0.8953679078014185; 'recall': 0.858875834875674; 'f1-score': 0.8718215059517251; 'support': 461}; 'weighted avg': {'precision': 0.8886123867325117; 'recall': 0.8850325379609545; 'f1-score': 0.8822653623373996; 'support': 461}},{'0.0': {'precision': 0.7894736842105263; 'recall': 0.9375; 'f1-score': 0.8571428571428572; 'support': 32}; '1.0': {'precision': 0.8461538461538461; 'recall': 0.5789473684210527; 'f1-score': 0.6875; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.8178137651821862; 'recall': 0.7582236842105263; 'f1-score': 0.7723214285714286; 'support': 51}; 'weighted avg': {'precision': 0.8105898229737238; 'recall': 0.803921568627451; 'f1-score': 0.7939425770308124; 'support': 51}}
5,1,CNF,5,461,51,57,[8; 9],540,2.842137,0.745098,2,[X0 >= 15.056000 OR X1 >= 18.840000],{'0.0': {'precision': 0.9489795918367347; 'recall': 0.643598615916955; 'f1-score': 0.7670103092783505; 'support': 289}; '1.0': {'precision': 0.6113207547169811; 'recall': 0.9418604651162791; 'f1-score': 0.7414187643020596; 'support': 172}; 'accuracy': 0.754880694143167; 'macro avg': {'precision': 0.7801501732768579; 'recall': 0.792729540516617; 'f1-score': 0.754214536790205; 'support': 461}; 'weighted avg': {'precision': 0.8229984205035511; 'recall': 0.754880694143167; 'f1-score': 0.7574620538858948; 'support': 461}},{'0.0': {'precision': 0.9130434782608695; 'recall': 0.65625; 'f1-score': 0.7636363636363634; 'support': 32}; '1.0': {'precision': 0.6071428571428571; 'recall': 0.8947368421052632; 'f1-score': 0.7234042553191489; 'support': 19}; 'accuracy': 0.7450980392156863; 'macro avg': {'precision': 0.7600931677018633; 'recall': 0.7754934210526316; 'f1-score': 0.7435203094777562; 'support': 51}; 'weighted avg': {'precision': 0.7990805017659236; 'recall': 0.7450980392156863; 'f1-score': 0.7486479311260286; 'support': 51}}
5,1,CNF,6,461,51,57,[8; 9],540,2.710176,0.647059,2,[X0 >= 15.056000 OR X4 >= 0.087914],{'0.0': {'precision': 1.0; 'recall': 0.4013840830449827; 'f1-score': 0.5728395061728395; 'support': 289}; '1.0': {'precision': 0.4985507246376812; 'recall': 1.0; 'f1-score': 0.6653771760154739; 'support': 172}; 'accuracy': 0.6247288503253796; 'macro avg': {'precision': 0.7492753623188406; 'recall': 0.7006920415224913; 'f1-score': 0.6191083410941567; 'support': 461}; 'weighted avg': {'precision': 0.8129082963941023; 'recall': 0.6247288503253796; 'f1-score': 0.6073654914503517; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.4375; 'f1-score': 0.6086956521739131; 'support': 32}; '1.0': {'precision': 0.5135135135135135; 'recall': 1.0; 'f1-score': 0.6785714285714285; 'support': 19}; 'accuracy': 0.6470588235294118; 'macro avg': {'precision': 0.7567567567567568; 'recall': 0.71875; 'f1-score': 0.6436335403726707; 'support': 51}; 'weighted avg': {'precision': 0.8187599364069953; 'recall': 0.6470588235294118; 'f1-score': 0.6347278041651443; 'support': 51}}
5,1,CNF,7,461,51,57,[8; 9],540,2.706384,0.745098,2,[X0 >= 14.058000 OR X10 >= 0.546140],{'0.0': {'precision': 0.9144981412639405; 'recall': 0.8512110726643599; 'f1-score': 0.8817204301075269; 'support': 289}; '1.0': {'precision': 0.7760416666666666; 'recall': 0.8662790697674418; 'f1-score': 0.8186813186813185; 'support': 172}; 'accuracy': 0.8568329718004338; 'macro avg': {'precision': 0.8452699039653035; 'recall': 0.8587450712159008; 'f1-score': 0.8502008743944227; 'support': 461}; 'weighted avg': {'precision': 0.8628397602862158; 'recall': 0.8568329718004338; 'f1-score': 0.8582004145645598; 'support': 461}},{'0.0': {'precision': 0.8518518518518519; 'recall': 0.71875; 'f1-score': 0.7796610169491525; 'support': 32}; '1.0': {'precision': 0.625; 'recall': 0.7894736842105263; 'f1-score': 0.6976744186046512; 'support': 19}; 'accuracy': 0.7450980392156863; 'macro avg': {'precision': 0.7384259259259259; 'recall': 0.7541118421052632; 'f1-score': 0.7386677177769019; 'support': 51}; 'weighted avg': {'precision': 0.7673384168482208; 'recall': 0.7450980392156863; 'f1-score': 0.7491169901149265; 'support': 51}}
5,1,CNF,8,461,51,57,[8; 9],540,2.497085,0.901961,3,[X0 >= 15.056000 OR X2 >= 91.420000 OR X20 >= 16.004000],{'0.0': {'precision': 0.95; 'recall': 0.8546712802768166; 'f1-score': 0.8998178506375227; 'support': 289}; '1.0': {'precision': 0.7910447761194029; 'recall': 0.9244186046511628; 'f1-score': 0.8525469168900804; 'support': 172}; 'accuracy': 0.8806941431670282; 'macro avg': {'precision': 0.8705223880597015; 'recall': 0.8895449424639896; 'f1-score': 0.8761823837638016; 'support': 461}; 'weighted avg': {'precision': 0.8906934956454171; 'recall': 0.8806941431670282; 'f1-score': 0.8821809729703641; 'support': 461}},{'0.0': {'precision': 0.9655172413793104; 'recall': 0.875; 'f1-score': 0.9180327868852458; 'support': 32}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9473684210526315; 'f1-score': 0.8780487804878049; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8918495297805643; 'recall': 0.9111842105263157; 'f1-score': 0.8980407836865254; 'support': 51}; 'weighted avg': {'precision': 0.9106275739135781; 'recall': 0.9019607843137255; 'f1-score': 0.9031367845018854; 'support': 51}}
5,1,CNF,9,461,51,57,[8; 9],540,2.752541,1.000000,1,[X22 >= 115.900000],{'0.0': {'precision': 0.8769230769230769; 'recall': 0.986159169550173; 'f1-score': 0.9283387622149837; 'support': 289}; '1.0': {'precision': 0.9705882352941176; 'recall': 0.7674418604651163; 'f1-score': 0.8571428571428571; 'support': 172}; 'accuracy': 0.9045553145336226; 'macro avg': {'precision': 0.9237556561085973; 'recall': 0.8768005150076447; 'f1-score': 0.8927408096789204; 'support': 461}; 'weighted avg': {'precision': 0.9118697303717082; 'recall': 0.9045553145336226; 'f1-score': 0.9017754310383985; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}}
5,1,CNF,0,460,52,28,[16; 17],540,1.806929,0.846154,4,[X0 >= 15.056000 OR X5 >= 0.122420 OR X11 < 0.640400 OR X20 >= 17.386000],{'0.0': {'precision': 0.9608695652173913; 'recall': 0.7647058823529411; 'f1-score': 0.8516377649325626; 'support': 289}; '1.0': {'precision': 0.7043478260869566; 'recall': 0.9473684210526315; 'f1-score': 0.8079800498753118; 'support': 171}; 'accuracy': 0.8326086956521739; 'macro avg': {'precision': 0.8326086956521739; 'recall': 0.8560371517027863; 'f1-score': 0.8298089074039372; 'support': 460}; 'weighted avg': {'precision': 0.8655103969754254; 'recall': 0.8326086956521739; 'f1-score': 0.8354084839004107; 'support': 460}},{'0.0': {'precision': 0.9615384615384616; 'recall': 0.78125; 'f1-score': 0.8620689655172413; 'support': 32}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.95; 'f1-score': 0.8260869565217392; 'support': 20}; 'accuracy': 0.8461538461538461; 'macro avg': {'precision': 0.8461538461538461; 'recall': 0.865625; 'f1-score': 0.8440779610194903; 'support': 52}; 'weighted avg': {'precision': 0.8727810650887574; 'recall': 0.8461538461538461; 'f1-score': 0.8482297312882021; 'support': 52}}
