lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,57,[8; 9],540,2.693082,0.807692,2,[X0 >= 13.370000 OR X6 >= 0.149780],{'0.0': {'precision': 0.9598214285714286; 'recall': 0.7439446366782007; 'f1-score': 0.838206627680312; 'support': 289}; '1.0': {'precision': 0.6864406779661016; 'recall': 0.9473684210526315; 'f1-score': 0.796068796068796; 'support': 171}; 'accuracy': 0.8195652173913044; 'macro avg': {'precision': 0.8231310532687651; 'recall': 0.8456565288654161; 'f1-score': 0.817137711874554; 'support': 460}; 'weighted avg': {'precision': 0.8581951060637963; 'recall': 0.8195652173913044; 'f1-score': 0.8225423467986397; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.6875; 'f1-score': 0.8148148148148148; 'support': 32}; '1.0': {'precision': 0.6666666666666666; 'recall': 1.0; 'f1-score': 0.8; 'support': 20}; 'accuracy': 0.8076923076923077; 'macro avg': {'precision': 0.8333333333333333; 'recall': 0.84375; 'f1-score': 0.8074074074074074; 'support': 52}; 'weighted avg': {'precision': 0.8717948717948717; 'recall': 0.8076923076923077; 'f1-score': 0.8091168091168092; 'support': 52}}
5,1,CNF,1,460,52,57,[8; 9],540,2.726797,0.865385,2,[X2 >= 98.200000 OR X23 >= 1269.000000],{'0.0': {'precision': 0.8593272171253823; 'recall': 0.9756944444444444; 'f1-score': 0.9138211382113821; 'support': 288}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.7325581395348837; 'f1-score': 0.8262295081967214; 'support': 172}; 'accuracy': 0.8847826086956522; 'macro avg': {'precision': 0.903347819089007; 'recall': 0.854126291989664; 'f1-score': 0.8700253232040518; 'support': 460}; 'weighted avg': {'precision': 0.8922469716373103; 'recall': 0.8847826086956522; 'f1-score': 0.8810694852493784; 'support': 460}},{'0.0': {'precision': 0.8611111111111112; 'recall': 0.9393939393939394; 'f1-score': 0.8985507246376813; 'support': 33}; '1.0': {'precision': 0.875; 'recall': 0.7368421052631579; 'f1-score': 0.7999999999999999; 'support': 19}; 'accuracy': 0.8653846153846154; 'macro avg': {'precision': 0.8680555555555556; 'recall': 0.8381180223285487; 'f1-score': 0.8492753623188406; 'support': 52}; 'weighted avg': {'precision': 0.8661858974358976; 'recall': 0.8653846153846154; 'f1-score': 0.8625418060200669; 'support': 52}}
5,1,CNF,2,461,51,57,[8; 9],540,2.716544,0.843137,1,[X6 >= 0.086212],{'0.0': {'precision': 0.9316546762589928; 'recall': 0.8961937716262975; 'f1-score': 0.9135802469135802; 'support': 289}; '1.0': {'precision': 0.8360655737704918; 'recall': 0.8895348837209303; 'f1-score': 0.8619718309859155; 'support': 172}; 'accuracy': 0.8937093275488069; 'macro avg': {'precision': 0.8838601250147423; 'recall': 0.8928643276736139; 'f1-score': 0.8877760389497478; 'support': 461}; 'weighted avg': {'precision': 0.895990195504064; 'recall': 0.8937093275488069; 'f1-score': 0.894325046177011; 'support': 461}},{'0.0': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.7894736842105263; 'f1-score': 0.7894736842105263; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8322368421052632; 'recall': 0.8322368421052632; 'f1-score': 0.8322368421052632; 'support': 51}; 'weighted avg': {'precision': 0.8431372549019608; 'recall': 0.8431372549019608; 'f1-score': 0.8431372549019608; 'support': 51}}
5,1,CNF,3,461,51,57,[8; 9],540,2.852411,0.843137,2,[X0 >= 14.058000 OR X5 >= 0.122420],{'0.0': {'precision': 0.963265306122449; 'recall': 0.8166089965397924; 'f1-score': 0.8838951310861423; 'support': 289}; '1.0': {'precision': 0.7546296296296297; 'recall': 0.9476744186046512; 'f1-score': 0.8402061855670103; 'support': 172}; 'accuracy': 0.8655097613882863; 'macro avg': {'precision': 0.8589474678760394; 'recall': 0.8821417075722218; 'f1-score': 0.8620506583265763; 'support': 461}; 'weighted avg': {'precision': 0.8854229279082084; 'recall': 0.8655097613882863; 'f1-score': 0.867594700220002; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.75; 'f1-score': 0.8571428571428571; 'support': 32}; '1.0': {'precision': 0.7037037037037037; 'recall': 1.0; 'f1-score': 0.8260869565217391; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8518518518518519; 'recall': 0.875; 'f1-score': 0.8416149068322981; 'support': 51}; 'weighted avg': {'precision': 0.8896151053013798; 'recall': 0.8431372549019608; 'f1-score': 0.8455730118134209; 'support': 51}}
5,1,CNF,4,461,51,57,[8; 9],540,2.837528,0.705882,2,[X0 >= 14.058000 OR X1 >= 21.272000],{'0.0': {'precision': 0.9419642857142857; 'recall': 0.7301038062283737; 'f1-score': 0.8226120857699806; 'support': 289}; '1.0': {'precision': 0.6708860759493671; 'recall': 0.9244186046511628; 'f1-score': 0.7775061124694377; 'support': 172}; 'accuracy': 0.8026030368763557; 'macro avg': {'precision': 0.8064251808318263; 'recall': 0.8272612054397682; 'f1-score': 0.8000590991197092; 'support': 461}; 'weighted avg': {'precision': 0.8408244764310622; 'recall': 0.8026030368763557; 'f1-score': 0.8057829590721641; 'support': 461}},{'0.0': {'precision': 0.84; 'recall': 0.65625; 'f1-score': 0.736842105263158; 'support': 32}; '1.0': {'precision': 0.5769230769230769; 'recall': 0.7894736842105263; 'f1-score': 0.6666666666666666; 'support': 19}; 'accuracy': 0.7058823529411765; 'macro avg': {'precision': 0.7084615384615385; 'recall': 0.7228618421052632; 'f1-score': 0.7017543859649122; 'support': 51}; 'weighted avg': {'precision': 0.7419909502262444; 'recall': 0.7058823529411765; 'f1-score': 0.7106983144134847; 'support': 51}}
5,1,CNF,5,461,51,57,[8; 9],540,2.893217,0.803922,2,[X0 >= 15.056000 OR X4 >= 0.103260],{'0.0': {'precision': 0.9297520661157025; 'recall': 0.7785467128027682; 'f1-score': 0.847457627118644; 'support': 289}; '1.0': {'precision': 0.7077625570776256; 'recall': 0.9011627906976745; 'f1-score': 0.792838874680307; 'support': 172}; 'accuracy': 0.824295010845987; 'macro avg': {'precision': 0.818757311596664; 'recall': 0.8398547517502213; 'f1-score': 0.8201482508994755; 'support': 461}; 'weighted avg': {'precision': 0.8469273469084373; 'recall': 0.824295010845987; 'f1-score': 0.8270792639529305; 'support': 461}},{'0.0': {'precision': 0.9230769230769231; 'recall': 0.75; 'f1-score': 0.8275862068965517; 'support': 32}; '1.0': {'precision': 0.68; 'recall': 0.8947368421052632; 'f1-score': 0.7727272727272727; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.8015384615384615; 'recall': 0.8223684210526316; 'f1-score': 0.8001567398119123; 'support': 51}; 'weighted avg': {'precision': 0.8325188536953243; 'recall': 0.803921568627451; 'f1-score': 0.8071485647550557; 'support': 51}}
5,1,CNF,6,461,51,57,[8; 9],540,2.952994,0.843137,2,[X0 >= 14.058000 OR X23 >= 1269.000000],{'0.0': {'precision': 0.9028776978417267; 'recall': 0.8685121107266436; 'f1-score': 0.8853615520282188; 'support': 289}; '1.0': {'precision': 0.7923497267759563; 'recall': 0.8430232558139535; 'f1-score': 0.8169014084507042; 'support': 172}; 'accuracy': 0.8590021691973969; 'macro avg': {'precision': 0.8476137123088414; 'recall': 0.8557676832702985; 'f1-score': 0.8511314802394615; 'support': 461}; 'weighted avg': {'precision': 0.8616394960557994; 'recall': 0.8590021691973969; 'f1-score': 0.8598189388062394; 'support': 461}},{'0.0': {'precision': 0.8529411764705882; 'recall': 0.90625; 'f1-score': 0.8787878787878787; 'support': 32}; '1.0': {'precision': 0.8235294117647058; 'recall': 0.7368421052631579; 'f1-score': 0.7777777777777778; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.838235294117647; 'recall': 0.821546052631579; 'f1-score': 0.8282828282828283; 'support': 51}; 'weighted avg': {'precision': 0.8419838523644751; 'recall': 0.8431372549019608; 'f1-score': 0.8411566646860764; 'support': 51}}
5,1,CNF,7,461,51,57,[8; 9],540,3.058029,0.862745,2,[X0 >= 15.056000 OR X21 >= 28.460000],{'0.0': {'precision': 0.928; 'recall': 0.8027681660899654; 'f1-score': 0.8608534322820037; 'support': 289}; '1.0': {'precision': 0.7298578199052133; 'recall': 0.8953488372093024; 'f1-score': 0.804177545691906; 'support': 172}; 'accuracy': 0.8373101952277657; 'macro avg': {'precision': 0.8289289099526067; 'recall': 0.8490585016496339; 'f1-score': 0.8325154889869548; 'support': 461}; 'weighted avg': {'precision': 0.8540727657780839; 'recall': 0.8373101952277657; 'f1-score': 0.8397075483481712; 'support': 461}},{'0.0': {'precision': 0.9629629629629629; 'recall': 0.8125; 'f1-score': 0.8813559322033898; 'support': 32}; '1.0': {'precision': 0.75; 'recall': 0.9473684210526315; 'f1-score': 0.8372093023255814; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8564814814814814; 'recall': 0.8799342105263157; 'f1-score': 0.8592826172644856; 'support': 51}; 'weighted avg': {'precision': 0.8836238198983296; 'recall': 0.8627450980392157; 'f1-score': 0.864909148523422; 'support': 51}}
5,1,CNF,8,461,51,57,[8; 9],540,3.159650,0.862745,2,[X2 >= 91.420000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9692307692307692; 'recall': 0.8719723183391004; 'f1-score': 0.9180327868852458; 'support': 289}; '1.0': {'precision': 0.8159203980099502; 'recall': 0.9534883720930233; 'f1-score': 0.8793565683646113; 'support': 172}; 'accuracy': 0.9023861171366594; 'macro avg': {'precision': 0.8925755836203597; 'recall': 0.9127303452160618; 'f1-score': 0.8986946776249285; 'support': 461}; 'weighted avg': {'precision': 0.9120303704238694; 'recall': 0.9023861171366594; 'f1-score': 0.9036026142484798; 'support': 461}},{'0.0': {'precision': 0.9310344827586207; 'recall': 0.84375; 'f1-score': 0.8852459016393444; 'support': 32}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.8947368421052632; 'f1-score': 0.8292682926829269; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8518808777429467; 'recall': 0.8692434210526316; 'f1-score': 0.8572570971611356; 'support': 51}; 'weighted avg': {'precision': 0.8720572868645892; 'recall': 0.8627450980392157; 'f1-score': 0.8643914983026398; 'support': 51}}
5,1,CNF,9,461,51,57,[8; 9],540,3.266999,0.745098,1,[X0 >= 13.370000],{'0.0': {'precision': 0.9361702127659575; 'recall': 0.7612456747404844; 'f1-score': 0.8396946564885496; 'support': 289}; '1.0': {'precision': 0.6946902654867256; 'recall': 0.9127906976744186; 'f1-score': 0.7889447236180903; 'support': 172}; 'accuracy': 0.8177874186550976; 'macro avg': {'precision': 0.8154302391263415; 'recall': 0.8370181862074515; 'f1-score': 0.81431969005332; 'support': 461}; 'weighted avg': {'precision': 0.8460735730001704; 'recall': 0.8177874186550976; 'f1-score': 0.8207597574566211; 'support': 461}},{'0.0': {'precision': 0.9130434782608695; 'recall': 0.65625; 'f1-score': 0.7636363636363634; 'support': 32}; '1.0': {'precision': 0.6071428571428571; 'recall': 0.8947368421052632; 'f1-score': 0.7234042553191489; 'support': 19}; 'accuracy': 0.7450980392156863; 'macro avg': {'precision': 0.7600931677018633; 'recall': 0.7754934210526316; 'f1-score': 0.7435203094777562; 'support': 51}; 'weighted avg': {'precision': 0.7990805017659236; 'recall': 0.7450980392156863; 'f1-score': 0.7486479311260286; 'support': 51}}
5,1,CNF,0,460,52,28,[16; 17],540,1.844221,0.884615,1,[X0 >= 15.056000],{'0.0': {'precision': 0.8567073170731707; 'recall': 0.972318339100346; 'f1-score': 0.9108589951377634; 'support': 289}; '1.0': {'precision': 0.9393939393939394; 'recall': 0.7251461988304093; 'f1-score': 0.8184818481848185; 'support': 171}; 'accuracy': 0.8804347826086957; 'macro avg': {'precision': 0.8980506282335551; 'recall': 0.8487322689653777; 'f1-score': 0.8646704216612909; 'support': 460}; 'weighted avg': {'precision': 0.8874451701532826; 'recall': 0.8804347826086957; 'f1-score': 0.8765187948574297; 'support': 460}},{'0.0': {'precision': 0.8823529411764706; 'recall': 0.9375; 'f1-score': 0.9090909090909091; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8; 'f1-score': 0.8421052631578948; 'support': 20}; 'accuracy': 0.8846153846153846; 'macro avg': {'precision': 0.8856209150326797; 'recall': 0.86875; 'f1-score': 0.8755980861244019; 'support': 52}; 'weighted avg': {'precision': 0.8848667672197084; 'recall': 0.8846153846153846; 'f1-score': 0.8833271991166728; 'support': 52}}
