l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,57,[8; 9],540,1.761565,0.826923,2,[X0 >= 15.056000 OR X4 >= 0.103260],{'0.0': {'precision': 0.9224489795918367; 'recall': 0.7820069204152249; 'f1-score': 0.846441947565543; 'support': 289}; '1.0': {'precision': 0.7069767441860465; 'recall': 0.8888888888888888; 'f1-score': 0.7875647668393781; 'support': 171}; 'accuracy': 0.8217391304347826; 'macro avg': {'precision': 0.8147128618889417; 'recall': 0.8354479046520569; 'f1-score': 0.8170033572024606; 'support': 460}; 'weighted avg': {'precision': 0.8423495181692495; 'recall': 0.8217391304347826; 'f1-score': 0.8245549955999469; 'support': 460}},{'0.0': {'precision': 0.96; 'recall': 0.75; 'f1-score': 0.8421052631578947; 'support': 32}; '1.0': {'precision': 0.7037037037037037; 'recall': 0.95; 'f1-score': 0.8085106382978724; 'support': 20}; 'accuracy': 0.8269230769230769; 'macro avg': {'precision': 0.8318518518518518; 'recall': 0.85; 'f1-score': 0.8253079507278835; 'support': 52}; 'weighted avg': {'precision': 0.8614245014245014; 'recall': 0.8269230769230769; 'f1-score': 0.8291842535963476; 'support': 52}}
l: 5,1,CNF,1,460,52,57,[8; 9],540,1.776405,0.788462,3,[X2 >= 111.680000 OR X8 < 0.158760 OR X20 >= 16.004000],{'0.0': {'precision': 0.9207920792079208; 'recall': 0.6458333333333334; 'f1-score': 0.7591836734693878; 'support': 288}; '1.0': {'precision': 0.6046511627906976; 'recall': 0.9069767441860465; 'f1-score': 0.7255813953488371; 'support': 172}; 'accuracy': 0.7434782608695653; 'macro avg': {'precision': 0.7627216209993093; 'recall': 0.7764050387596899; 'f1-score': 0.7423825344091124; 'support': 460}; 'weighted avg': {'precision': 0.8025828669823505; 'recall': 0.7434782608695653; 'f1-score': 0.7466193433895297; 'support': 460}},{'0.0': {'precision': 0.9230769230769231; 'recall': 0.7272727272727273; 'f1-score': 0.8135593220338984; 'support': 33}; '1.0': {'precision': 0.6538461538461539; 'recall': 0.8947368421052632; 'f1-score': 0.7555555555555555; 'support': 19}; 'accuracy': 0.7884615384615384; 'macro avg': {'precision': 0.7884615384615385; 'recall': 0.8110047846889952; 'f1-score': 0.784557438794727; 'support': 52}; 'weighted avg': {'precision': 0.8247041420118344; 'recall': 0.7884615384615384; 'f1-score': 0.7923656381283499; 'support': 52}}
l: 5,1,CNF,2,461,51,57,[8; 9],540,1.912926,0.568627,2,[X5 >= 0.122420 OR X5 < 0.059638],{'0.0': {'precision': 0.7532467532467533; 'recall': 0.6020761245674741; 'f1-score': 0.6692307692307693; 'support': 289}; '1.0': {'precision': 0.5; 'recall': 0.6686046511627907; 'f1-score': 0.5721393034825871; 'support': 172}; 'accuracy': 0.6268980477223427; 'macro avg': {'precision': 0.6266233766233766; 'recall': 0.6353403878651324; 'f1-score': 0.6206850363566783; 'support': 461}; 'weighted avg': {'precision': 0.6587598952024115; 'recall': 0.6268980477223427; 'f1-score': 0.6330057538106232; 'support': 461}},{'0.0': {'precision': 0.7083333333333334; 'recall': 0.53125; 'f1-score': 0.6071428571428571; 'support': 32}; '1.0': {'precision': 0.4444444444444444; 'recall': 0.631578947368421; 'f1-score': 0.5217391304347826; 'support': 19}; 'accuracy': 0.5686274509803921; 'macro avg': {'precision': 0.5763888888888888; 'recall': 0.5814144736842105; 'f1-score': 0.5644409937888198; 'support': 51}; 'weighted avg': {'precision': 0.6100217864923748; 'recall': 0.5686274509803921; 'f1-score': 0.5753257824869078; 'support': 51}}
l: 5,1,CNF,3,461,51,57,[8; 9],540,1.856364,0.941176,1,[X0 >= 15.056000],{'0.0': {'precision': 0.8584615384615385; 'recall': 0.9653979238754326; 'f1-score': 0.9087947882736157; 'support': 289}; '1.0': {'precision': 0.9264705882352942; 'recall': 0.7325581395348837; 'f1-score': 0.8181818181818182; 'support': 172}; 'accuracy': 0.8785249457700651; 'macro avg': {'precision': 0.8924660633484163; 'recall': 0.8489780317051581; 'f1-score': 0.863488303227717; 'support': 461}; 'weighted avg': {'precision': 0.8838358477046752; 'recall': 0.8785249457700651; 'f1-score': 0.8749869122306891; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
l: 5,1,CNF,4,461,51,57,[8; 9],540,1.993836,0.784314,1,[X0 >= 12.726000],{'0.0': {'precision': 0.9545454545454546; 'recall': 0.5813148788927336; 'f1-score': 0.7225806451612903; 'support': 289}; '1.0': {'precision': 0.5754385964912281; 'recall': 0.9534883720930233; 'f1-score': 0.7177242888402627; 'support': 172}; 'accuracy': 0.720173535791757; 'macro avg': {'precision': 0.7649920255183413; 'recall': 0.7674016254928784; 'f1-score': 0.7201524670007765; 'support': 461}; 'weighted avg': {'precision': 0.813099945683574; 'recall': 0.720173535791757; 'f1-score': 0.720768729136959; 'support': 461}},{'0.0': {'precision': 0.9565217391304348; 'recall': 0.6875; 'f1-score': 0.8; 'support': 32}; '1.0': {'precision': 0.6428571428571429; 'recall': 0.9473684210526315; 'f1-score': 0.7659574468085106; 'support': 19}; 'accuracy': 0.7843137254901961; 'macro avg': {'precision': 0.7996894409937889; 'recall': 0.8174342105263157; 'f1-score': 0.7829787234042553; 'support': 51}; 'weighted avg': {'precision': 0.83966630130313; 'recall': 0.7843137254901961; 'f1-score': 0.7873174801835628; 'support': 51}}
l: 5,1,CNF,5,461,51,57,[8; 9],540,1.984444,0.862745,1,[X0 >= 14.058000],{'0.0': {'precision': 0.9107806691449815; 'recall': 0.8477508650519031; 'f1-score': 0.878136200716846; 'support': 289}; '1.0': {'precision': 0.7708333333333334; 'recall': 0.8604651162790697; 'f1-score': 0.8131868131868132; 'support': 172}; 'accuracy': 0.8524945770065075; 'macro avg': {'precision': 0.8408070012391574; 'recall': 0.8541079906654865; 'f1-score': 0.8456615069518296; 'support': 461}; 'weighted avg': {'precision': 0.8585660449375987; 'recall': 0.8524945770065075; 'f1-score': 0.8539034574301525; 'support': 461}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.9375; 'f1-score': 0.8955223880597014; 'support': 32}; '1.0': {'precision': 0.875; 'recall': 0.7368421052631579; 'f1-score': 0.7999999999999999; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8660714285714286; 'recall': 0.837171052631579; 'f1-score': 0.8477611940298506; 'support': 51}; 'weighted avg': {'precision': 0.863795518207283; 'recall': 0.8627450980392157; 'f1-score': 0.8599356160374597; 'support': 51}}
l: 5,1,CNF,6,461,51,57,[8; 9],540,2.067115,0.843137,1,[X0 >= 14.058000],{'0.0': {'precision': 0.9051094890510949; 'recall': 0.8581314878892734; 'f1-score': 0.8809946714031972; 'support': 289}; '1.0': {'precision': 0.7807486631016043; 'recall': 0.8488372093023255; 'f1-score': 0.8133704735376045; 'support': 172}; 'accuracy': 0.8546637744034707; 'macro avg': {'precision': 0.8429290760763496; 'recall': 0.8534843485957995; 'f1-score': 0.8471825724704009; 'support': 461}; 'weighted avg': {'precision': 0.8587102221024779; 'recall': 0.8546637744034707; 'f1-score': 0.855763951158334; 'support': 461}},{'0.0': {'precision': 0.9; 'recall': 0.84375; 'f1-score': 0.870967741935484; 'support': 32}; '1.0': {'precision': 0.7619047619047619; 'recall': 0.8421052631578947; 'f1-score': 0.8; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8309523809523809; 'recall': 0.8429276315789473; 'f1-score': 0.835483870967742; 'support': 51}; 'weighted avg': {'precision': 0.8485527544351075; 'recall': 0.8431372549019608; 'f1-score': 0.8445287792536371; 'support': 51}}
l: 5,1,CNF,7,461,51,57,[8; 9],540,2.051899,0.823529,2,[X0 >= 17.068000 OR X20 >= 16.004000],{'0.0': {'precision': 0.9384057971014492; 'recall': 0.8961937716262975; 'f1-score': 0.9168141592920354; 'support': 289}; '1.0': {'precision': 0.8378378378378378; 'recall': 0.9011627906976745; 'f1-score': 0.8683473389355741; 'support': 172}; 'accuracy': 0.8980477223427332; 'macro avg': {'precision': 0.8881218174696435; 'recall': 0.898678281161986; 'f1-score': 0.8925807491138047; 'support': 461}; 'weighted avg': {'precision': 0.9008836951636158; 'recall': 0.8980477223427332; 'f1-score': 0.8987310939963491; 'support': 461}},{'0.0': {'precision': 0.896551724137931; 'recall': 0.8125; 'f1-score': 0.8524590163934426; 'support': 32}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8421052631578947; 'f1-score': 0.7804878048780488; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.8119122257053292; 'recall': 0.8273026315789473; 'f1-score': 0.8164734106357456; 'support': 51}; 'weighted avg': {'precision': 0.8334869998156003; 'recall': 0.8235294117647058; 'f1-score': 0.825646212103394; 'support': 51}}
l: 5,1,CNF,8,461,51,57,[8; 9],540,1.904517,0.843137,2,[X0 >= 15.056000 OR X1 >= 22.440000],{'0.0': {'precision': 0.8981818181818182; 'recall': 0.8546712802768166; 'f1-score': 0.875886524822695; 'support': 289}; '1.0': {'precision': 0.7741935483870968; 'recall': 0.8372093023255814; 'f1-score': 0.8044692737430169; 'support': 172}; 'accuracy': 0.8481561822125814; 'macro avg': {'precision': 0.8361876832844575; 'recall': 0.8459402913011991; 'f1-score': 0.8401778992828559; 'support': 461}; 'weighted avg': {'precision': 0.8519215526618787; 'recall': 0.8481561822125814; 'f1-score': 0.8492406090185636; 'support': 461}},{'0.0': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.7894736842105263; 'f1-score': 0.7894736842105263; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8322368421052632; 'recall': 0.8322368421052632; 'f1-score': 0.8322368421052632; 'support': 51}; 'weighted avg': {'precision': 0.8431372549019608; 'recall': 0.8431372549019608; 'f1-score': 0.8431372549019608; 'support': 51}}
l: 5,1,CNF,9,461,51,57,[8; 9],540,2.139843,0.843137,1,[X6 >= 0.086212],{'0.0': {'precision': 0.9233576642335767; 'recall': 0.8754325259515571; 'f1-score': 0.8987566607460036; 'support': 289}; '1.0': {'precision': 0.8074866310160428; 'recall': 0.877906976744186; 'f1-score': 0.8412256267409471; 'support': 172}; 'accuracy': 0.8763557483731019; 'macro avg': {'precision': 0.8654221476248097; 'recall': 0.8766697513478716; 'f1-score': 0.8699911437434753; 'support': 461}; 'weighted avg': {'precision': 0.8801259555276855; 'recall': 0.8763557483731019; 'f1-score': 0.8772917196421647; 'support': 461}},{'0.0': {'precision': 0.8529411764705882; 'recall': 0.90625; 'f1-score': 0.8787878787878787; 'support': 32}; '1.0': {'precision': 0.8235294117647058; 'recall': 0.7368421052631579; 'f1-score': 0.7777777777777778; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.838235294117647; 'recall': 0.821546052631579; 'f1-score': 0.8282828282828283; 'support': 51}; 'weighted avg': {'precision': 0.8419838523644751; 'recall': 0.8431372549019608; 'f1-score': 0.8411566646860764; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [8, 9], 'n_partitions': 57}, (mean val acc cv) 0.812519 (+- 0.091145), (mean training time) 1.944891 (+- 0.118676)
