l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,57,[8; 9],540,2.802972,0.711538,2,[X10 >= 0.324200 OR X22 >= 115.900000],{'0.0': {'precision': 0.9321266968325792; 'recall': 0.71280276816609; 'f1-score': 0.8078431372549021; 'support': 289}; '1.0': {'precision': 0.6527196652719666; 'recall': 0.9122807017543859; 'f1-score': 0.7609756097560976; 'support': 171}; 'accuracy': 0.7869565217391304; 'macro avg': {'precision': 0.7924231810522728; 'recall': 0.812541734960238; 'f1-score': 0.7844093735054998; 'support': 460}; 'weighted avg': {'precision': 0.8282601698828733; 'recall': 0.7869565217391304; 'f1-score': 0.7904206433368682; 'support': 460}},{'0.0': {'precision': 0.9473684210526315; 'recall': 0.5625; 'f1-score': 0.7058823529411765; 'support': 32}; '1.0': {'precision': 0.5757575757575758; 'recall': 0.95; 'f1-score': 0.7169811320754716; 'support': 20}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.7615629984051037; 'recall': 0.75625; 'f1-score': 0.7114317425083241; 'support': 52}; 'weighted avg': {'precision': 0.8044411728622254; 'recall': 0.7115384615384616; 'f1-score': 0.7101511141466746; 'support': 52}}
l: 5,1,CNF,1,460,52,57,[8; 9],540,2.578906,0.846154,1,[X27 >= 0.177540],{'0.0': {'precision': 0.784741144414169; 'recall': 1.0; 'f1-score': 0.8793893129770992; 'support': 288}; '1.0': {'precision': 1.0; 'recall': 0.5406976744186046; 'f1-score': 0.7018867924528301; 'support': 172}; 'accuracy': 0.8282608695652174; 'macro avg': {'precision': 0.8923705722070845; 'recall': 0.7703488372093024; 'f1-score': 0.7906380527149647; 'support': 460}; 'weighted avg': {'precision': 0.8652292382419146; 'recall': 0.8282608695652174; 'f1-score': 0.8130188053028072; 'support': 460}},{'0.0': {'precision': 0.8048780487804879; 'recall': 1.0; 'f1-score': 0.8918918918918919; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.5789473684210527; 'f1-score': 0.7333333333333334; 'support': 19}; 'accuracy': 0.8461538461538461; 'macro avg': {'precision': 0.9024390243902439; 'recall': 0.7894736842105263; 'f1-score': 0.8126126126126126; 'support': 52}; 'weighted avg': {'precision': 0.876172607879925; 'recall': 0.8461538461538461; 'f1-score': 0.8339570339570339; 'support': 52}}
l: 5,1,CNF,2,461,51,57,[8; 9],540,2.435391,0.901961,1,[X0 >= 15.056000],{'0.0': {'precision': 0.871875; 'recall': 0.9653979238754326; 'f1-score': 0.9162561576354679; 'support': 289}; '1.0': {'precision': 0.9290780141843972; 'recall': 0.7616279069767442; 'f1-score': 0.8370607028753994; 'support': 172}; 'accuracy': 0.8893709327548807; 'macro avg': {'precision': 0.9004765070921985; 'recall': 0.8635129154260883; 'f1-score': 0.8766584302554337; 'support': 461}; 'weighted avg': {'precision': 0.8932175562683652; 'recall': 0.8893709327548807; 'f1-score': 0.8867081788529693; 'support': 461}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9116071428571428; 'recall': 0.8791118421052632; 'f1-score': 0.8912579957356077; 'support': 51}; 'weighted avg': {'precision': 0.9050070028011205; 'recall': 0.9019607843137255; 'f1-score': 0.8999540114553285; 'support': 51}}
l: 5,1,CNF,3,461,51,57,[8; 9],540,2.232519,0.843137,3,[X0 >= 13.370000 OR X2 >= 98.200000 OR X13 >= 54.088000],{'0.0': {'precision': 0.9439655172413793; 'recall': 0.7577854671280276; 'f1-score': 0.8406909788867563; 'support': 289}; '1.0': {'precision': 0.6943231441048034; 'recall': 0.9244186046511628; 'f1-score': 0.7930174563591023; 'support': 172}; 'accuracy': 0.8199566160520607; 'macro avg': {'precision': 0.8191443306730914; 'recall': 0.8411020358895952; 'f1-score': 0.8168542176229292; 'support': 461}; 'weighted avg': {'precision': 0.8508234604528955; 'recall': 0.8199566160520607; 'f1-score': 0.8229038945597357; 'support': 461}},{'0.0': {'precision': 0.9615384615384616; 'recall': 0.78125; 'f1-score': 0.8620689655172413; 'support': 32}; '1.0': {'precision': 0.72; 'recall': 0.9473684210526315; 'f1-score': 0.8181818181818181; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8407692307692307; 'recall': 0.8643092105263157; 'f1-score': 0.8401253918495297; 'support': 51}; 'weighted avg': {'precision': 0.8715535444947209; 'recall': 0.8431372549019608; 'f1-score': 0.8457188518040445; 'support': 51}}
l: 5,1,CNF,4,461,51,57,[8; 9],540,2.016921,0.843137,2,[X0 >= 15.056000 OR X4 >= 0.114820],{'0.0': {'precision': 0.9072164948453608; 'recall': 0.9134948096885813; 'f1-score': 0.9103448275862068; 'support': 289}; '1.0': {'precision': 0.8529411764705882; 'recall': 0.8430232558139535; 'f1-score': 0.847953216374269; 'support': 172}; 'accuracy': 0.8872017353579176; 'macro avg': {'precision': 0.8800788356579745; 'recall': 0.8782590327512674; 'f1-score': 0.8791490219802379; 'support': 461}; 'weighted avg': {'precision': 0.8869662675992418; 'recall': 0.8872017353579176; 'f1-score': 0.8870663956372842; 'support': 461}},{'0.0': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.7894736842105263; 'f1-score': 0.7894736842105263; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8322368421052632; 'recall': 0.8322368421052632; 'f1-score': 0.8322368421052632; 'support': 51}; 'weighted avg': {'precision': 0.8431372549019608; 'recall': 0.8431372549019608; 'f1-score': 0.8431372549019608; 'support': 51}}
l: 5,1,CNF,5,461,51,57,[8; 9],540,2.041109,0.862745,1,[X6 >= 0.149780],{'0.0': {'precision': 0.7648648648648648; 'recall': 0.9792387543252595; 'f1-score': 0.8588770864946889; 'support': 289}; '1.0': {'precision': 0.9340659340659341; 'recall': 0.4941860465116279; 'f1-score': 0.6463878326996197; 'support': 172}; 'accuracy': 0.7982646420824295; 'macro avg': {'precision': 0.8494653994653995; 'recall': 0.7367124004184438; 'f1-score': 0.7526324595971543; 'support': 461}; 'weighted avg': {'precision': 0.8279941141112507; 'recall': 0.7982646420824295; 'f1-score': 0.779596931065726; 'support': 461}},{'0.0': {'precision': 0.8378378378378378; 'recall': 0.96875; 'f1-score': 0.8985507246376812; 'support': 32}; '1.0': {'precision': 0.9285714285714286; 'recall': 0.6842105263157895; 'f1-score': 0.7878787878787878; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8832046332046333; 'recall': 0.8264802631578947; 'f1-score': 0.8432147562582345; 'support': 51}; 'weighted avg': {'precision': 0.8716405481111363; 'recall': 0.8627450980392157; 'f1-score': 0.8573200031000542; 'support': 51}}
l: 5,1,CNF,6,461,51,57,[8; 9],540,2.183667,0.862745,2,[X5 >= 0.175460 OR X20 >= 16.004000],{'0.0': {'precision': 0.9589552238805971; 'recall': 0.889273356401384; 'f1-score': 0.9228007181328546; 'support': 289}; '1.0': {'precision': 0.8341968911917098; 'recall': 0.936046511627907; 'f1-score': 0.8821917808219177; 'support': 172}; 'accuracy': 0.9067245119305857; 'macro avg': {'precision': 0.8965760575361534; 'recall': 0.9126599340146455; 'f1-score': 0.9024962494773862; 'support': 461}; 'weighted avg': {'precision': 0.9124076463914677; 'recall': 0.9067245119305857; 'f1-score': 0.907649444342223; 'support': 461}},{'0.0': {'precision': 0.9310344827586207; 'recall': 0.84375; 'f1-score': 0.8852459016393444; 'support': 32}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.8947368421052632; 'f1-score': 0.8292682926829269; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8518808777429467; 'recall': 0.8692434210526316; 'f1-score': 0.8572570971611356; 'support': 51}; 'weighted avg': {'precision': 0.8720572868645892; 'recall': 0.8627450980392157; 'f1-score': 0.8643914983026398; 'support': 51}}
l: 5,1,CNF,7,461,51,57,[8; 9],540,2.185576,0.882353,2,[X0 >= 15.056000 OR X1 >= 19.968000],{'0.0': {'precision': 0.9508928571428571; 'recall': 0.7370242214532872; 'f1-score': 0.8304093567251462; 'support': 289}; '1.0': {'precision': 0.679324894514768; 'recall': 0.936046511627907; 'f1-score': 0.7872860635696821; 'support': 172}; 'accuracy': 0.8112798264642083; 'macro avg': {'precision': 0.8151088758288125; 'recall': 0.836535366540597; 'f1-score': 0.8088477101474141; 'support': 461}; 'weighted avg': {'precision': 0.8495703201102512; 'recall': 0.8112798264642083; 'f1-score': 0.8143199718602009; 'support': 461}},{'0.0': {'precision': 0.9642857142857143; 'recall': 0.84375; 'f1-score': 0.8999999999999999; 'support': 32}; '1.0': {'precision': 0.782608695652174; 'recall': 0.9473684210526315; 'f1-score': 0.8571428571428571; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8734472049689441; 'recall': 0.8955592105263157; 'f1-score': 0.8785714285714286; 'support': 51}; 'weighted avg': {'precision': 0.896602119108513; 'recall': 0.8823529411764706; 'f1-score': 0.8840336134453781; 'support': 51}}
l: 5,1,CNF,8,461,51,57,[8; 9],540,2.139449,0.686275,1,[X1 >= 18.840000],{'0.0': {'precision': 0.8412017167381974; 'recall': 0.6782006920415224; 'f1-score': 0.7509578544061303; 'support': 289}; '1.0': {'precision': 0.5921052631578947; 'recall': 0.7848837209302325; 'f1-score': 0.6749999999999999; 'support': 172}; 'accuracy': 0.7180043383947939; 'macro avg': {'precision': 0.7166534899480461; 'recall': 0.7315422064858774; 'f1-score': 0.7129789272030651; 'support': 461}; 'weighted avg': {'precision': 0.7482633436019457; 'recall': 0.7180043383947939; 'f1-score': 0.722617830636381; 'support': 461}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.625; 'f1-score': 0.7142857142857143; 'support': 32}; '1.0': {'precision': 0.5555555555555556; 'recall': 0.7894736842105263; 'f1-score': 0.6521739130434783; 'support': 19}; 'accuracy': 0.6862745098039216; 'macro avg': {'precision': 0.6944444444444444; 'recall': 0.7072368421052632; 'f1-score': 0.6832298136645962; 'support': 51}; 'weighted avg': {'precision': 0.7298474945533769; 'recall': 0.6862745098039216; 'f1-score': 0.6911460236268421; 'support': 51}}
l: 5,1,CNF,9,461,51,57,[8; 9],540,2.034914,0.823529,1,[X6 >= 0.086212],{'0.0': {'precision': 0.9280575539568345; 'recall': 0.8927335640138409; 'f1-score': 0.9100529100529101; 'support': 289}; '1.0': {'precision': 0.8306010928961749; 'recall': 0.8837209302325582; 'f1-score': 0.856338028169014; 'support': 172}; 'accuracy': 0.8893709327548807; 'macro avg': {'precision': 0.8793293234265047; 'recall': 0.8882272471231996; 'f1-score': 0.883195469110962; 'support': 461}; 'weighted avg': {'precision': 0.8916963580730308; 'recall': 0.8893709327548807; 'f1-score': 0.8900117827556648; 'support': 461}},{'0.0': {'precision': 0.96; 'recall': 0.75; 'f1-score': 0.8421052631578947; 'support': 32}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.9473684210526315; 'f1-score': 0.7999999999999999; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.8261538461538461; 'recall': 0.8486842105263157; 'f1-score': 0.8210526315789473; 'support': 51}; 'weighted avg': {'precision': 0.8602714932126696; 'recall': 0.8235294117647058; 'f1-score': 0.8264189886480908; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [8, 9], 'n_partitions': 57}, (mean val acc cv) 0.826357 (+- 0.067282), (mean training time) 2.265142 (+- 0.247252)
