lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,1,[460; 460],122,1.582953,0.903846,3,[X7 >= 0.079005 OR X22 >= 117.450000 OR X27 >= 0.175750],{'0.0': {'precision': 0.944078947368421; 'recall': 0.9930795847750865; 'f1-score': 0.9679595278246205; 'support': 289}; '1.0': {'precision': 0.9871794871794872; 'recall': 0.9005847953216374; 'f1-score': 0.9418960244648319; 'support': 171}; 'accuracy': 0.9586956521739131; 'macro avg': {'precision': 0.9656292172739541; 'recall': 0.9468321900483619; 'f1-score': 0.9549277761447261; 'support': 460}; 'weighted avg': {'precision': 0.9601011045590566; 'recall': 0.9586956521739131; 'f1-score': 0.9582707037495687; 'support': 460}},{'0.0': {'precision': 0.8648648648648649; 'recall': 1.0; 'f1-score': 0.927536231884058; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.75; 'f1-score': 0.8571428571428571; 'support': 20}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9324324324324325; 'recall': 0.875; 'f1-score': 0.8923395445134575; 'support': 52}; 'weighted avg': {'precision': 0.9168399168399168; 'recall': 0.9038461538461539; 'f1-score': 0.9004618569835962; 'support': 52}}
5,1,CNF,1,460,52,1,[460; 460],122,1.384889,0.942308,2,[X22 >= 117.450000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9685314685314685; 'recall': 0.9618055555555556; 'f1-score': 0.9651567944250872; 'support': 288}; '1.0': {'precision': 0.9367816091954023; 'recall': 0.9476744186046512; 'f1-score': 0.9421965317919075; 'support': 172}; 'accuracy': 0.9565217391304348; 'macro avg': {'precision': 0.9526565388634354; 'recall': 0.9547399870801034; 'f1-score': 0.9536766631084974; 'support': 460}; 'weighted avg': {'precision': 0.9566597819971133; 'recall': 0.9565217391304348; 'f1-score': 0.9565716527448548; 'support': 460}},{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9696969696969697; 'f1-score': 0.955223880597015; 'support': 33}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9428104575163399; 'recall': 0.9322169059011165; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9423705379587732; 'recall': 0.9423076923076923; 'f1-score': 0.9419586061377105; 'support': 52}}
5,1,CNF,2,461,51,1,[461; 461],122,1.479952,0.980392,2,[X22 >= 117.450000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9619377162629758; 'recall': 0.9619377162629758; 'f1-score': 0.9619377162629758; 'support': 289}; '1.0': {'precision': 0.936046511627907; 'recall': 0.936046511627907; 'f1-score': 0.936046511627907; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9489921139454414; 'recall': 0.9489921139454414; 'f1-score': 0.9489921139454414; 'support': 461}; 'weighted avg': {'precision': 0.9522776572668112; 'recall': 0.9522776572668112; 'f1-score': 0.9522776572668112; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
5,1,CNF,3,461,51,1,[461; 461],122,1.941697,0.901961,2,[X22 >= 117.450000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9721254355400697; 'recall': 0.9653979238754326; 'f1-score': 0.9687499999999999; 'support': 289}; '1.0': {'precision': 0.9425287356321839; 'recall': 0.9534883720930233; 'f1-score': 0.9479768786127168; 'support': 172}; 'accuracy': 0.9609544468546638; 'macro avg': {'precision': 0.9573270855861268; 'recall': 0.9594431479842279; 'f1-score': 0.9583634393063584; 'support': 461}; 'weighted avg': {'precision': 0.9610828490234616; 'recall': 0.9609544468546638; 'f1-score': 0.9609995078555038; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
5,1,CNF,4,461,51,1,[461; 461],122,1.516908,0.901961,3,[X7 >= 0.079005 OR X22 >= 117.450000 OR X27 >= 0.175750],{'0.0': {'precision': 0.944078947368421; 'recall': 0.9930795847750865; 'f1-score': 0.9679595278246205; 'support': 289}; '1.0': {'precision': 0.9872611464968153; 'recall': 0.9011627906976745; 'f1-score': 0.9422492401215806; 'support': 172}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.9656700469326182; 'recall': 0.9471211877363805; 'f1-score': 0.9551043839731006; 'support': 461}; 'weighted avg': {'precision': 0.9601903101668675; 'recall': 0.9587852494577006; 'f1-score': 0.958366969288996; 'support': 461}},{'0.0': {'precision': 0.8648648648648649; 'recall': 1.0; 'f1-score': 0.927536231884058; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7368421052631579; 'f1-score': 0.8484848484848484; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9324324324324325; 'recall': 0.868421052631579; 'f1-score': 0.8880105401844531; 'support': 51}; 'weighted avg': {'precision': 0.9152093269740329; 'recall': 0.9019607843137255; 'f1-score': 0.8980857165000388; 'support': 51}}
5,1,CNF,5,461,51,1,[461; 461],122,1.423699,0.921569,2,[X22 >= 117.450000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9655172413793104; 'recall': 0.9688581314878892; 'f1-score': 0.9671848013816927; 'support': 289}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9418604651162791; 'f1-score': 0.9446064139941691; 'support': 172}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.956442831215971; 'recall': 0.9553592983020842; 'f1-score': 0.9558956076879309; 'support': 461}; 'weighted avg': {'precision': 0.95874588108389; 'recall': 0.9587852494577006; 'f1-score': 0.9587607609681265; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,1,CNF,6,461,51,1,[461; 461],122,2.134622,0.960784,3,[X7 >= 0.079005 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9494949494949495; 'recall': 0.9757785467128027; 'f1-score': 0.962457337883959; 'support': 289}; '1.0': {'precision': 0.9573170731707317; 'recall': 0.9127906976744186; 'f1-score': 0.9345238095238094; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9534060113328406; 'recall': 0.9442846221936106; 'f1-score': 0.9484905737038842; 'support': 461}; 'weighted avg': {'precision': 0.9524133991093411; 'recall': 0.9522776572668112; 'f1-score': 0.9520352839187838; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,1,CNF,7,461,51,1,[461; 461],122,1.781633,0.901961,2,[X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9498327759197325; 'recall': 0.9826989619377162; 'f1-score': 0.9659863945578231; 'support': 289}; '1.0': {'precision': 0.9691358024691358; 'recall': 0.9127906976744186; 'f1-score': 0.9401197604790419; 'support': 172}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.9594842891944342; 'recall': 0.9477448298060673; 'f1-score': 0.9530530775184325; 'support': 461}; 'weighted avg': {'precision': 0.9570347728101822; 'recall': 0.9566160520607375; 'f1-score': 0.956335502884178; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
5,1,CNF,8,461,51,1,[461; 461],122,1.624329,0.941176,3,[X7 >= 0.079005 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9496644295302014; 'recall': 0.9792387543252595; 'f1-score': 0.9642248722316866; 'support': 289}; '1.0': {'precision': 0.9631901840490797; 'recall': 0.9127906976744186; 'f1-score': 0.9373134328358208; 'support': 172}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9564273067896405; 'recall': 0.946014725999839; 'f1-score': 0.9507691525337537; 'support': 461}; 'weighted avg': {'precision': 0.9547109149472234; 'recall': 0.9544468546637744; 'f1-score': 0.9541841616544872; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,1,CNF,9,461,51,1,[461; 461],122,2.193436,0.960784,2,[X22 >= 117.450000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9620689655172414; 'recall': 0.9653979238754326; 'f1-score': 0.9637305699481865; 'support': 289}; '1.0': {'precision': 0.9415204678362573; 'recall': 0.936046511627907; 'f1-score': 0.9387755102040817; 'support': 172}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9517947166767493; 'recall': 0.9507222177516698; 'f1-score': 0.9512530400761341; 'support': 461}; 'weighted avg': {'precision': 0.9544022809160934; 'recall': 0.9544468546637744; 'f1-score': 0.9544197884384554; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.9375; 'f1-score': 0.967741935483871; 'support': 32}; '1.0': {'precision': 0.9047619047619048; 'recall': 1.0; 'f1-score': 0.9500000000000001; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9523809523809523; 'recall': 0.96875; 'f1-score': 0.9588709677419356; 'support': 51}; 'weighted avg': {'precision': 0.9645191409897292; 'recall': 0.9607843137254902; 'f1-score': 0.9611321948134092; 'support': 51}}
5,1,DNF,0,460,52,1,[460; 460],122,1.242459,0.884615,5,[X6 >= 0.069225 AND X10 >= 0.193650 AND X23 >= 696.050000 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.9658703071672355; 'recall': 0.9792387543252595; 'f1-score': 0.9725085910652922; 'support': 289}; '1.0': {'precision': 0.9640718562874252; 'recall': 0.9415204678362573; 'f1-score': 0.9526627218934911; 'support': 171}; 'accuracy': 0.9652173913043478; 'macro avg': {'precision': 0.9649710817273304; 'recall': 0.9603796110807584; 'f1-score': 0.9625856564793916; 'support': 460}; 'weighted avg': {'precision': 0.965201752601045; 'recall': 0.9652173913043478; 'f1-score': 0.9651311049166444; 'support': 460}},{'0.0': {'precision': 0.90625; 'recall': 0.90625; 'f1-score': 0.90625; 'support': 32}; '1.0': {'precision': 0.85; 'recall': 0.85; 'f1-score': 0.85; 'support': 20}; 'accuracy': 0.8846153846153846; 'macro avg': {'precision': 0.878125; 'recall': 0.878125; 'f1-score': 0.878125; 'support': 52}; 'weighted avg': {'precision': 0.8846153846153846; 'recall': 0.8846153846153846; 'f1-score': 0.8846153846153846; 'support': 52}}
