lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,57,[8; 9],122,1.015064,0.903846,2,[X13 >= 53.780000 OR X27 >= 0.109550],{'0.0': {'precision': 0.972; 'recall': 0.8408304498269896; 'f1-score': 0.9016697588126159; 'support': 289}; '1.0': {'precision': 0.780952380952381; 'recall': 0.9590643274853801; 'f1-score': 0.8608923884514434; 'support': 171}; 'accuracy': 0.8847826086956522; 'macro avg': {'precision': 0.8764761904761904; 'recall': 0.8999473886561848; 'f1-score': 0.8812810736320297; 'support': 460}; 'weighted avg': {'precision': 0.9009801242236025; 'recall': 0.8847826086956522; 'f1-score': 0.8865112146131366; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.8484848484848485; 'f1-score': 0.9180327868852458; 'support': 33}; '1.0': {'precision': 0.7916666666666666; 'recall': 1.0; 'f1-score': 0.8837209302325582; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.8958333333333333; 'recall': 0.9242424242424243; 'f1-score': 0.900876858558902; 'support': 52}; 'weighted avg': {'precision': 0.9238782051282051; 'recall': 0.9038461538461539; 'f1-score': 0.9054957623390715; 'support': 52}}
5,1,CNF,1,460,52,57,[8; 9],122,1.094315,0.942308,3,[X5 >= 0.155250 OR X10 >= 0.547850 OR X20 >= 18.225000],{'0.0': {'precision': 0.8993506493506493; 'recall': 0.9584775086505191; 'f1-score': 0.9279731993299833; 'support': 289}; '1.0': {'precision': 0.9210526315789473; 'recall': 0.8187134502923976; 'f1-score': 0.8668730650154798; 'support': 171}; 'accuracy': 0.9065217391304348; 'macro avg': {'precision': 0.9102016404647983; 'recall': 0.8885954794714583; 'f1-score': 0.8974231321727315; 'support': 460}; 'weighted avg': {'precision': 0.907418125352908; 'recall': 0.9065217391304348; 'f1-score': 0.9052598885304614; 'support': 460}},{'0.0': {'precision': 0.96875; 'recall': 0.9393939393939394; 'f1-score': 0.9538461538461539; 'support': 33}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.934375; 'recall': 0.9433811802232854; 'f1-score': 0.9384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.9436298076923078; 'recall': 0.9423076923076923; 'f1-score': 0.9426035502958581; 'support': 52}}
5,1,CNF,2,461,51,57,[8; 9],122,1.082154,0.901961,3,[X0 >= 15.045000 OR X5 >= 0.155250 OR X22 >= 101.650000],{'0.0': {'precision': 0.984; 'recall': 0.8482758620689655; 'f1-score': 0.9111111111111111; 'support': 290}; '1.0': {'precision': 0.7914691943127962; 'recall': 0.9766081871345029; 'f1-score': 0.87434554973822; 'support': 171}; 'accuracy': 0.89587852494577; 'macro avg': {'precision': 0.8877345971563981; 'recall': 0.9124420246017342; 'f1-score': 0.8927283304246656; 'support': 461}; 'weighted avg': {'precision': 0.9125840178470459; 'recall': 0.89587852494577; 'f1-score': 0.8974735601463294; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.84375; 'f1-score': 0.9152542372881356; 'support': 32}; '1.0': {'precision': 0.7916666666666666; 'recall': 1.0; 'f1-score': 0.8837209302325582; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8958333333333333; 'recall': 0.921875; 'f1-score': 0.8994875837603469; 'support': 51}; 'weighted avg': {'precision': 0.9223856209150326; 'recall': 0.9019607843137255; 'f1-score': 0.9035065346595871; 'support': 51}}
5,1,CNF,3,461,51,57,[8; 9],122,1.101123,0.843137,3,[X0 >= 17.880000 OR X8 >= 0.208650 OR X20 >= 16.795000],{'0.0': {'precision': 0.9397163120567376; 'recall': 0.9137931034482759; 'f1-score': 0.9265734265734266; 'support': 290}; '1.0': {'precision': 0.8603351955307262; 'recall': 0.9005847953216374; 'f1-score': 0.8799999999999999; 'support': 171}; 'accuracy': 0.9088937093275488; 'macro avg': {'precision': 0.900025753793732; 'recall': 0.9071889493849566; 'f1-score': 0.9032867132867133; 'support': 461}; 'weighted avg': {'precision': 0.9102712558182388; 'recall': 0.9088937093275488; 'f1-score': 0.9092978171503117; 'support': 461}},{'0.0': {'precision': 0.9; 'recall': 0.84375; 'f1-score': 0.870967741935484; 'support': 32}; '1.0': {'precision': 0.7619047619047619; 'recall': 0.8421052631578947; 'f1-score': 0.8; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8309523809523809; 'recall': 0.8429276315789473; 'f1-score': 0.835483870967742; 'support': 51}; 'weighted avg': {'precision': 0.8485527544351075; 'recall': 0.8431372549019608; 'f1-score': 0.8445287792536371; 'support': 51}}
5,1,CNF,4,461,51,57,[8; 9],122,1.118738,1.000000,2,[X3 >= 696.250000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9645390070921985; 'recall': 0.9379310344827586; 'f1-score': 0.951048951048951; 'support': 290}; '1.0': {'precision': 0.8994413407821229; 'recall': 0.9415204678362573; 'f1-score': 0.9199999999999999; 'support': 171}; 'accuracy': 0.9392624728850325; 'macro avg': {'precision': 0.9319901739371608; 'recall': 0.939725751159508; 'f1-score': 0.9355244755244755; 'support': 461}; 'weighted avg': {'precision': 0.9403921503914981; 'recall': 0.9392624728850325; 'f1-score': 0.9395318781002078; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}}
5,1,CNF,5,461,51,57,[8; 9],122,1.154096,0.745098,2,[X0 >= 17.880000 OR X8 >= 0.208650],{'0.0': {'precision': 0.8095238095238095; 'recall': 0.9379310344827586; 'f1-score': 0.8690095846645368; 'support': 290}; '1.0': {'precision': 0.856; 'recall': 0.6257309941520468; 'f1-score': 0.7229729729729729; 'support': 171}; 'accuracy': 0.8221258134490239; 'macro avg': {'precision': 0.8327619047619048; 'recall': 0.7818310143174028; 'f1-score': 0.7959912788187549; 'support': 461}; 'weighted avg': {'precision': 0.8267633508935028; 'recall': 0.8221258134490239; 'f1-score': 0.8148398219763427; 'support': 461}},{'0.0': {'precision': 0.7435897435897436; 'recall': 0.90625; 'f1-score': 0.8169014084507042; 'support': 32}; '1.0': {'precision': 0.75; 'recall': 0.47368421052631576; 'f1-score': 0.5806451612903226; 'support': 19}; 'accuracy': 0.7450980392156863; 'macro avg': {'precision': 0.7467948717948718; 'recall': 0.6899671052631579; 'f1-score': 0.6987732848705135; 'support': 51}; 'weighted avg': {'precision': 0.7459778783308195; 'recall': 0.7450980392156863; 'f1-score': 0.7288843751948758; 'support': 51}}
5,1,CNF,6,461,51,57,[8; 9],122,1.144688,0.862745,3,[X0 >= 15.045000 OR X6 >= 0.119200 OR X7 >= 0.079005],{'0.0': {'precision': 0.934931506849315; 'recall': 0.9413793103448276; 'f1-score': 0.9381443298969071; 'support': 290}; '1.0': {'precision': 0.8994082840236687; 'recall': 0.8888888888888888; 'f1-score': 0.8941176470588235; 'support': 171}; 'accuracy': 0.9219088937093276; 'macro avg': {'precision': 0.9171698954364919; 'recall': 0.9151340996168582; 'f1-score': 0.9161309884778652; 'support': 461}; 'weighted avg': {'precision': 0.9217547799443573; 'recall': 0.9219088937093276; 'f1-score': 0.9218133911435181; 'support': 461}},{'0.0': {'precision': 0.9032258064516129; 'recall': 0.875; 'f1-score': 0.8888888888888888; 'support': 32}; '1.0': {'precision': 0.8; 'recall': 0.8421052631578947; 'f1-score': 0.8205128205128205; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8516129032258064; 'recall': 0.8585526315789473; 'f1-score': 0.8547008547008547; 'support': 51}; 'weighted avg': {'precision': 0.8647691334598355; 'recall': 0.8627450980392157; 'f1-score': 0.8634154516507457; 'support': 51}}
5,1,CNF,7,461,51,57,[8; 9],122,1.126666,0.823529,2,[X3 >= 883.250000 OR X7 >= 0.079005],{'0.0': {'precision': 0.8652694610778443; 'recall': 0.996551724137931; 'f1-score': 0.9262820512820513; 'support': 290}; '1.0': {'precision': 0.9921259842519685; 'recall': 0.7368421052631579; 'f1-score': 0.8456375838926173; 'support': 171}; 'accuracy': 0.9002169197396963; 'macro avg': {'precision': 0.9286977226649065; 'recall': 0.8666969147005444; 'f1-score': 0.8859598175873343; 'support': 461}; 'weighted avg': {'precision': 0.9123247006934088; 'recall': 0.9002169197396963; 'f1-score': 0.8963683768274022; 'support': 461}},{'0.0': {'precision': 0.7948717948717948; 'recall': 0.96875; 'f1-score': 0.8732394366197183; 'support': 32}; '1.0': {'precision': 0.9166666666666666; 'recall': 0.5789473684210527; 'f1-score': 0.7096774193548387; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.8557692307692307; 'recall': 0.7738486842105263; 'f1-score': 0.7914584279872785; 'support': 51}; 'weighted avg': {'precision': 0.8402463549522373; 'recall': 0.8235294117647058; 'f1-score': 0.8123045674426063; 'support': 51}}
5,1,CNF,8,461,51,57,[8; 9],122,1.127295,0.843137,2,[X2 >= 98.755000 OR X20 >= 18.225000],{'0.0': {'precision': 0.889937106918239; 'recall': 0.9758620689655172; 'f1-score': 0.9309210526315789; 'support': 290}; '1.0': {'precision': 0.951048951048951; 'recall': 0.7953216374269005; 'f1-score': 0.8662420382165605; 'support': 171}; 'accuracy': 0.9088937093275488; 'macro avg': {'precision': 0.9204930289835951; 'recall': 0.8855918531962088; 'f1-score': 0.8985815454240698; 'support': 461}; 'weighted avg': {'precision': 0.9126054916174836; 'recall': 0.9088937093275488; 'f1-score': 0.9069294876316479; 'support': 461}},{'0.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.5789473684210527; 'f1-score': 0.7333333333333334; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.9; 'recall': 0.7894736842105263; 'f1-score': 0.8111111111111111; 'support': 51}; 'weighted avg': {'precision': 0.8745098039215686; 'recall': 0.8431372549019608; 'f1-score': 0.8309368191721134; 'support': 51}}
5,1,CNF,9,461,51,57,[8; 9],122,1.122769,0.941176,1,[X13 >= 31.285000],{'0.0': {'precision': 0.89419795221843; 'recall': 0.903448275862069; 'f1-score': 0.8987993138936535; 'support': 290}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.8187134502923976; 'f1-score': 0.8259587020648967; 'support': 171}; 'accuracy': 0.8720173535791758; 'macro avg': {'precision': 0.8637656427758817; 'recall': 0.8610808630772333; 'f1-score': 0.8623790079792751; 'support': 461}; 'weighted avg': {'precision': 0.8716212714606176; 'recall': 0.8720173535791758; 'f1-score': 0.8717803450808175; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,1,CNF,0,460,52,28,[16; 17],122,0.630371,0.846154,2,[X10 >= 0.547850 OR X27 >= 0.142350],{'0.0': {'precision': 0.9421768707482994; 'recall': 0.9584775086505191; 'f1-score': 0.9502572898799314; 'support': 289}; '1.0': {'precision': 0.927710843373494; 'recall': 0.9005847953216374; 'f1-score': 0.913946587537092; 'support': 171}; 'accuracy': 0.9369565217391305; 'macro avg': {'precision': 0.9349438570608967; 'recall': 0.9295311519860783; 'f1-score': 0.9321019387085117; 'support': 460}; 'weighted avg': {'precision': 0.9367992823111434; 'recall': 0.9369565217391305; 'f1-score': 0.936759180965528; 'support': 460}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.9090909090909091; 'f1-score': 0.8823529411764706; 'support': 33}; '1.0': {'precision': 0.8235294117647058; 'recall': 0.7368421052631579; 'f1-score': 0.7777777777777778; 'support': 19}; 'accuracy': 0.8461538461538461; 'macro avg': {'precision': 0.8403361344537814; 'recall': 0.8229665071770335; 'f1-score': 0.8300653594771241; 'support': 52}; 'weighted avg': {'precision': 0.8448610213316096; 'recall': 0.8461538461538461; 'f1-score': 0.8441427853192559; 'support': 52}}
