lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,57,[8; 9],122,1.243579,0.865385,2,[X7 >= 0.051420 OR X23 >= 1214.000000],{'0.0': {'precision': 0.950530035335689; 'recall': 0.9307958477508651; 'f1-score': 0.9405594405594406; 'support': 289}; '1.0': {'precision': 0.8870056497175142; 'recall': 0.9181286549707602; 'f1-score': 0.9022988505747127; 'support': 171}; 'accuracy': 0.9260869565217391; 'macro avg': {'precision': 0.9187678425266016; 'recall': 0.9244622513608127; 'f1-score': 0.9214291455670767; 'support': 460}; 'weighted avg': {'precision': 0.9269155354645848; 'recall': 0.9260869565217391; 'f1-score': 0.9263364821085961; 'support': 460}},{'0.0': {'precision': 0.90625; 'recall': 0.8787878787878788; 'f1-score': 0.8923076923076922; 'support': 33}; '1.0': {'precision': 0.8; 'recall': 0.8421052631578947; 'f1-score': 0.8205128205128205; 'support': 19}; 'accuracy': 0.8653846153846154; 'macro avg': {'precision': 0.853125; 'recall': 0.8604465709728868; 'f1-score': 0.8564102564102564; 'support': 52}; 'weighted avg': {'precision': 0.8674278846153847; 'recall': 0.8653846153846154; 'f1-score': 0.8660749506903352; 'support': 52}}
5,1,CNF,1,460,52,57,[8; 9],122,1.353003,0.923077,2,[X0 >= 15.045000 OR X5 >= 0.155250],{'0.0': {'precision': 0.9072847682119205; 'recall': 0.9480968858131488; 'f1-score': 0.9272419627749577; 'support': 289}; '1.0': {'precision': 0.9050632911392406; 'recall': 0.8362573099415205; 'f1-score': 0.8693009118541033; 'support': 171}; 'accuracy': 0.9065217391304348; 'macro avg': {'precision': 0.9061740296755805; 'recall': 0.8921770978773347; 'f1-score': 0.8982714373145305; 'support': 460}; 'weighted avg': {'precision': 0.9064589582566417; 'recall': 0.9065217391304348; 'f1-score': 0.9057030068891618; 'support': 460}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9090909090909091; 'f1-score': 0.9374999999999999; 'support': 33}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9124423963133641; 'recall': 0.9282296650717703; 'f1-score': 0.91875; 'support': 52}; 'weighted avg': {'precision': 0.9273307337823467; 'recall': 0.9230769230769231; 'f1-score': 0.9237980769230768; 'support': 52}}
5,1,CNF,2,461,51,57,[8; 9],122,1.330329,0.568627,3,[X0 >= 15.045000 OR X8 < 0.171550 OR X27 >= 0.175750],{'0.0': {'precision': 0.8974358974358975; 'recall': 0.4827586206896552; 'f1-score': 0.6278026905829597; 'support': 290}; '1.0': {'precision': 0.5081967213114754; 'recall': 0.9064327485380117; 'f1-score': 0.6512605042016808; 'support': 171}; 'accuracy': 0.6399132321041214; 'macro avg': {'precision': 0.7028163093736864; 'recall': 0.6945956846138335; 'f1-score': 0.6395315973923202; 'support': 461}; 'weighted avg': {'precision': 0.753054337528574; 'recall': 0.6399132321041214; 'f1-score': 0.6365039620120299; 'support': 461}},{'0.0': {'precision': 0.8125; 'recall': 0.40625; 'f1-score': 0.5416666666666666; 'support': 32}; '1.0': {'precision': 0.45714285714285713; 'recall': 0.8421052631578947; 'f1-score': 0.5925925925925926; 'support': 19}; 'accuracy': 0.5686274509803921; 'macro avg': {'precision': 0.6348214285714285; 'recall': 0.6241776315789473; 'f1-score': 0.5671296296296295; 'support': 51}; 'weighted avg': {'precision': 0.6801120448179271; 'recall': 0.5686274509803921; 'f1-score': 0.560639070442992; 'support': 51}}
5,1,CNF,3,461,51,57,[8; 9],122,1.611218,0.941176,1,[X20 >= 16.795000],{'0.0': {'precision': 0.9035369774919614; 'recall': 0.9689655172413794; 'f1-score': 0.9351081530782029; 'support': 290}; '1.0': {'precision': 0.94; 'recall': 0.8245614035087719; 'f1-score': 0.8785046728971964; 'support': 171}; 'accuracy': 0.9154013015184381; 'macro avg': {'precision': 0.9217684887459807; 'recall': 0.8967634603750756; 'f1-score': 0.9068064129876996; 'support': 461}; 'weighted avg': {'precision': 0.917062306882145; 'recall': 0.9154013015184381; 'f1-score': 0.9141120682388274; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,1,CNF,4,461,51,57,[8; 9],122,1.589440,0.941176,2,[X5 >= 0.155250 OR X6 >= 0.089420],{'0.0': {'precision': 0.9145907473309609; 'recall': 0.8862068965517241; 'f1-score': 0.9001751313485112; 'support': 290}; '1.0': {'precision': 0.8166666666666667; 'recall': 0.8596491228070176; 'f1-score': 0.8376068376068376; 'support': 171}; 'accuracy': 0.8763557483731019; 'macro avg': {'precision': 0.8656287069988138; 'recall': 0.8729280096793708; 'f1-score': 0.8688909844776744; 'support': 461}; 'weighted avg': {'precision': 0.8782674983209949; 'recall': 0.8763557483731019; 'f1-score': 0.8769665017827278; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,1,CNF,5,461,51,57,[8; 9],122,1.633949,0.882353,1,[X20 >= 18.225000],{'0.0': {'precision': 0.8475073313782991; 'recall': 0.996551724137931; 'f1-score': 0.9160063391442156; 'support': 290}; '1.0': {'precision': 0.9916666666666667; 'recall': 0.695906432748538; 'f1-score': 0.8178694158075601; 'support': 171}; 'accuracy': 0.8850325379609545; 'macro avg': {'precision': 0.919586999022483; 'recall': 0.8462290784432345; 'f1-score': 0.8669378774758878; 'support': 461}; 'weighted avg': {'precision': 0.900980750758583; 'recall': 0.8850325379609545; 'f1-score': 0.8796041398154345; 'support': 461}},{'0.0': {'precision': 0.8421052631578947; 'recall': 1.0; 'f1-score': 0.9142857142857143; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.6842105263157895; 'f1-score': 0.8125000000000001; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.9210526315789473; 'recall': 0.8421052631578947; 'f1-score': 0.8633928571428572; 'support': 51}; 'weighted avg': {'precision': 0.9009287925696594; 'recall': 0.8823529411764706; 'f1-score': 0.8763655462184875; 'support': 51}}
5,1,CNF,6,461,51,57,[8; 9],122,1.428484,0.960784,2,[X6 >= 0.119200 OR X7 >= 0.051420],{'0.0': {'precision': 0.9388489208633094; 'recall': 0.9; 'f1-score': 0.9190140845070424; 'support': 290}; '1.0': {'precision': 0.8415300546448088; 'recall': 0.9005847953216374; 'f1-score': 0.8700564971751413; 'support': 171}; 'accuracy': 0.9002169197396963; 'macro avg': {'precision': 0.890189487754059; 'recall': 0.9002923976608187; 'f1-score': 0.8945352908410918; 'support': 461}; 'weighted avg': {'precision': 0.9027501657150152; 'recall': 0.9002169197396963; 'f1-score': 0.9008541117657082; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,1,CNF,7,461,51,57,[8; 9],122,1.356270,0.803922,3,[X0 >= 17.880000 OR X1 >= 18.635000 OR X3 >= 696.250000],{'0.0': {'precision': 0.9679144385026738; 'recall': 0.6241379310344828; 'f1-score': 0.7589098532494758; 'support': 290}; '1.0': {'precision': 0.6021897810218978; 'recall': 0.9649122807017544; 'f1-score': 0.7415730337078651; 'support': 171}; 'accuracy': 0.7505422993492408; 'macro avg': {'precision': 0.7850521097622858; 'recall': 0.7945251058681186; 'f1-score': 0.7502414434786704; 'support': 461}; 'weighted avg': {'precision': 0.8322551837755312; 'recall': 0.7505422993492408; 'f1-score': 0.7524790590160366; 'support': 461}},{'0.0': {'precision': 0.9583333333333334; 'recall': 0.71875; 'f1-score': 0.8214285714285714; 'support': 32}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.9473684210526315; 'f1-score': 0.782608695652174; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.8125; 'recall': 0.8330592105263157; 'f1-score': 0.8020186335403727; 'support': 51}; 'weighted avg': {'precision': 0.8496732026143792; 'recall': 0.803921568627451; 'f1-score': 0.8069662647667762; 'support': 51}}
5,1,CNF,8,461,51,57,[8; 9],122,1.308356,0.843137,3,[X0 >= 15.045000 OR X3 >= 883.250000 OR X20 >= 14.905000],{'0.0': {'precision': 0.9866666666666667; 'recall': 0.7655172413793103; 'f1-score': 0.8621359223300971; 'support': 290}; '1.0': {'precision': 0.711864406779661; 'recall': 0.9824561403508771; 'f1-score': 0.8255528255528256; 'support': 171}; 'accuracy': 0.8459869848156182; 'macro avg': {'precision': 0.8492655367231638; 'recall': 0.8739866908650937; 'f1-score': 0.8438443739414614; 'support': 461}; 'weighted avg': {'precision': 0.8847335073593392; 'recall': 0.8459869848156182; 'f1-score': 0.8485660534604368; 'support': 461}},{'0.0': {'precision': 0.9285714285714286; 'recall': 0.8125; 'f1-score': 0.8666666666666666; 'support': 32}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.8947368421052632; 'f1-score': 0.8095238095238095; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8338509316770186; 'recall': 0.8536184210526316; 'f1-score': 0.838095238095238; 'support': 51}; 'weighted avg': {'precision': 0.8579953720618682; 'recall': 0.8431372549019608; 'f1-score': 0.8453781512605042; 'support': 51}}
5,1,CNF,9,461,51,57,[8; 9],122,1.330018,0.941176,2,[X0 >= 15.045000 OR X3 >= 883.250000],{'0.0': {'precision': 0.8623853211009175; 'recall': 0.9724137931034482; 'f1-score': 0.9141004862236628; 'support': 290}; '1.0': {'precision': 0.9402985074626866; 'recall': 0.7368421052631579; 'f1-score': 0.8262295081967214; 'support': 171}; 'accuracy': 0.8850325379609545; 'macro avg': {'precision': 0.901341914281802; 'recall': 0.8546279491833031; 'f1-score': 0.8701649972101921; 'support': 461}; 'weighted avg': {'precision': 0.8912858739596214; 'recall': 0.8850325379609545; 'f1-score': 0.8815062622700683; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,1,CNF,0,460,52,28,[16; 17],122,0.837480,0.865385,2,[X6 >= 0.119200 OR X20 >= 18.225000],{'0.0': {'precision': 0.9271523178807947; 'recall': 0.9688581314878892; 'f1-score': 0.9475465313028764; 'support': 289}; '1.0': {'precision': 0.9430379746835443; 'recall': 0.8713450292397661; 'f1-score': 0.9057750759878419; 'support': 171}; 'accuracy': 0.9326086956521739; 'macro avg': {'precision': 0.9350951462821695; 'recall': 0.9201015803638277; 'f1-score': 0.9266608036453592; 'support': 460}; 'weighted avg': {'precision': 0.9330576381270342; 'recall': 0.9326086956521739; 'f1-score': 0.93201844682707; 'support': 460}},{'0.0': {'precision': 0.8611111111111112; 'recall': 0.9393939393939394; 'f1-score': 0.8985507246376813; 'support': 33}; '1.0': {'precision': 0.875; 'recall': 0.7368421052631579; 'f1-score': 0.7999999999999999; 'support': 19}; 'accuracy': 0.8653846153846154; 'macro avg': {'precision': 0.8680555555555556; 'recall': 0.8381180223285487; 'f1-score': 0.8492753623188406; 'support': 52}; 'weighted avg': {'precision': 0.8661858974358976; 'recall': 0.8653846153846154; 'f1-score': 0.8625418060200669; 'support': 52}}
