lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,461,52,57,[8; 9],122,1.291963,0.865385,2,[X0 >= 15.045000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9245901639344263; 'recall': 0.9724137931034482; 'f1-score': 0.9478991596638655; 'support': 290}; '1.0': {'precision': 0.9487179487179487; 'recall': 0.8654970760233918; 'f1-score': 0.9051987767584098; 'support': 171}; 'accuracy': 0.9327548806941431; 'macro avg': {'precision': 0.9366540563261875; 'recall': 0.91895543456342; 'f1-score': 0.9265489682111376; 'support': 461}; 'weighted avg': {'precision': 0.9335399496133469; 'recall': 0.9327548806941431; 'f1-score': 0.9320601889982842; 'support': 461}},{'0.0': {'precision': 0.8787878787878788; 'recall': 0.90625; 'f1-score': 0.8923076923076922; 'support': 32}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8; 'f1-score': 0.8205128205128205; 'support': 20}; 'accuracy': 0.8653846153846154; 'macro avg': {'precision': 0.8604465709728868; 'recall': 0.853125; 'f1-score': 0.8564102564102564; 'support': 52}; 'weighted avg': {'precision': 0.8646791804686541; 'recall': 0.8653846153846154; 'f1-score': 0.8646942800788954; 'support': 52}}
5,1,CNF,1,461,52,57,[8; 9],122,1.436216,0.884615,2,[X2 >= 98.755000 OR X5 >= 0.155250],{'0.0': {'precision': 0.900990099009901; 'recall': 0.9446366782006921; 'f1-score': 0.9222972972972974; 'support': 289}; '1.0': {'precision': 0.8987341772151899; 'recall': 0.8255813953488372; 'f1-score': 0.8606060606060606; 'support': 172}; 'accuracy': 0.9002169197396963; 'macro avg': {'precision': 0.8998621381125455; 'recall': 0.8851090367747647; 'f1-score': 0.891451678951679; 'support': 461}; 'weighted avg': {'precision': 0.9001484101841086; 'recall': 0.9002169197396963; 'f1-score': 0.8992801764493739; 'support': 461}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.9393939393939394; 'f1-score': 0.9117647058823529; 'support': 33}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.7894736842105263; 'f1-score': 0.8333333333333333; 'support': 19}; 'accuracy': 0.8846153846153846; 'macro avg': {'precision': 0.8840336134453781; 'recall': 0.8644338118022329; 'f1-score': 0.8725490196078431; 'support': 52}; 'weighted avg': {'precision': 0.8844861021331609; 'recall': 0.8846153846153846; 'f1-score': 0.8831070889894419; 'support': 52}}
5,1,CNF,2,461,52,57,[8; 9],122,1.386571,0.942308,2,[X6 >= 0.069225 OR X20 >= 18.225000],{'0.0': {'precision': 0.9588477366255144; 'recall': 0.8062283737024222; 'f1-score': 0.8759398496240601; 'support': 289}; '1.0': {'precision': 0.7431192660550459; 'recall': 0.9418604651162791; 'f1-score': 0.8307692307692306; 'support': 172}; 'accuracy': 0.8568329718004338; 'macro avg': {'precision': 0.8509835013402801; 'recall': 0.8740444194093506; 'f1-score': 0.8533545401966454; 'support': 461}; 'weighted avg': {'precision': 0.8783590230937994; 'recall': 0.8568329718004338; 'f1-score': 0.8590866035437333; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 33}; '1.0': {'precision': 0.8636363636363636; 'recall': 1.0; 'f1-score': 0.9268292682926829; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9318181818181819; 'recall': 0.9545454545454546; 'f1-score': 0.9396051103368176; 'support': 52}; 'weighted avg': {'precision': 0.9501748251748251; 'recall': 0.9423076923076923; 'f1-score': 0.9430447601179309; 'support': 52}}
5,1,CNF,3,462,51,57,[8; 9],122,1.426910,0.862745,1,[X0 >= 17.880000],{'0.0': {'precision': 0.7474226804123711; 'recall': 1.0; 'f1-score': 0.855457227138643; 'support': 290}; '1.0': {'precision': 1.0; 'recall': 0.43023255813953487; 'f1-score': 0.6016260162601627; 'support': 172}; 'accuracy': 0.7878787878787878; 'macro avg': {'precision': 0.8737113402061856; 'recall': 0.7151162790697674; 'f1-score': 0.7285416216994028; 'support': 462}; 'weighted avg': {'precision': 0.8414557950640426; 'recall': 0.7878787878787878; 'f1-score': 0.7609572958159188; 'support': 462}},{'0.0': {'precision': 0.8205128205128205; 'recall': 1.0; 'f1-score': 0.9014084507042254; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.631578947368421; 'f1-score': 0.7741935483870968; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.9102564102564102; 'recall': 0.8157894736842105; 'f1-score': 0.837800999545661; 'support': 51}; 'weighted avg': {'precision': 0.8873805932629462; 'recall': 0.8627450980392157; 'f1-score': 0.8540146635664715; 'support': 51}}
5,1,CNF,4,462,51,57,[8; 9],122,1.397540,0.980392,3,[X13 >= 31.285000 OR X20 >= 18.225000 OR X22 >= 117.450000],{'0.0': {'precision': 0.920863309352518; 'recall': 0.8827586206896552; 'f1-score': 0.9014084507042254; 'support': 290}; '1.0': {'precision': 0.8152173913043478; 'recall': 0.872093023255814; 'f1-score': 0.8426966292134831; 'support': 172}; 'accuracy': 0.8787878787878788; 'macro avg': {'precision': 0.8680403503284329; 'recall': 0.8774258219727346; 'f1-score': 0.8720525399588542; 'support': 462}; 'weighted avg': {'precision': 0.8815319286073118; 'recall': 0.8787878787878788; 'f1-score': 0.8795503699760703; 'support': 462}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
5,1,CNF,5,462,51,57,[8; 9],122,1.419717,0.882353,3,[X0 >= 15.045000 OR X3 >= 883.250000 OR X18 >= 0.043635],{'0.0': {'precision': 0.8857142857142857; 'recall': 0.9620689655172414; 'f1-score': 0.9223140495867769; 'support': 290}; '1.0': {'precision': 0.9251700680272109; 'recall': 0.7906976744186046; 'f1-score': 0.8526645768025078; 'support': 172}; 'accuracy': 0.8982683982683982; 'macro avg': {'precision': 0.9054421768707483; 'recall': 0.876383319967923; 'f1-score': 0.8874893131946424; 'support': 462}; 'weighted avg': {'precision': 0.9004034514238596; 'recall': 0.8982683982683982; 'f1-score': 0.8963839428359235; 'support': 462}},{'0.0': {'precision': 0.8611111111111112; 'recall': 0.96875; 'f1-score': 0.911764705882353; 'support': 32}; '1.0': {'precision': 0.9333333333333333; 'recall': 0.7368421052631579; 'f1-score': 0.8235294117647058; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8972222222222223; 'recall': 0.852796052631579; 'f1-score': 0.8676470588235294; 'support': 51}; 'weighted avg': {'precision': 0.8880174291938998; 'recall': 0.8823529411764706; 'f1-score': 0.8788927335640139; 'support': 51}}
5,1,CNF,6,462,51,57,[8; 9],122,1.398688,0.725490,4,[X0 >= 15.045000 OR X1 >= 18.635000 OR X7 >= 0.079005 OR X13 >= 53.780000],{'0.0': {'precision': 0.9781420765027322; 'recall': 0.6172413793103448; 'f1-score': 0.7568710359408034; 'support': 290}; '1.0': {'precision': 0.6021505376344086; 'recall': 0.9767441860465116; 'f1-score': 0.7450110864745011; 'support': 172}; 'accuracy': 0.7510822510822511; 'macro avg': {'precision': 0.7901463070685704; 'recall': 0.7969927826784282; 'f1-score': 0.7509410612076522; 'support': 462}; 'weighted avg': {'precision': 0.8381625425517545; 'recall': 0.7510822510822511; 'f1-score': 0.7524556434988033; 'support': 462}},{'0.0': {'precision': 0.95; 'recall': 0.59375; 'f1-score': 0.7307692307692308; 'support': 32}; '1.0': {'precision': 0.5806451612903226; 'recall': 0.9473684210526315; 'f1-score': 0.72; 'support': 19}; 'accuracy': 0.7254901960784313; 'macro avg': {'precision': 0.7653225806451613; 'recall': 0.7705592105263157; 'f1-score': 0.7253846153846154; 'support': 51}; 'weighted avg': {'precision': 0.8123972169512966; 'recall': 0.7254901960784313; 'f1-score': 0.7267571644042232; 'support': 51}}
5,1,CNF,7,462,51,57,[8; 9],122,1.473427,0.784314,1,[X3 >= 883.250000],{'0.0': {'precision': 0.7939560439560439; 'recall': 0.996551724137931; 'f1-score': 0.8837920489296636; 'support': 290}; '1.0': {'precision': 0.9897959183673469; 'recall': 0.563953488372093; 'f1-score': 0.7185185185185184; 'support': 172}; 'accuracy': 0.8354978354978355; 'macro avg': {'precision': 0.8918759811616954; 'recall': 0.780252606255012; 'f1-score': 0.801155283724091; 'support': 462}; 'weighted avg': {'precision': 0.8668661270702087; 'recall': 0.8354978354978355; 'f1-score': 0.8222616436683714; 'support': 462}},{'0.0': {'precision': 0.7441860465116279; 'recall': 1.0; 'f1-score': 0.8533333333333333; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.42105263157894735; 'f1-score': 0.5925925925925926; 'support': 19}; 'accuracy': 0.7843137254901961; 'macro avg': {'precision': 0.872093023255814; 'recall': 0.7105263157894737; 'f1-score': 0.7229629629629629; 'support': 51}; 'weighted avg': {'precision': 0.8394892840857273; 'recall': 0.7843137254901961; 'f1-score': 0.7561946259985476; 'support': 51}}
5,1,CNF,8,462,51,57,[8; 9],122,1.436053,0.862745,3,[X0 >= 15.045000 OR X7 >= 0.079005 OR X12 >= 2.762000],{'0.0': {'precision': 0.937984496124031; 'recall': 0.8344827586206897; 'f1-score': 0.8832116788321168; 'support': 290}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.9069767441860465; 'f1-score': 0.8297872340425532; 'support': 172}; 'accuracy': 0.8614718614718615; 'macro avg': {'precision': 0.851345189238486; 'recall': 0.8707297514033681; 'f1-score': 0.8564994564373349; 'support': 462}; 'weighted avg': {'precision': 0.8734738433780841; 'recall': 0.8614718614718615; 'f1-score': 0.8633220586940108; 'support': 462}},{'0.0': {'precision': 0.9032258064516129; 'recall': 0.875; 'f1-score': 0.8888888888888888; 'support': 32}; '1.0': {'precision': 0.8; 'recall': 0.8421052631578947; 'f1-score': 0.8205128205128205; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8516129032258064; 'recall': 0.8585526315789473; 'f1-score': 0.8547008547008547; 'support': 51}; 'weighted avg': {'precision': 0.8647691334598355; 'recall': 0.8627450980392157; 'f1-score': 0.8634154516507457; 'support': 51}}
5,1,CNF,9,462,51,57,[8; 9],122,1.436824,0.960784,2,[X0 >= 15.045000 OR X2 >= 98.755000],{'0.0': {'precision': 0.8691588785046729; 'recall': 0.9620689655172414; 'f1-score': 0.9132569558101473; 'support': 290}; '1.0': {'precision': 0.9219858156028369; 'recall': 0.7558139534883721; 'f1-score': 0.8306709265175719; 'support': 172}; 'accuracy': 0.8852813852813853; 'macro avg': {'precision': 0.8955723470537549; 'recall': 0.8589414595028068; 'f1-score': 0.8719639411638596; 'support': 462}; 'weighted avg': {'precision': 0.8888260498918681; 'recall': 0.8852813852813853; 'f1-score': 0.8825106418743834; 'support': 462}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
5,1,CNF,0,461,52,28,[16; 17],122,0.786031,0.846154,4,[X0 >= 15.045000 OR X2 >= 114.800000 OR X7 >= 0.051420 OR X20 >= 18.225000],{'0.0': {'precision': 0.9702602230483272; 'recall': 0.9; 'f1-score': 0.9338103756708408; 'support': 290}; '1.0': {'precision': 0.8489583333333334; 'recall': 0.9532163742690059; 'f1-score': 0.8980716253443526; 'support': 171}; 'accuracy': 0.9197396963123644; 'macro avg': {'precision': 0.9096092781908303; 'recall': 0.9266081871345029; 'f1-score': 0.9159410005075967; 'support': 461}; 'weighted avg': {'precision': 0.9252653789241104; 'recall': 0.9197396963123644; 'f1-score': 0.9205537025562431; 'support': 461}},{'0.0': {'precision': 0.9285714285714286; 'recall': 0.8125; 'f1-score': 0.8666666666666666; 'support': 32}; '1.0': {'precision': 0.75; 'recall': 0.9; 'f1-score': 0.8181818181818182; 'support': 20}; 'accuracy': 0.8461538461538461; 'macro avg': {'precision': 0.8392857142857143; 'recall': 0.85625; 'f1-score': 0.8424242424242424; 'support': 52}; 'weighted avg': {'precision': 0.8598901098901099; 'recall': 0.8461538461538461; 'f1-score': 0.848018648018648; 'support': 52}}
