l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],14,1.132558,0.716981,0,[],{'0.0': {'precision': 0.7158119658119658; 'recall': 1.0; 'f1-score': 0.8343711083437111; 'support': 335}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; 'accuracy': 0.7158119658119658; 'macro avg': {'precision': 0.3579059829059829; 'recall': 0.5; 'f1-score': 0.41718555417185554; 'support': 468}; 'weighted avg': {'precision': 0.5123867703995909; 'recall': 0.7158119658119658; 'f1-score': 0.5972528232802204; 'support': 468}},{'0.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
l: 5,1,CNF,1,469,52,58,[8; 9],14,0.967737,0.519231,2,[X2 < 1.650000 OR X4 < 211.500000],{'0.0': {'precision': 0.9354838709677419; 'recall': 0.34626865671641793; 'f1-score': 0.5054466230936819; 'support': 335}; '1.0': {'precision': 0.3652173913043478; 'recall': 0.9402985074626866; 'f1-score': 0.5260960334029228; 'support': 134}; 'accuracy': 0.5159914712153518; 'macro avg': {'precision': 0.6503506311360449; 'recall': 0.6432835820895523; 'f1-score': 0.5157713282483023; 'support': 469}; 'weighted avg': {'precision': 0.772550591063915; 'recall': 0.5159914712153518; 'f1-score': 0.5113464546106079; 'support': 469}},{'0.0': {'precision': 0.9333333333333333; 'recall': 0.3684210526315789; 'f1-score': 0.5283018867924527; 'support': 38}; '1.0': {'precision': 0.35135135135135137; 'recall': 0.9285714285714286; 'f1-score': 0.5098039215686275; 'support': 14}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.6423423423423423; 'recall': 0.6484962406015038; 'f1-score': 0.5190529041805401; 'support': 52}; 'weighted avg': {'precision': 0.7766458766458767; 'recall': 0.5192307692307693; 'f1-score': 0.5233216653860383; 'support': 52}}
l: 5,1,CNF,2,469,52,58,[8; 9],14,1.077427,0.673077,1,[(NOT X1)],{'0.0': {'precision': 0.7359550561797753; 'recall': 0.7820895522388059; 'f1-score': 0.7583212735166425; 'support': 335}; '1.0': {'precision': 0.35398230088495575; 'recall': 0.29850746268656714; 'f1-score': 0.32388663967611336; 'support': 134}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.5449686785323655; 'recall': 0.5402985074626865; 'f1-score': 0.5411039565963779; 'support': 469}; 'weighted avg': {'precision': 0.6268199832383983; 'recall': 0.6439232409381663; 'f1-score': 0.6341970924193484; 'support': 469}},{'0.0': {'precision': 0.7560975609756098; 'recall': 0.8157894736842105; 'f1-score': 0.7848101265822786; 'support': 38}; '1.0': {'precision': 0.36363636363636365; 'recall': 0.2857142857142857; 'f1-score': 0.32; 'support': 14}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5598669623059866; 'recall': 0.5507518796992481; 'f1-score': 0.5524050632911393; 'support': 52}; 'weighted avg': {'precision': 0.6504349309227357; 'recall': 0.6730769230769231; 'f1-score': 0.6596689386562804; 'support': 52}}
l: 5,1,CNF,3,469,52,58,[8; 9],14,1.069827,0.557692,1,[X2 < 1.650000],{'0.0': {'precision': 0.9132947976878613; 'recall': 0.47023809523809523; 'f1-score': 0.6208251473477406; 'support': 336}; '1.0': {'precision': 0.39864864864864863; 'recall': 0.8872180451127819; 'f1-score': 0.5501165501165501; 'support': 133}; 'accuracy': 0.5884861407249466; 'macro avg': {'precision': 0.6559717231682549; 'recall': 0.6787280701754386; 'f1-score': 0.5854708487321454; 'support': 469}; 'weighted avg': {'precision': 0.7673503673633084; 'recall': 0.5884861407249466; 'f1-score': 0.600773455595612; 'support': 469}},{'0.0': {'precision': 0.9375; 'recall': 0.40540540540540543; 'f1-score': 0.5660377358490566; 'support': 37}; '1.0': {'precision': 0.3888888888888889; 'recall': 0.9333333333333333; 'f1-score': 0.5490196078431373; 'support': 15}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.6631944444444444; 'recall': 0.6693693693693694; 'f1-score': 0.557528671846097; 'support': 52}; 'weighted avg': {'precision': 0.7792467948717949; 'recall': 0.5576923076923077; 'f1-score': 0.5611286604627337; 'support': 52}}
l: 5,1,CNF,4,469,52,58,[8; 9],14,1.077747,0.423077,1,[X9 < 0.895000],{'0.0': {'precision': 0.6503496503496503; 'recall': 0.5535714285714286; 'f1-score': 0.5980707395498392; 'support': 336}; '1.0': {'precision': 0.18032786885245902; 'recall': 0.24812030075187969; 'f1-score': 0.20886075949367086; 'support': 133}; 'accuracy': 0.4669509594882729; 'macro avg': {'precision': 0.41533875960105465; 'recall': 0.40084586466165417; 'f1-score': 0.40346574952175507; 'support': 469}; 'weighted avg': {'precision': 0.517059891417611; 'recall': 0.4669509594882729; 'f1-score': 0.48769776013092586; 'support': 469}},{'0.0': {'precision': 0.6129032258064516; 'recall': 0.5135135135135135; 'f1-score': 0.5588235294117647; 'support': 37}; '1.0': {'precision': 0.14285714285714285; 'recall': 0.2; 'f1-score': 0.16666666666666666; 'support': 15}; 'accuracy': 0.4230769230769231; 'macro avg': {'precision': 0.37788018433179726; 'recall': 0.3567567567567568; 'f1-score': 0.3627450980392157; 'support': 52}; 'weighted avg': {'precision': 0.47731300957107414; 'recall': 0.4230769230769231; 'f1-score': 0.4457013574660633; 'support': 52}}
l: 5,1,CNF,5,469,52,58,[8; 9],14,1.039509,0.692308,1,[X4 < 211.500000],{'0.0': {'precision': 0.8504273504273504; 'recall': 0.5922619047619048; 'f1-score': 0.6982456140350878; 'support': 336}; '1.0': {'precision': 0.41702127659574467; 'recall': 0.7368421052631579; 'f1-score': 0.5326086956521738; 'support': 133}; 'accuracy': 0.6332622601279317; 'macro avg': {'precision': 0.6337243135115476; 'recall': 0.6645520050125313; 'f1-score': 0.6154271548436308; 'support': 469}; 'weighted avg': {'precision': 0.7275211503855518; 'recall': 0.6332622601279317; 'f1-score': 0.6512739506130674; 'support': 469}},{'0.0': {'precision': 0.9565217391304348; 'recall': 0.5945945945945946; 'f1-score': 0.7333333333333334; 'support': 37}; '1.0': {'precision': 0.4827586206896552; 'recall': 0.9333333333333333; 'f1-score': 0.6363636363636364; 'support': 15}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.719640179910045; 'recall': 0.7639639639639639; 'f1-score': 0.6848484848484848; 'support': 52}; 'weighted avg': {'precision': 0.8198593011186713; 'recall': 0.6923076923076923; 'f1-score': 0.7053613053613054; 'support': 52}}
l: 5,1,CNF,6,469,52,58,[8; 9],14,0.975732,0.557692,1,[X6 < 59.500000],{'0.0': {'precision': 0.8855421686746988; 'recall': 0.4375; 'f1-score': 0.5856573705179283; 'support': 336}; '1.0': {'precision': 0.37623762376237624; 'recall': 0.8571428571428571; 'f1-score': 0.5229357798165137; 'support': 133}; 'accuracy': 0.5565031982942431; 'macro avg': {'precision': 0.6308898962185375; 'recall': 0.6473214285714286; 'f1-score': 0.5542965751672211; 'support': 469}; 'weighted avg': {'precision': 0.7411125216100104; 'recall': 0.5565031982942431; 'f1-score': 0.5678706507667809; 'support': 469}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.43243243243243246; 'f1-score': 0.5818181818181818; 'support': 37}; '1.0': {'precision': 0.38235294117647056; 'recall': 0.8666666666666667; 'f1-score': 0.5306122448979592; 'support': 15}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.6356209150326797; 'recall': 0.6495495495495496; 'f1-score': 0.5562152133580704; 'support': 52}; 'weighted avg': {'precision': 0.7427727501256912; 'recall': 0.5576923076923077; 'f1-score': 0.5670472384758098; 'support': 52}}
l: 5,1,CNF,7,469,52,58,[8; 9],14,1.118504,0.711538,0,[],{'0.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,CNF,8,469,52,58,[8; 9],14,1.090571,0.576923,1,[X6 < 59.500000],{'0.0': {'precision': 0.8895705521472392; 'recall': 0.43154761904761907; 'f1-score': 0.5811623246492986; 'support': 336}; '1.0': {'precision': 0.3758169934640523; 'recall': 0.8646616541353384; 'f1-score': 0.5239179954441914; 'support': 133}; 'accuracy': 0.5543710021321961; 'macro avg': {'precision': 0.6326937728056458; 'recall': 0.6481046365914787; 'f1-score': 0.552540160046745; 'support': 469}; 'weighted avg': {'precision': 0.7438792444609623; 'recall': 0.5543710021321961; 'f1-score': 0.5649288581582981; 'support': 469}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.4864864864864865; 'f1-score': 0.6206896551724138; 'support': 37}; '1.0': {'precision': 0.3870967741935484; 'recall': 0.8; 'f1-score': 0.5217391304347827; 'support': 15}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.6221198156682027; 'recall': 0.6432432432432433; 'f1-score': 0.5712143928035982; 'support': 52}; 'weighted avg': {'precision': 0.7215526409074796; 'recall': 0.5769230769230769; 'f1-score': 0.5921462345750202; 'support': 52}}
l: 5,1,CNF,9,469,52,58,[8; 9],14,1.067150,0.673077,1,[(NOT X1)],{'0.0': {'precision': 0.7353760445682451; 'recall': 0.7857142857142857; 'f1-score': 0.7597122302158273; 'support': 336}; '1.0': {'precision': 0.34545454545454546; 'recall': 0.2857142857142857; 'f1-score': 0.3127572016460905; 'support': 133}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.5404152950113953; 'recall': 0.5357142857142857; 'f1-score': 0.536234715930959; 'support': 469}; 'weighted avg': {'precision': 0.6248012910882408; 'recall': 0.6439232409381663; 'f1-score': 0.6329637892781408; 'support': 469}},{'0.0': {'precision': 0.7631578947368421; 'recall': 0.7837837837837838; 'f1-score': 0.7733333333333334; 'support': 37}; '1.0': {'precision': 0.42857142857142855; 'recall': 0.4; 'f1-score': 0.4137931034482759; 'support': 15}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5958646616541353; 'recall': 0.5918918918918918; 'f1-score': 0.5935632183908046; 'support': 52}; 'weighted avg': {'precision': 0.6666425679583574; 'recall': 0.6730769230769231; 'f1-score': 0.6696198054818745; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [8, 9], 'n_partitions': 58}, (mean val acc cv) 0.610160 (+- 0.092861), (mean training time) 1.061676 (+- 0.051375)
