l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,284,32,35,[8; 9],564,1.073404,0.843750,1,[X6 >= 0.037590],{'0.0': {'precision': 0.9482758620689655; 'recall': 0.5339805825242718; 'f1-score': 0.6832298136645963; 'support': 103}; '1.0': {'precision': 0.7876106194690266; 'recall': 0.9834254143646409; 'f1-score': 0.8746928746928747; 'support': 181}; 'accuracy': 0.8204225352112676; 'macro avg': {'precision': 0.867943240768996; 'recall': 0.7587029984444564; 'f1-score': 0.7789613441787355; 'support': 284}; 'weighted avg': {'precision': 0.845880056045765; 'recall': 0.8204225352112676; 'f1-score': 0.8052538067847315; 'support': 284}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.9523809523809523; 'f1-score': 0.888888888888889; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8541666666666667; 'recall': 0.7943722943722944; 'f1-score': 0.8128654970760234; 'support': 32}; 'weighted avg': {'precision': 0.84765625; 'recall': 0.84375; 'f1-score': 0.8366228070175439; 'support': 32}}
l: 5,1,CNF,1,284,32,35,[8; 9],564,1.022417,0.781250,3,[X2 >= 0.328340 OR X5 < -0.061510 OR X7 >= 0.279550],{'0.0': {'precision': 0.9705882352941176; 'recall': 0.32038834951456313; 'f1-score': 0.4817518248175183; 'support': 103}; '1.0': {'precision': 0.72; 'recall': 0.994475138121547; 'f1-score': 0.8352668213457077; 'support': 181}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8452941176470588; 'recall': 0.657431743818055; 'f1-score': 0.658509323081613; 'support': 284}; 'weighted avg': {'precision': 0.8108823529411764; 'recall': 0.75; 'f1-score': 0.7070553965485122; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.5454545454545454; 'f1-score': 0.631578947368421; 'support': 11}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.9047619047619048; 'f1-score': 0.8444444444444444; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.7708333333333333; 'recall': 0.725108225108225; 'f1-score': 0.7380116959064327; 'support': 32}; 'weighted avg': {'precision': 0.77734375; 'recall': 0.78125; 'f1-score': 0.7712719298245614; 'support': 32}}
l: 5,1,CNF,2,284,32,35,[8; 9],564,1.016338,0.593750,1,[X26 < 0.708240],{'0.0': {'precision': 0.4785714285714286; 'recall': 0.6568627450980392; 'f1-score': 0.5537190082644629; 'support': 102}; '1.0': {'precision': 0.7569444444444444; 'recall': 0.5989010989010989; 'f1-score': 0.6687116564417178; 'support': 182}; 'accuracy': 0.6197183098591549; 'macro avg': {'precision': 0.6177579365079365; 'recall': 0.627881921999569; 'f1-score': 0.6112153323530903; 'support': 284}; 'weighted avg': {'precision': 0.6569654035323049; 'recall': 0.6197183098591549; 'f1-score': 0.6274114799836897; 'support': 284}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.5833333333333334; 'f1-score': 0.5185185185185186; 'support': 12}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.6; 'f1-score': 0.6486486486486486; 'support': 20}; 'accuracy': 0.59375; 'macro avg': {'precision': 0.5862745098039216; 'recall': 0.5916666666666667; 'f1-score': 0.5835835835835836; 'support': 32}; 'weighted avg': {'precision': 0.6161764705882353; 'recall': 0.59375; 'f1-score': 0.5998498498498499; 'support': 32}}
l: 5,1,CNF,3,284,32,35,[8; 9],564,1.197571,0.750000,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9827586206896551; 'recall': 0.5588235294117647; 'f1-score': 0.7125000000000001; 'support': 102}; '1.0': {'precision': 0.8008849557522124; 'recall': 0.9945054945054945; 'f1-score': 0.8872549019607844; 'support': 182}; 'accuracy': 0.8380281690140845; 'macro avg': {'precision': 0.8918217882209338; 'recall': 0.7766645119586296; 'f1-score': 0.7998774509803923; 'support': 284}; 'weighted avg': {'precision': 0.8662057790748151; 'recall': 0.8380281690140845; 'f1-score': 0.8244908174537422; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.3333333333333333; 'f1-score': 0.5; 'support': 12}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8571428571428572; 'recall': 0.6666666666666666; 'f1-score': 0.6666666666666666; 'support': 32}; 'weighted avg': {'precision': 0.8214285714285714; 'recall': 0.75; 'f1-score': 0.7083333333333333; 'support': 32}}
l: 5,1,CNF,4,284,32,35,[8; 9],564,1.033406,0.812500,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9821428571428571; 'recall': 0.5392156862745098; 'f1-score': 0.6962025316455696; 'support': 102}; '1.0': {'precision': 0.793859649122807; 'recall': 0.9945054945054945; 'f1-score': 0.8829268292682927; 'support': 182}; 'accuracy': 0.8309859154929577; 'macro avg': {'precision': 0.8880012531328321; 'recall': 0.7668605903900021; 'f1-score': 0.7895646804569312; 'support': 284}; 'weighted avg': {'precision': 0.8614824914398672; 'recall': 0.8309859154929577; 'f1-score': 0.8158638773052019; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 12}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.75; 'f1-score': 0.7681159420289856; 'support': 32}; 'weighted avg': {'precision': 0.8557692307692308; 'recall': 0.8125; 'f1-score': 0.7934782608695653; 'support': 32}}
l: 5,1,CNF,5,284,32,35,[8; 9],564,1.128721,0.781250,2,[X4 >= 0.067040 OR X10 < -0.388750],{'0.0': {'precision': 1.0; 'recall': 0.46078431372549017; 'f1-score': 0.6308724832214765; 'support': 102}; '1.0': {'precision': 0.7679324894514767; 'recall': 1.0; 'f1-score': 0.8687350835322195; 'support': 182}; 'accuracy': 0.8063380281690141; 'macro avg': {'precision': 0.8839662447257384; 'recall': 0.7303921568627451; 'f1-score': 0.749803783376848; 'support': 284}; 'weighted avg': {'precision': 0.8512806798597492; 'recall': 0.8063380281690141; 'f1-score': 0.783305558068502; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.4166666666666667; 'f1-score': 0.5882352941176471; 'support': 12}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.7083333333333334; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.8379629629629629; 'recall': 0.78125; 'f1-score': 0.7525031289111389; 'support': 32}}
l: 5,1,CNF,6,285,31,35,[8; 9],564,1.205484,0.677419,1,[X3 >= -0.500000],{'0.0': {'precision': 0.896551724137931; 'recall': 0.2524271844660194; 'f1-score': 0.393939393939394; 'support': 103}; '1.0': {'precision': 0.69921875; 'recall': 0.9835164835164835; 'f1-score': 0.8173515981735159; 'support': 182}; 'accuracy': 0.7192982456140351; 'macro avg': {'precision': 0.7978852370689655; 'recall': 0.6179718339912514; 'f1-score': 0.6056454960564549; 'support': 285}; 'weighted avg': {'precision': 0.7705355792498488; 'recall': 0.7192982456140351; 'f1-score': 0.6643289419064473; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.09090909090909091; 'f1-score': 0.16666666666666669; 'support': 11}; '1.0': {'precision': 0.6666666666666666; 'recall': 1.0; 'f1-score': 0.8; 'support': 20}; 'accuracy': 0.6774193548387096; 'macro avg': {'precision': 0.8333333333333333; 'recall': 0.5454545454545454; 'f1-score': 0.4833333333333334; 'support': 31}; 'weighted avg': {'precision': 0.7849462365591398; 'recall': 0.6774193548387096; 'f1-score': 0.575268817204301; 'support': 31}}
l: 5,1,CNF,7,285,31,35,[8; 9],564,1.540049,0.677419,1,[X28 >= 0.078100],{'0.0': {'precision': 0.6444444444444445; 'recall': 0.5631067961165048; 'f1-score': 0.6010362694300517; 'support': 103}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.8241758241758241; 'f1-score': 0.7957559681697612; 'support': 182}; 'accuracy': 0.7298245614035088; 'macro avg': {'precision': 0.7068376068376069; 'recall': 0.6936413101461645; 'f1-score': 0.6983961187999065; 'support': 285}; 'weighted avg': {'precision': 0.7241325536062378; 'recall': 0.7298245614035088; 'f1-score': 0.725383585818217; 'support': 285}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.36363636363636365; 'f1-score': 0.4444444444444444; 'support': 11}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.85; 'f1-score': 0.7727272727272727; 'support': 20}; 'accuracy': 0.6774193548387096; 'macro avg': {'precision': 0.6398809523809523; 'recall': 0.6068181818181818; 'f1-score': 0.6085858585858586; 'support': 31}; 'weighted avg': {'precision': 0.6597542242703534; 'recall': 0.6774193548387096; 'f1-score': 0.65623981753014; 'support': 31}}
l: 5,1,CNF,8,285,31,35,[8; 9],564,2.055739,0.709677,1,[X2 >= 0.328340],{'0.0': {'precision': 0.8983050847457628; 'recall': 0.5145631067961165; 'f1-score': 0.654320987654321; 'support': 103}; '1.0': {'precision': 0.7787610619469026; 'recall': 0.967032967032967; 'f1-score': 0.8627450980392156; 'support': 182}; 'accuracy': 0.8035087719298246; 'macro avg': {'precision': 0.8385330733463328; 'recall': 0.7407980369145417; 'f1-score': 0.7585330428467683; 'support': 285}; 'weighted avg': {'precision': 0.8219646912391223; 'recall': 0.8035087719298246; 'f1-score': 0.7874198932334466; 'support': 285}},{'0.0': {'precision': 0.75; 'recall': 0.2727272727272727; 'f1-score': 0.39999999999999997; 'support': 11}; '1.0': {'precision': 0.7037037037037037; 'recall': 0.95; 'f1-score': 0.8085106382978724; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.7268518518518519; 'recall': 0.6113636363636363; 'f1-score': 0.6042553191489362; 'support': 31}; 'weighted avg': {'precision': 0.720131421744325; 'recall': 0.7096774193548387; 'f1-score': 0.6635552505147564; 'support': 31}}
l: 5,1,CNF,9,285,31,35,[8; 9],564,1.128087,0.741935,1,[X3 >= -0.500000],{'0.0': {'precision': 0.8888888888888888; 'recall': 0.23300970873786409; 'f1-score': 0.36923076923076925; 'support': 103}; '1.0': {'precision': 0.6937984496124031; 'recall': 0.9835164835164835; 'f1-score': 0.8136363636363636; 'support': 182}; 'accuracy': 0.712280701754386; 'macro avg': {'precision': 0.7913436692506459; 'recall': 0.6082630961271738; 'f1-score': 0.5914335664335664; 'support': 285}; 'weighted avg': {'precision': 0.7643048188947821; 'recall': 0.712280701754386; 'f1-score': 0.6530266225003066; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.2727272727272727; 'f1-score': 0.42857142857142855; 'support': 11}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.8571428571428572; 'recall': 0.6363636363636364; 'f1-score': 0.6309523809523809; 'support': 31}; 'weighted avg': {'precision': 0.815668202764977; 'recall': 0.7419354838709677; 'f1-score': 0.6897081413210445; 'support': 31}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [8, 9], 'n_partitions': 35}, (mean val acc cv) 0.736895 (+- 0.070407), (mean training time) 1.240122 (+- 0.308409)
