l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,284,32,1,[284; 284],222,8.500129,0.781250,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5882352941176471; 'f1-score': 0.7407407407407407; 'support': 102}; '1.0': {'precision': 0.8125; 'recall': 1.0; 'f1-score': 0.896551724137931; 'support': 182}; 'accuracy': 0.852112676056338; 'macro avg': {'precision': 0.90625; 'recall': 0.7941176470588236; 'f1-score': 0.8186462324393359; 'support': 284}; 'weighted avg': {'precision': 0.8798415492957746; 'recall': 0.852112676056338; 'f1-score': 0.8405914413685177; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.36363636363636365; 'f1-score': 0.5333333333333333; 'support': 11}; '1.0': {'precision': 0.75; 'recall': 1.0; 'f1-score': 0.8571428571428571; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.875; 'recall': 0.6818181818181819; 'f1-score': 0.6952380952380952; 'support': 32}; 'weighted avg': {'precision': 0.8359375; 'recall': 0.78125; 'f1-score': 0.7458333333333333; 'support': 32}}
l: 5,1,CNF,1,284,32,1,[284; 284],222,11.265568,0.750000,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5980392156862745; 'f1-score': 0.7484662576687116; 'support': 102}; '1.0': {'precision': 0.8161434977578476; 'recall': 1.0; 'f1-score': 0.8987654320987654; 'support': 182}; 'accuracy': 0.8556338028169014; 'macro avg': {'precision': 0.9080717488789238; 'recall': 0.7990196078431373; 'f1-score': 0.8236158448837385; 'support': 284}; 'weighted avg': {'precision': 0.8821764668729868; 'recall': 0.8556338028169014; 'f1-score': 0.8447847426907883; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.2727272727272727; 'f1-score': 0.42857142857142855; 'support': 11}; '1.0': {'precision': 0.7241379310344828; 'recall': 1.0; 'f1-score': 0.8400000000000001; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8620689655172413; 'recall': 0.6363636363636364; 'f1-score': 0.6342857142857143; 'support': 32}; 'weighted avg': {'precision': 0.8189655172413793; 'recall': 0.75; 'f1-score': 0.6985714285714286; 'support': 32}}
l: 5,1,CNF,2,284,32,1,[284; 284],222,12.038673,0.843750,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5686274509803921; 'f1-score': 0.725; 'support': 102}; '1.0': {'precision': 0.8053097345132744; 'recall': 1.0; 'f1-score': 0.892156862745098; 'support': 182}; 'accuracy': 0.8450704225352113; 'macro avg': {'precision': 0.9026548672566372; 'recall': 0.7843137254901961; 'f1-score': 0.808578431372549; 'support': 284}; 'weighted avg': {'precision': 0.8752337031035773; 'recall': 0.8450704225352113; 'f1-score': 0.8321216514774924; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8076923076923077; 'recall': 1.0; 'f1-score': 0.8936170212765957; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.9038461538461539; 'recall': 0.7727272727272727; 'f1-score': 0.799749687108886; 'support': 32}; 'weighted avg': {'precision': 0.873798076923077; 'recall': 0.84375; 'f1-score': 0.8290832290362953; 'support': 32}}
l: 5,1,CNF,3,284,32,1,[284; 284],222,8.010755,0.781250,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5841584158415841; 'f1-score': 0.7374999999999999; 'support': 101}; '1.0': {'precision': 0.8133333333333334; 'recall': 1.0; 'f1-score': 0.8970588235294117; 'support': 183}; 'accuracy': 0.852112676056338; 'macro avg': {'precision': 0.9066666666666667; 'recall': 0.7920792079207921; 'f1-score': 0.8172794117647058; 'support': 284}; 'weighted avg': {'precision': 0.8797183098591549; 'recall': 0.852112676056338; 'f1-score': 0.8403143123446561; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.4166666666666667; 'f1-score': 0.5882352941176471; 'support': 12}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.7083333333333334; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.8379629629629629; 'recall': 0.78125; 'f1-score': 0.7525031289111389; 'support': 32}}
l: 5,1,CNF,4,284,32,1,[284; 284],222,16.089371,0.906250,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5445544554455446; 'f1-score': 0.7051282051282052; 'support': 101}; '1.0': {'precision': 0.7991266375545851; 'recall': 1.0; 'f1-score': 0.8883495145631067; 'support': 183}; 'accuracy': 0.8380281690140845; 'macro avg': {'precision': 0.8995633187772926; 'recall': 0.7722772277227723; 'f1-score': 0.796738859845656; 'support': 284}; 'weighted avg': {'precision': 0.8705639953256658; 'recall': 0.8380281690140845; 'f1-score': 0.8231898235316805; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.75; 'f1-score': 0.8571428571428571; 'support': 12}; '1.0': {'precision': 0.8695652173913043; 'recall': 1.0; 'f1-score': 0.9302325581395349; 'support': 20}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9347826086956521; 'recall': 0.875; 'f1-score': 0.893687707641196; 'support': 32}; 'weighted avg': {'precision': 0.9184782608695652; 'recall': 0.90625; 'f1-score': 0.9028239202657807; 'support': 32}}
l: 5,1,CNF,5,284,32,1,[284; 284],222,6.459667,0.843750,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5643564356435643; 'f1-score': 0.7215189873417721; 'support': 101}; '1.0': {'precision': 0.8061674008810573; 'recall': 1.0; 'f1-score': 0.8926829268292683; 'support': 183}; 'accuracy': 0.8450704225352113; 'macro avg': {'precision': 0.9030837004405287; 'recall': 0.7821782178217822; 'f1-score': 0.8071009570855202; 'support': 284}; 'weighted avg': {'precision': 0.8751008252156108; 'recall': 0.8450704225352113; 'f1-score': 0.8318112441242081; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5833333333333334; 'f1-score': 0.7368421052631579; 'support': 12}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.9; 'recall': 0.7916666666666667; 'f1-score': 0.8128654970760234; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.84375; 'f1-score': 0.8318713450292398; 'support': 32}}
l: 5,1,CNF,6,285,31,1,[285; 285],222,10.087618,0.838710,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5686274509803921; 'f1-score': 0.725; 'support': 102}; '1.0': {'precision': 0.8061674008810573; 'recall': 1.0; 'f1-score': 0.8926829268292683; 'support': 183}; 'accuracy': 0.8456140350877193; 'macro avg': {'precision': 0.9030837004405287; 'recall': 0.7843137254901961; 'f1-score': 0.8088414634146341; 'support': 285}; 'weighted avg': {'precision': 0.8755390679341526; 'recall': 0.8456140350877193; 'f1-score': 0.8326700898587933; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
l: 5,1,CNF,7,285,31,1,[285; 285],222,16.125070,0.967742,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5294117647058824; 'f1-score': 0.6923076923076924; 'support': 102}; '1.0': {'precision': 0.7922077922077922; 'recall': 1.0; 'f1-score': 0.8840579710144928; 'support': 183}; 'accuracy': 0.8315789473684211; 'macro avg': {'precision': 0.8961038961038961; 'recall': 0.7647058823529411; 'f1-score': 0.7881828316610926; 'support': 285}; 'weighted avg': {'precision': 0.8665755297334244; 'recall': 0.8315789473684211; 'f1-score': 0.8154315554773222; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9545454545454546; 'f1-score': 0.9639953542392566; 'support': 31}; 'weighted avg': {'precision': 0.9692780337941628; 'recall': 0.967741935483871; 'f1-score': 0.9673672773594096; 'support': 31}}
l: 5,1,CNF,8,285,31,1,[285; 285],222,12.020712,0.870968,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5588235294117647; 'f1-score': 0.7169811320754718; 'support': 102}; '1.0': {'precision': 0.8026315789473685; 'recall': 1.0; 'f1-score': 0.8905109489051095; 'support': 183}; 'accuracy': 0.8421052631578947; 'macro avg': {'precision': 0.9013157894736843; 'recall': 0.7794117647058824; 'f1-score': 0.8037460404902906; 'support': 285}; 'weighted avg': {'precision': 0.8732686980609419; 'recall': 0.8421052631578947; 'f1-score': 0.8284055407766077; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.6363636363636364; 'f1-score': 0.7777777777777778; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8181818181818181; 'f1-score': 0.8434343434343434; 'support': 31}; 'weighted avg': {'precision': 0.8924731182795699; 'recall': 0.8709677419354839; 'f1-score': 0.862495927012056; 'support': 31}}
l: 5,1,CNF,9,285,31,1,[285; 285],222,13.805015,0.870968,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5588235294117647; 'f1-score': 0.7169811320754718; 'support': 102}; '1.0': {'precision': 0.8026315789473685; 'recall': 1.0; 'f1-score': 0.8905109489051095; 'support': 183}; 'accuracy': 0.8421052631578947; 'macro avg': {'precision': 0.9013157894736843; 'recall': 0.7794117647058824; 'f1-score': 0.8037460404902906; 'support': 285}; 'weighted avg': {'precision': 0.8732686980609419; 'recall': 0.8421052631578947; 'f1-score': 0.8284055407766077; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.6363636363636364; 'f1-score': 0.7777777777777778; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8181818181818181; 'f1-score': 0.8434343434343434; 'support': 31}; 'weighted avg': {'precision': 0.8924731182795699; 'recall': 0.8709677419354839; 'f1-score': 0.862495927012056; 'support': 31}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [285, 285], 'n_partitions': 1}, (mean val acc cv) 0.845464 (+- 0.061122), (mean training time) 11.440258 (+- 3.113215)
