l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,57,[8; 9],122,1.361123,0.788462,1,[X7 >= 0.079005],{'0.0': {'precision': 0.8205128205128205; 'recall': 0.9965397923875432; 'f1-score': 0.8999999999999999; 'support': 289}; '1.0': {'precision': 0.9908256880733946; 'recall': 0.631578947368421; 'f1-score': 0.7714285714285715; 'support': 171}; 'accuracy': 0.8608695652173913; 'macro avg': {'precision': 0.9056692542931075; 'recall': 0.8140593698779821; 'f1-score': 0.8357142857142856; 'support': 460}; 'weighted avg': {'precision': 0.8838247778016426; 'recall': 0.8608695652173913; 'f1-score': 0.8522049689440993; 'support': 460}},{'0.0': {'precision': 0.7441860465116279; 'recall': 1.0; 'f1-score': 0.8533333333333333; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.45; 'f1-score': 0.6206896551724138; 'support': 20}; 'accuracy': 0.7884615384615384; 'macro avg': {'precision': 0.872093023255814; 'recall': 0.725; 'f1-score': 0.7370114942528736; 'support': 52}; 'weighted avg': {'precision': 0.8425760286225402; 'recall': 0.7884615384615384; 'f1-score': 0.7638549955791335; 'support': 52}}
l: 5,1,CNF,1,460,52,57,[8; 9],122,1.471906,0.903846,2,[X0 >= 15.045000 OR X2 >= 85.250000],{'0.0': {'precision': 0.9663461538461539; 'recall': 0.6979166666666666; 'f1-score': 0.810483870967742; 'support': 288}; '1.0': {'precision': 0.6547619047619048; 'recall': 0.9593023255813954; 'f1-score': 0.7783018867924529; 'support': 172}; 'accuracy': 0.7956521739130434; 'macro avg': {'precision': 0.8105540293040293; 'recall': 0.828609496124031; 'f1-score': 0.7943928788800975; 'support': 460}; 'weighted avg': {'precision': 0.8498407389711738; 'recall': 0.7956521739130434; 'f1-score': 0.7984506073195904; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.8484848484848485; 'f1-score': 0.9180327868852458; 'support': 33}; '1.0': {'precision': 0.7916666666666666; 'recall': 1.0; 'f1-score': 0.8837209302325582; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.8958333333333333; 'recall': 0.9242424242424243; 'f1-score': 0.900876858558902; 'support': 52}; 'weighted avg': {'precision': 0.9238782051282051; 'recall': 0.9038461538461539; 'f1-score': 0.9054957623390715; 'support': 52}}
l: 5,1,CNF,2,461,51,57,[8; 9],122,1.559708,0.921569,5,[X0 >= 15.045000 OR X2 >= 98.755000 OR X3 >= 883.250000 OR X20 >= 16.795000 OR X21 >= 29.295000],{'0.0': {'precision': 0.963265306122449; 'recall': 0.8166089965397924; 'f1-score': 0.8838951310861423; 'support': 289}; '1.0': {'precision': 0.7546296296296297; 'recall': 0.9476744186046512; 'f1-score': 0.8402061855670103; 'support': 172}; 'accuracy': 0.8655097613882863; 'macro avg': {'precision': 0.8589474678760394; 'recall': 0.8821417075722218; 'f1-score': 0.8620506583265763; 'support': 461}; 'weighted avg': {'precision': 0.8854229279082084; 'recall': 0.8655097613882863; 'f1-score': 0.867594700220002; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.875; 'f1-score': 0.9333333333333333; 'support': 32}; '1.0': {'precision': 0.8260869565217391; 'recall': 1.0; 'f1-score': 0.9047619047619047; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9130434782608696; 'recall': 0.9375; 'f1-score': 0.919047619047619; 'support': 51}; 'weighted avg': {'precision': 0.9352088661551577; 'recall': 0.9215686274509803; 'f1-score': 0.922689075630252; 'support': 51}}
l: 5,1,CNF,3,461,51,57,[8; 9],122,1.615362,0.803922,4,[X2 >= 98.755000 OR X3 >= 883.250000 OR X10 >= 0.420250 OR X20 >= 16.795000],{'0.0': {'precision': 0.9411764705882353; 'recall': 0.8858131487889274; 'f1-score': 0.9126559714795008; 'support': 289}; '1.0': {'precision': 0.8253968253968254; 'recall': 0.9069767441860465; 'f1-score': 0.8642659279778392; 'support': 172}; 'accuracy': 0.8937093275488069; 'macro avg': {'precision': 0.8832866479925303; 'recall': 0.896394946487487; 'f1-score': 0.88846094972867; 'support': 461}; 'weighted avg': {'precision': 0.8979788589333058; 'recall': 0.8937093275488069; 'f1-score': 0.8946015517782302; 'support': 461}},{'0.0': {'precision': 0.8928571428571429; 'recall': 0.78125; 'f1-score': 0.8333333333333334; 'support': 32}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8421052631578947; 'f1-score': 0.761904761904762; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.7942546583850931; 'recall': 0.8116776315789473; 'f1-score': 0.7976190476190477; 'support': 51}; 'weighted avg': {'precision': 0.8193886250152235; 'recall': 0.803921568627451; 'f1-score': 0.8067226890756303; 'support': 51}}
l: 5,1,CNF,4,461,51,57,[8; 9],122,1.294426,0.901961,3,[X0 >= 15.045000 OR X6 >= 0.119200 OR X22 >= 117.450000],{'0.0': {'precision': 0.9537366548042705; 'recall': 0.9273356401384083; 'f1-score': 0.9403508771929825; 'support': 289}; '1.0': {'precision': 0.8833333333333333; 'recall': 0.9244186046511628; 'f1-score': 0.9034090909090909; 'support': 172}; 'accuracy': 0.9262472885032538; 'macro avg': {'precision': 0.9185349940688019; 'recall': 0.9258771223947855; 'f1-score': 0.9218799840510368; 'support': 461}; 'weighted avg': {'precision': 0.9274690381166324; 'recall': 0.9262472885032538; 'f1-score': 0.9265678246098387; 'support': 461}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9116071428571428; 'recall': 0.8791118421052632; 'f1-score': 0.8912579957356077; 'support': 51}; 'weighted avg': {'precision': 0.9050070028011205; 'recall': 0.9019607843137255; 'f1-score': 0.8999540114553285; 'support': 51}}
l: 5,1,CNF,5,461,51,57,[8; 9],122,1.297637,0.882353,3,[X0 >= 17.880000 OR X6 >= 0.119200 OR X12 >= 5.131000],{'0.0': {'precision': 0.8885350318471338; 'recall': 0.9653979238754326; 'f1-score': 0.9253731343283582; 'support': 289}; '1.0': {'precision': 0.9319727891156463; 'recall': 0.7965116279069767; 'f1-score': 0.8589341692789968; 'support': 172}; 'accuracy': 0.9023861171366594; 'macro avg': {'precision': 0.91025391048139; 'recall': 0.8809547758912046; 'f1-score': 0.8921536518036774; 'support': 461}; 'weighted avg': {'precision': 0.9047417438865787; 'recall': 0.9023861171366594; 'f1-score': 0.9005846267611345; 'support': 461}},{'0.0': {'precision': 0.8823529411764706; 'recall': 0.9375; 'f1-score': 0.9090909090909091; 'support': 32}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.7894736842105263; 'f1-score': 0.8333333333333333; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8823529411764706; 'recall': 0.8634868421052632; 'f1-score': 0.8712121212121211; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8808674985145573; 'support': 51}}
l: 5,1,CNF,6,461,51,57,[8; 9],122,1.310282,0.901961,1,[X20 >= 16.795000],{'0.0': {'precision': 0.9240924092409241; 'recall': 0.9688581314878892; 'f1-score': 0.9459459459459459; 'support': 289}; '1.0': {'precision': 0.9430379746835443; 'recall': 0.8662790697674418; 'f1-score': 0.9030303030303031; 'support': 172}; 'accuracy': 0.93058568329718; 'macro avg': {'precision': 0.9335651919622342; 'recall': 0.9175686006276655; 'f1-score': 0.9244881244881245; 'support': 461}; 'weighted avg': {'precision': 0.93116103669457; 'recall': 0.93058568329718; 'f1-score': 0.9299340357908688; 'support': 461}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9116071428571428; 'recall': 0.8791118421052632; 'f1-score': 0.8912579957356077; 'support': 51}; 'weighted avg': {'precision': 0.9050070028011205; 'recall': 0.9019607843137255; 'f1-score': 0.8999540114553285; 'support': 51}}
l: 5,1,CNF,7,461,51,57,[8; 9],122,1.314620,0.921569,2,[X0 >= 15.045000 OR X6 >= 0.089420],{'0.0': {'precision': 0.9724409448818898; 'recall': 0.8546712802768166; 'f1-score': 0.9097605893186004; 'support': 289}; '1.0': {'precision': 0.7971014492753623; 'recall': 0.9593023255813954; 'f1-score': 0.870712401055409; 'support': 172}; 'accuracy': 0.8937093275488069; 'macro avg': {'precision': 0.8847711970786261; 'recall': 0.9069868029291059; 'f1-score': 0.8902364951870048; 'support': 461}; 'weighted avg': {'precision': 0.9070214367597146; 'recall': 0.8937093275488069; 'f1-score': 0.8951916340446981; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.875; 'f1-score': 0.9333333333333333; 'support': 32}; '1.0': {'precision': 0.8260869565217391; 'recall': 1.0; 'f1-score': 0.9047619047619047; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9130434782608696; 'recall': 0.9375; 'f1-score': 0.919047619047619; 'support': 51}; 'weighted avg': {'precision': 0.9352088661551577; 'recall': 0.9215686274509803; 'f1-score': 0.922689075630252; 'support': 51}}
l: 5,1,CNF,8,461,51,57,[8; 9],122,1.340058,0.901961,2,[X7 >= 0.079005 OR X20 >= 18.225000],{'0.0': {'precision': 0.9088050314465409; 'recall': 1.0; 'f1-score': 0.9522240527182866; 'support': 289}; '1.0': {'precision': 1.0; 'recall': 0.8313953488372093; 'f1-score': 0.9079365079365079; 'support': 172}; 'accuracy': 0.9370932754880694; 'macro avg': {'precision': 0.9544025157232705; 'recall': 0.9156976744186047; 'f1-score': 0.9300802803273973; 'support': 461}; 'weighted avg': {'precision': 0.9428300522517361; 'recall': 0.9370932754880694; 'f1-score': 0.9357002832986208; 'support': 461}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9116071428571428; 'recall': 0.8791118421052632; 'f1-score': 0.8912579957356077; 'support': 51}; 'weighted avg': {'precision': 0.9050070028011205; 'recall': 0.9019607843137255; 'f1-score': 0.8999540114553285; 'support': 51}}
l: 5,1,CNF,9,461,51,57,[8; 9],122,1.283432,0.666667,3,[X0 >= 15.045000 OR X2 >= 85.250000 OR X5 >= 0.155250],{'0.0': {'precision': 0.9765258215962441; 'recall': 0.7197231833910035; 'f1-score': 0.8286852589641435; 'support': 289}; '1.0': {'precision': 0.6733870967741935; 'recall': 0.9709302325581395; 'f1-score': 0.7952380952380952; 'support': 172}; 'accuracy': 0.8134490238611713; 'macro avg': {'precision': 0.8249564591852188; 'recall': 0.8453267079745714; 'f1-score': 0.8119616771011193; 'support': 461}; 'weighted avg': {'precision': 0.8634241715541775; 'recall': 0.8134490238611713; 'f1-score': 0.8162060568798044; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.46875; 'f1-score': 0.6382978723404256; 'support': 32}; '1.0': {'precision': 0.5277777777777778; 'recall': 1.0; 'f1-score': 0.6909090909090909; 'support': 19}; 'accuracy': 0.6666666666666666; 'macro avg': {'precision': 0.7638888888888888; 'recall': 0.734375; 'f1-score': 0.6646034816247582; 'support': 51}; 'weighted avg': {'precision': 0.8240740740740741; 'recall': 0.6666666666666666; 'f1-score': 0.6578981302385557; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [8, 9], 'n_partitions': 57}, (mean val acc cv) 0.859427 (+- 0.078053), (mean training time) 1.384855 (+- 0.114202)
