lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,284,32,1,[284; 284],564,549.240162,0.812500,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9666666666666667; 'recall': 0.5631067961165048; 'f1-score': 0.7116564417177914; 'support': 103}; '1.0': {'precision': 0.7991071428571429; 'recall': 0.988950276243094; 'f1-score': 0.8839506172839506; 'support': 181}; 'accuracy': 0.8345070422535211; 'macro avg': {'precision': 0.8828869047619048; 'recall': 0.7760285361797994; 'f1-score': 0.797803529500871; 'support': 284}; 'weighted avg': {'precision': 0.8598769701542589; 'recall': 0.8345070422535211; 'f1-score': 0.8214636451596041; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.75; 'support': 32}; 'weighted avg': {'precision': 0.8541666666666666; 'recall': 0.8125; 'f1-score': 0.7890625000000001; 'support': 32}}
5,1,CNF,1,284,32,1,[284; 284],564,518.194628,0.875000,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9655172413793104; 'recall': 0.5436893203883495; 'f1-score': 0.6956521739130436; 'support': 103}; '1.0': {'precision': 0.7920353982300885; 'recall': 0.988950276243094; 'f1-score': 0.8796068796068797; 'support': 181}; 'accuracy': 0.8274647887323944; 'macro avg': {'precision': 0.8787763198046994; 'recall': 0.7663197983157217; 'f1-score': 0.7876295267599616; 'support': 284}; 'weighted avg': {'precision': 0.8549531089497007; 'recall': 0.8274647887323944; 'f1-score': 0.8128909124010166; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.6363636363636364; 'f1-score': 0.7777777777777778; 'support': 11}; '1.0': {'precision': 0.84; 'recall': 1.0; 'f1-score': 0.9130434782608696; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.9199999999999999; 'recall': 0.8181818181818181; 'f1-score': 0.8454106280193237; 'support': 32}; 'weighted avg': {'precision': 0.895; 'recall': 0.875; 'f1-score': 0.8665458937198067; 'support': 32}}
5,1,CNF,2,284,32,1,[284; 284],564,242.013543,0.812500,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9661016949152542; 'recall': 0.5588235294117647; 'f1-score': 0.7080745341614907; 'support': 102}; '1.0': {'precision': 0.8; 'recall': 0.989010989010989; 'f1-score': 0.8845208845208845; 'support': 182}; 'accuracy': 0.8345070422535211; 'macro avg': {'precision': 0.8830508474576271; 'recall': 0.7739172592113769; 'f1-score': 0.7962977093411876; 'support': 284}; 'weighted avg': {'precision': 0.8596562425399856; 'recall': 0.8345070422535211; 'f1-score': 0.8211493079833557; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 12}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.75; 'f1-score': 0.7681159420289856; 'support': 32}; 'weighted avg': {'precision': 0.8557692307692308; 'recall': 0.8125; 'f1-score': 0.7934782608695653; 'support': 32}}
5,1,CNF,3,284,32,1,[284; 284],564,394.438906,0.812500,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9824561403508771; 'recall': 0.5490196078431373; 'f1-score': 0.7044025157232705; 'support': 102}; '1.0': {'precision': 0.7973568281938326; 'recall': 0.9945054945054945; 'f1-score': 0.8850855745721271; 'support': 182}; 'accuracy': 0.8345070422535211; 'macro avg': {'precision': 0.8899064842723549; 'recall': 0.7717625511743159; 'f1-score': 0.7947440451476988; 'support': 284}; 'weighted avg': {'precision': 0.863836158616433; 'recall': 0.8345070422535211; 'f1-score': 0.8201923632954251; 'support': 284}},{'0.0': {'precision': 0.875; 'recall': 0.5833333333333334; 'f1-score': 0.7000000000000001; 'support': 12}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.95; 'f1-score': 0.8636363636363635; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8333333333333333; 'recall': 0.7666666666666666; 'f1-score': 0.7818181818181817; 'support': 32}; 'weighted avg': {'precision': 0.8229166666666666; 'recall': 0.8125; 'f1-score': 0.8022727272727272; 'support': 32}}
5,1,CNF,4,284,32,1,[284; 284],564,142.747679,0.781250,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9827586206896551; 'recall': 0.5588235294117647; 'f1-score': 0.7125000000000001; 'support': 102}; '1.0': {'precision': 0.8008849557522124; 'recall': 0.9945054945054945; 'f1-score': 0.8872549019607844; 'support': 182}; 'accuracy': 0.8380281690140845; 'macro avg': {'precision': 0.8918217882209338; 'recall': 0.7766645119586296; 'f1-score': 0.7998774509803923; 'support': 284}; 'weighted avg': {'precision': 0.8662057790748151; 'recall': 0.8380281690140845; 'f1-score': 0.8244908174537422; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5; 'f1-score': 0.631578947368421; 'support': 12}; '1.0': {'precision': 0.76; 'recall': 0.95; 'f1-score': 0.8444444444444444; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8085714285714285; 'recall': 0.725; 'f1-score': 0.7380116959064327; 'support': 32}; 'weighted avg': {'precision': 0.7964285714285714; 'recall': 0.78125; 'f1-score': 0.7646198830409356; 'support': 32}}
5,1,CNF,5,284,32,1,[284; 284],564,160.580583,0.875000,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9649122807017544; 'recall': 0.5392156862745098; 'f1-score': 0.6918238993710691; 'support': 102}; '1.0': {'precision': 0.7929515418502202; 'recall': 0.989010989010989; 'f1-score': 0.8801955990220048; 'support': 182}; 'accuracy': 0.8274647887323944; 'macro avg': {'precision': 0.8789319112759872; 'recall': 0.7641133376427494; 'f1-score': 0.786009749196537; 'support': 284}; 'weighted avg': {'precision': 0.8547120889025318; 'recall': 0.8274647887323944; 'f1-score': 0.8125409744994856; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.6666666666666666; 'f1-score': 0.8; 'support': 12}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8333333333333333; 'f1-score': 0.8545454545454545; 'support': 32}; 'weighted avg': {'precision': 0.8958333333333334; 'recall': 0.875; 'f1-score': 0.8681818181818182; 'support': 32}}
5,1,CNF,6,285,31,1,[285; 285],564,565.448319,0.870968,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9655172413793104; 'recall': 0.5436893203883495; 'f1-score': 0.6956521739130436; 'support': 103}; '1.0': {'precision': 0.7929515418502202; 'recall': 0.989010989010989; 'f1-score': 0.8801955990220048; 'support': 182}; 'accuracy': 0.8280701754385965; 'macro avg': {'precision': 0.8792343916147654; 'recall': 0.7663501546996693; 'f1-score': 0.7879238864675242; 'support': 285}; 'weighted avg': {'precision': 0.8553173911537159; 'recall': 0.8280701754385965; 'f1-score': 0.8135009576668363; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.6363636363636364; 'f1-score': 0.7777777777777778; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8181818181818181; 'f1-score': 0.8434343434343434; 'support': 31}; 'weighted avg': {'precision': 0.8924731182795699; 'recall': 0.8709677419354839; 'f1-score': 0.862495927012056; 'support': 31}}
5,1,CNF,7,285,31,1,[285; 285],564,598.507296,0.806452,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9666666666666667; 'recall': 0.5631067961165048; 'f1-score': 0.7116564417177914; 'support': 103}; '1.0': {'precision': 0.8; 'recall': 0.989010989010989; 'f1-score': 0.8845208845208845; 'support': 182}; 'accuracy': 0.8350877192982457; 'macro avg': {'precision': 0.8833333333333333; 'recall': 0.7760588925637469; 'f1-score': 0.798088663119338; 'support': 285}; 'weighted avg': {'precision': 0.8602339181286549; 'recall': 0.8350877192982457; 'f1-score': 0.8220470683499421; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.7272727272727273; 'f1-score': 0.7472826086956522; 'support': 31}; 'weighted avg': {'precision': 0.8511166253101737; 'recall': 0.8064516129032258; 'f1-score': 0.7827840112201965; 'support': 31}}
5,1,CNF,8,285,31,1,[285; 285],564,300.303222,0.838710,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9661016949152542; 'recall': 0.5533980582524272; 'f1-score': 0.7037037037037037; 'support': 103}; '1.0': {'precision': 0.7964601769911505; 'recall': 0.989010989010989; 'f1-score': 0.8823529411764707; 'support': 182}; 'accuracy': 0.8315789473684211; 'macro avg': {'precision': 0.8812809359532023; 'recall': 0.7712045236317081; 'f1-score': 0.7930283224400871; 'support': 285}; 'weighted avg': {'precision': 0.8577692168023177; 'recall': 0.8315789473684211; 'f1-score': 0.817788479914383; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
5,1,CNF,9,285,31,1,[285; 285],564,545.004068,0.838710,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9661016949152542; 'recall': 0.5533980582524272; 'f1-score': 0.7037037037037037; 'support': 103}; '1.0': {'precision': 0.7964601769911505; 'recall': 0.989010989010989; 'f1-score': 0.8823529411764707; 'support': 182}; 'accuracy': 0.8315789473684211; 'macro avg': {'precision': 0.8812809359532023; 'recall': 0.7712045236317081; 'f1-score': 0.7930283224400871; 'support': 285}; 'weighted avg': {'precision': 0.8577692168023177; 'recall': 0.8315789473684211; 'f1-score': 0.817788479914383; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
5,1,DNF,0,284,32,1,[284; 284],564,31.850742,0.906250,5,[X0 AND X2 >= 0.000000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X7 >= -0.672730],{'0.0': {'precision': 0.9081632653061225; 'recall': 0.8640776699029126; 'f1-score': 0.8855721393034826; 'support': 103}; '1.0': {'precision': 0.9247311827956989; 'recall': 0.9502762430939227; 'f1-score': 0.9373297002724796; 'support': 181}; 'accuracy': 0.9190140845070423; 'macro avg': {'precision': 0.9164472240509107; 'recall': 0.9071769564984176; 'f1-score': 0.9114509197879811; 'support': 284}; 'weighted avg': {'precision': 0.9187223958188454; 'recall': 0.9190140845070423; 'f1-score': 0.9185584721745688; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.7272727272727273; 'f1-score': 0.8421052631578948; 'support': 11}; '1.0': {'precision': 0.875; 'recall': 1.0; 'f1-score': 0.9333333333333333; 'support': 21}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9375; 'recall': 0.8636363636363636; 'f1-score': 0.8877192982456141; 'support': 32}; 'weighted avg': {'precision': 0.91796875; 'recall': 0.90625; 'f1-score': 0.9019736842105264; 'support': 32}}
