l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],164,1006.569355,0.818833,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8230185497470489; 'recall': 0.9749787744094291; 'f1-score': 0.8925770980499738; 'support': 20023}; '1': {'precision': 0.8112283345892992; 'recall': 0.339001732010707; 'f1-score': 0.4781787895613548; 'support': 6351}; 'accuracy': 0.8218321073784788; 'macro avg': {'precision': 0.8171234421681741; 'recall': 0.6569902532100681; 'f1-score': 0.6853779438056643; 'support': 26374}; 'weighted avg': {'precision': 0.8201794029939259; 'recall': 0.8218321073784788; 'f1-score': 0.7927877730628191; 'support': 26374}},{'0': {'precision': 0.8201058201058201; 'recall': 0.9752808988764045; 'f1-score': 0.8909874769041265; 'support': 2225}; '1': {'precision': 0.8070175438596491; 'recall': 0.32577903682719545; 'f1-score': 0.4641775983854692; 'support': 706}; 'accuracy': 0.8188331627430911; 'macro avg': {'precision': 0.8135616819827346; 'recall': 0.6505299678518; 'f1-score': 0.6775825376447978; 'support': 2931}; 'weighted avg': {'precision': 0.8169532022177967; 'recall': 0.8188331627430911; 'f1-score': 0.7881803209047501; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,1,[26374; 26374],164,1006.395515,0.823269,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8213790495398966; 'recall': 0.9762772811267043; 'f1-score': 0.8921546255305555; 'support': 20023}; '1': {'precision': 0.8155339805825242; 'recall': 0.33065658951346244; 'f1-score': 0.4705355142280977; 'support': 6351}; 'accuracy': 0.8208083718813983; 'macro avg': {'precision': 0.8184565150612104; 'recall': 0.6534669353200834; 'f1-score': 0.6813450698793266; 'support': 26374}; 'weighted avg': {'precision': 0.8199715257305286; 'recall': 0.8208083718813983; 'f1-score': 0.7906264926769153; 'support': 26374}},{'0': {'precision': 0.821711270260083; 'recall': 0.9797752808988764; 'f1-score': 0.8938089380893809; 'support': 2225}; '1': {'precision': 0.8381294964028777; 'recall': 0.330028328611898; 'f1-score': 0.4735772357723577; 'support': 706}; 'accuracy': 0.8232685090412828; 'macro avg': {'precision': 0.8299203833314803; 'recall': 0.6549018047553872; 'f1-score': 0.6836930869308693; 'support': 2931}; 'weighted avg': {'precision': 0.8256659845749288; 'recall': 0.8232685090412828; 'f1-score': 0.7925862899024759; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,1,[26374; 26374],164,1006.275444,0.817127,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8230558482613277; 'recall': 0.9752284872396744; 'f1-score': 0.8927036664533237; 'support': 20023}; '1': {'precision': 0.8127595318988298; 'recall': 0.339001732010707; 'f1-score': 0.4784444444444445; 'support': 6351}; 'accuracy': 0.8220216880260863; 'macro avg': {'precision': 0.8179076900800788; 'recall': 0.6571151096251907; 'f1-score': 0.6855740554488841; 'support': 26374}; 'weighted avg': {'precision': 0.820576440313416; 'recall': 0.8220216880260863; 'f1-score': 0.7929478342330162; 'support': 26374}},{'0': {'precision': 0.8197652404392276; 'recall': 0.9730337078651685; 'f1-score': 0.8898479243732017; 'support': 2225}; '1': {'precision': 0.7931034482758621; 'recall': 0.32577903682719545; 'f1-score': 0.46184738955823296; 'support': 706}; 'accuracy': 0.8171272603207097; 'macro avg': {'precision': 0.8064343443575448; 'recall': 0.649406372346182; 'f1-score': 0.6758476569657174; 'support': 2931}; 'weighted avg': {'precision': 0.8133431233231116; 'recall': 0.8171272603207097; 'f1-score': 0.7867539709172591; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,1,[26374; 26374],164,1006.303014,0.827021,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.822023909749116; 'recall': 0.9752784298057234; 'f1-score': 0.8921172251536124; 'support': 20023}; '1': {'precision': 0.8109243697478992; 'recall': 0.3342780664462289; 'f1-score': 0.473408406734307; 'support': 6351}; 'accuracy': 0.8209221202699628; 'macro avg': {'precision': 0.8164741397485076; 'recall': 0.6547782481259762; 'f1-score': 0.6827628159439597; 'support': 26374}; 'weighted avg': {'precision': 0.8193510812609183; 'recall': 0.8209221202699628; 'f1-score': 0.7912899063630987; 'support': 26374}},{'0': {'precision': 0.8291187739463601; 'recall': 0.9725842696629213; 'f1-score': 0.895139607032058; 'support': 2225}; '1': {'precision': 0.8099688473520249; 'recall': 0.36827195467422097; 'f1-score': 0.5063291139240507; 'support': 706}; 'accuracy': 0.827021494370522; 'macro avg': {'precision': 0.8195438106491926; 'recall': 0.6704281121685711; 'f1-score': 0.7007343604780543; 'support': 2931}; 'weighted avg': {'precision': 0.8245060655957629; 'recall': 0.827021494370522; 'f1-score': 0.8014854930319716; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,1,[26374; 26374],164,1006.380009,0.824292,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8223822761351192; 'recall': 0.9751286021075762; 'f1-score': 0.8922655089683537; 'support': 20023}; '1': {'precision': 0.810790273556231; 'recall': 0.33601007715320425; 'f1-score': 0.4751196704887009; 'support': 6351}; 'accuracy': 0.8212254493061348; 'macro avg': {'precision': 0.8165862748456751; 'recall': 0.6555693396303902; 'f1-score': 0.6836925897285273; 'support': 26374}; 'weighted avg': {'precision': 0.8195908600291618; 'recall': 0.8212254493061348; 'f1-score': 0.791814564091419; 'support': 26374}},{'0': {'precision': 0.8258384146341463; 'recall': 0.9739325842696629; 'f1-score': 0.8937925345432048; 'support': 2225}; '1': {'precision': 0.8110749185667753; 'recall': 0.3526912181303116; 'f1-score': 0.49160908193484704; 'support': 706}; 'accuracy': 0.8242920504947117; 'macro avg': {'precision': 0.8184566666004608; 'recall': 0.6633119011999873; 'f1-score': 0.6927008082390259; 'support': 2931}; 'weighted avg': {'precision': 0.8222822808151208; 'recall': 0.8242920504947117; 'f1-score': 0.7969172300254632; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,1,[26375; 26375],164,1006.214855,0.821160,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8226397607111261; 'recall': 0.9752284872396744; 'f1-score': 0.8924588665447897; 'support': 20023}; '1': {'precision': 0.8119787717968158; 'recall': 0.3372166246851385; 'f1-score': 0.4765294771968854; 'support': 6352}; 'accuracy': 0.8215734597156398; 'macro avg': {'precision': 0.8173092662539709; 'recall': 0.6562225559624064; 'f1-score': 0.6844941718708375; 'support': 26375}; 'weighted avg': {'precision': 0.8200722307932606; 'recall': 0.8215734597156398; 'f1-score': 0.7922888767386137; 'support': 26375}},{'0': {'precision': 0.8235070368961582; 'recall': 0.9730337078651685; 'f1-score': 0.8920477956324682; 'support': 2225}; '1': {'precision': 0.8006644518272426; 'recall': 0.34184397163120567; 'f1-score': 0.47912524850894633; 'support': 705}; 'accuracy': 0.821160409556314; 'macro avg': {'precision': 0.8120857443617004; 'recall': 0.6574388397481871; 'f1-score': 0.6855865220707072; 'support': 2930}; 'weighted avg': {'precision': 0.8180107834922041; 'recall': 0.821160409556314; 'f1-score': 0.7926927117682762; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,1,[26375; 26375],164,1006.502678,0.818771,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8228824273072061; 'recall': 0.9752284872396744; 'f1-score': 0.8926016501725597; 'support': 20023}; '1': {'precision': 0.812476370510397; 'recall': 0.33831863979848864; 'f1-score': 0.4777147938201622; 'support': 6352}; 'accuracy': 0.8218388625592417; 'macro avg': {'precision': 0.8176793989088016; 'recall': 0.6567735635190814; 'f1-score': 0.6851582219963609; 'support': 26375}; 'weighted avg': {'precision': 0.8203762937423404; 'recall': 0.8218388625592417; 'f1-score': 0.7926827378862874; 'support': 26375}},{'0': {'precision': 0.821320182094082; 'recall': 0.9730337078651685; 'f1-score': 0.8907632174449702; 'support': 2225}; '1': {'precision': 0.7959183673469388; 'recall': 0.33191489361702126; 'f1-score': 0.4684684684684684; 'support': 705}; 'accuracy': 0.8187713310580205; 'macro avg': {'precision': 0.8086192747205103; 'recall': 0.6524743007410949; 'f1-score': 0.6796158429567193; 'support': 2930}; 'weighted avg': {'precision': 0.8152081413443428; 'recall': 0.8187713310580205; 'f1-score': 0.7891530474693956; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,1,[26375; 26375],164,1006.670447,0.823549,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8226690271455067; 'recall': 0.9747290615791839; 'f1-score': 0.8922668983015979; 'support': 20023}; '1': {'precision': 0.8091286307053942; 'recall': 0.3376889168765743; 'f1-score': 0.47650783072309233; 'support': 6352}; 'accuracy': 0.8213080568720379; 'macro avg': {'precision': 0.8158988289254505; 'recall': 0.6562089892278791; 'f1-score': 0.684387364512345; 'support': 26375}; 'weighted avg': {'precision': 0.8194080376407639; 'recall': 0.8213080568720379; 'f1-score': 0.7921379277894209; 'support': 26375}},{'0': {'precision': 0.8232399697199092; 'recall': 0.9775280898876404; 'f1-score': 0.8937743990137661; 'support': 2225}; '1': {'precision': 0.8263888888888888; 'recall': 0.3375886524822695; 'f1-score': 0.47935548841893255; 'support': 705}; 'accuracy': 0.8235494880546075; 'macro avg': {'precision': 0.8248144293043991; 'recall': 0.657558371184955; 'f1-score': 0.6865649437163494; 'support': 2930}; 'weighted avg': {'precision': 0.8239976448100562; 'recall': 0.8235494880546075; 'f1-score': 0.7940592686487976; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,1,[26375; 26375],164,1006.189310,0.819795,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8231126107127794; 'recall': 0.9746304434678386; 'f1-score': 0.8924863950244661; 'support': 20024}; '1': {'precision': 0.8093808630393996; 'recall': 0.33963155408597073; 'f1-score': 0.4784826974267968; 'support': 6351}; 'accuracy': 0.8217251184834123; 'macro avg': {'precision': 0.8162467368760895; 'recall': 0.6571309987769046; 'f1-score': 0.6854845462256315; 'support': 26375}; 'weighted avg': {'precision': 0.8198060579365278; 'recall': 0.8217251184834123; 'f1-score': 0.7927958743252131; 'support': 26375}},{'0': {'precision': 0.8192771084337349; 'recall': 0.9784172661870504; 'f1-score': 0.8918032786885246; 'support': 2224}; '1': {'precision': 0.8248175182481752; 'recall': 0.32011331444759206; 'f1-score': 0.46122448979591835; 'support': 706}; 'accuracy': 0.8197952218430035; 'macro avg': {'precision': 0.822047313340955; 'recall': 0.6492652903173213; 'f1-score': 0.6765138842422215; 'support': 2930}; 'weighted avg': {'precision': 0.8206121013787844; 'recall': 0.8197952218430035; 'f1-score': 0.7880528947437533; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,1,[26375; 26375],164,1006.424269,0.822526,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8226989211058665; 'recall': 0.9748801438274071; 'f1-score': 0.8923477783872736; 'support': 20024}; '1': {'precision': 0.8099735549678881; 'recall': 0.33758463234136354; 'f1-score': 0.47655034452100464; 'support': 6351}; 'accuracy': 0.8214218009478673; 'macro avg': {'precision': 0.8163362380368773; 'recall': 0.6562323880843853; 'f1-score': 0.6844490614541392; 'support': 26375}; 'weighted avg': {'precision': 0.8196347011876749; 'recall': 0.8214218009478673; 'f1-score': 0.7922253327954376; 'support': 26375}},{'0': {'precision': 0.8229719484457922; 'recall': 0.9761690647482014; 'f1-score': 0.893048128342246; 'support': 2224}; '1': {'precision': 0.8184931506849316; 'recall': 0.3385269121813031; 'f1-score': 0.47895791583166336; 'support': 706}; 'accuracy': 0.8225255972696246; 'macro avg': {'precision': 0.8207325495653619; 'recall': 0.6573479884647523; 'f1-score': 0.6860030220869546; 'support': 2930}; 'weighted avg': {'precision': 0.8218927569034141; 'recall': 0.8225255972696246; 'f1-score': 0.793270759730481; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.821634 (+- 0.002884), (mean training time) 1006.392490 (+- 0.147105)
