l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],164,1007.053227,0.825657,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8220752968921081; 'recall': 0.9749288318433801; 'f1-score': 0.8920011880554729; 'support': 20023}; '1': {'precision': 0.8089802130898022; 'recall': 0.33475043300267676; 'f1-score': 0.47354939302817683; 'support': 6351}; 'accuracy': 0.8207704557518768; 'macro avg': {'precision': 0.8155277549909552; 'recall': 0.6548396324230285; 'f1-score': 0.6827752905418248; 'support': 26374}; 'weighted avg': {'precision': 0.8189219308032157; 'recall': 0.8207704557518768; 'f1-score': 0.7912357618698979; 'support': 26374}},{'0': {'precision': 0.8273491214667685; 'recall': 0.9734831460674157; 'f1-score': 0.8944868882923807; 'support': 2225}; '1': {'precision': 0.8115015974440895; 'recall': 0.3597733711048159; 'f1-score': 0.4985279685966633; 'support': 706}; 'accuracy': 0.8256567724326168; 'macro avg': {'precision': 0.819425359455429; 'recall': 0.6666282585861159; 'f1-score': 0.696507428444522; 'support': 2931}; 'weighted avg': {'precision': 0.8235318741245606; 'recall': 0.8256567724326168; 'f1-score': 0.799110908317909; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,1,[26374; 26374],164,1006.573632,0.827021,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8219910721805778; 'recall': 0.9748289467112821; 'f1-score': 0.8919097991729306; 'support': 20023}; '1': {'precision': 0.8082191780821918; 'recall': 0.3344355219650449; 'f1-score': 0.473103909121283; 'support': 6351}; 'accuracy': 0.8206187912337909; 'macro avg': {'precision': 0.8151051251313848; 'recall': 0.6546322343381634; 'f1-score': 0.6825068541471068; 'support': 26374}; 'weighted avg': {'precision': 0.8186747265591761; 'recall': 0.8206187912337909; 'f1-score': 0.7910591050151231; 'support': 26374}},{'0': {'precision': 0.828113063407181; 'recall': 0.9743820224719101; 'f1-score': 0.8953128226306009; 'support': 2225}; '1': {'precision': 0.8178913738019169; 'recall': 0.3626062322946176; 'f1-score': 0.5024533856722277; 'support': 706}; 'accuracy': 0.827021494370522; 'macro avg': {'precision': 0.8230022186045489; 'recall': 0.6684941273832639; 'f1-score': 0.6988831041514143; 'support': 2931}; 'weighted avg': {'precision': 0.8256509300529278; 'recall': 0.827021494370522; 'f1-score': 0.8006834256696279; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,1,[26374; 26374],164,1006.416606,0.821563,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8225724881995954; 'recall': 0.974779004145233; 'f1-score': 0.8922310347192065; 'support': 20023}; '1': {'precision': 0.809145880574452; 'recall': 0.33711226578491577; 'f1-score': 0.47593642325219526; 'support': 6351}; 'accuracy': 0.8212254493061348; 'macro avg': {'precision': 0.8158591843870238; 'recall': 0.6559456349650744; 'f1-score': 0.6840837289857009; 'support': 26374}; 'weighted avg': {'precision': 0.8193392894042938; 'recall': 0.8212254493061348; 'f1-score': 0.7919850698512689; 'support': 26374}},{'0': {'precision': 0.8228376327769348; 'recall': 0.9748314606741573; 'f1-score': 0.8924089693478707; 'support': 2225}; '1': {'precision': 0.8101694915254237; 'recall': 0.3385269121813031; 'f1-score': 0.47752247752247745; 'support': 706}; 'accuracy': 0.8215626066189013; 'macro avg': {'precision': 0.8165035621511793; 'recall': 0.6566791864277302; 'f1-score': 0.684965723435174; 'support': 2931}; 'weighted avg': {'precision': 0.8197862142427939; 'recall': 0.8215626066189013; 'f1-score': 0.7924738403036103; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,1,[26374; 26374],164,1006.437741,0.816104,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8229913160779023; 'recall': 0.9750287169754782; 'f1-score': 0.8925820093724997; 'support': 20023}; '1': {'precision': 0.8114630467571644; 'recall': 0.338844276491891; 'f1-score': 0.47806286793291125; 'support': 6351}; 'accuracy': 0.8218321073784788; 'macro avg': {'precision': 0.8172271814175334; 'recall': 0.6569364967336846; 'f1-score': 0.6853224386527055; 'support': 26374}; 'weighted avg': {'precision': 0.8202152472807533; 'recall': 0.8218321073784788; 'f1-score': 0.7927635871656737; 'support': 26374}},{'0': {'precision': 0.8190764572293717; 'recall': 0.9725842696629213; 'f1-score': 0.8892541606739265; 'support': 2225}; '1': {'precision': 0.7889273356401384; 'recall': 0.32294617563739375; 'f1-score': 0.45829145728643206; 'support': 706}; 'accuracy': 0.8161037188672808; 'macro avg': {'precision': 0.8040018964347551; 'recall': 0.6477652226501576; 'f1-score': 0.6737728089801793; 'support': 2931}; 'weighted avg': {'precision': 0.8118143351406651; 'recall': 0.8161037188672808; 'f1-score': 0.7854466995372595; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,1,[26374; 26374],164,1006.334977,0.822927,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.821225998907609; 'recall': 0.9761773959946062; 'f1-score': 0.8920226359985397; 'support': 20023}; '1': {'precision': 0.8146132918771861; 'recall': 0.3300267674381987; 'f1-score': 0.4697445091887046; 'support': 6351}; 'accuracy': 0.8205808751042694; 'macro avg': {'precision': 0.8179196453923976; 'recall': 0.6531020817164024; 'f1-score': 0.6808835725936222; 'support': 26374}; 'weighted avg': {'precision': 0.8196336237521447; 'recall': 0.8205808751042694; 'f1-score': 0.7903358086925086; 'support': 26374}},{'0': {'precision': 0.8218867924528301; 'recall': 0.9788764044943821; 'f1-score': 0.8935384615384615; 'support': 2225}; '1': {'precision': 0.8327402135231317; 'recall': 0.3314447592067989; 'f1-score': 0.47416413373860183; 'support': 706}; 'accuracy': 0.8229273285568065; 'macro avg': {'precision': 0.8273135029879809; 'recall': 0.6551605818505905; 'f1-score': 0.6838512976385317; 'support': 2931}; 'weighted avg': {'precision': 0.8245010931268776; 'recall': 0.8229273285568065; 'f1-score': 0.7925223320854758; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,1,[26375; 26375],164,1006.114133,0.816041,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8231275303643725; 'recall': 0.974779004145233; 'f1-score': 0.8925574482679777; 'support': 20023}; '1': {'precision': 0.8103642508449117; 'recall': 0.339735516372796; 'f1-score': 0.4787576261785913; 'support': 6352}; 'accuracy': 0.8218388625592417; 'macro avg': {'precision': 0.8167458906046421; 'recall': 0.6572572602590145; 'f1-score': 0.6856575372232845; 'support': 26375}; 'weighted avg': {'precision': 0.8200536971318564; 'recall': 0.8218388625592417; 'f1-score': 0.7929003309253508; 'support': 26375}},{'0': {'precision': 0.8178733031674208; 'recall': 0.9748314606741573; 'f1-score': 0.8894812384662701; 'support': 2225}; '1': {'precision': 0.7985611510791367; 'recall': 0.3148936170212766; 'f1-score': 0.4516785350966429; 'support': 705}; 'accuracy': 0.8160409556313993; 'macro avg': {'precision': 0.8082172271232788; 'recall': 0.6448625388477169; 'f1-score': 0.6705798867814565; 'support': 2930}; 'weighted avg': {'precision': 0.8132265225454958; 'recall': 0.8160409556313993; 'f1-score': 0.7841396323653871; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,1,[26375; 26375],164,1006.302883,0.816724,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8220371071563801; 'recall': 0.9758277980322629; 'f1-score': 0.8923547679941543; 'support': 20023}; '1': {'precision': 0.8142747505755947; 'recall': 0.33406801007556675; 'f1-score': 0.47376646572895725; 'support': 6352}; 'accuracy': 0.8212701421800948; 'macro avg': {'precision': 0.8181559288659874; 'recall': 0.6549479040539148; 'f1-score': 0.6830606168615557; 'support': 26375}; 'weighted avg': {'precision': 0.8201676668151043; 'recall': 0.8212701421800948; 'f1-score': 0.7915444212268166; 'support': 26375}},{'0': {'precision': 0.8146905294556301; 'recall': 0.9820224719101124; 'f1-score': 0.8905644996943143; 'support': 2225}; '1': {'precision': 0.8387096774193549; 'recall': 0.2950354609929078; 'f1-score': 0.43651626442812164; 'support': 705}; 'accuracy': 0.8167235494880546; 'macro avg': {'precision': 0.8267001034374926; 'recall': 0.6385289664515101; 'f1-score': 0.663540382061218; 'support': 2930}; 'weighted avg': {'precision': 0.820469880757482; 'recall': 0.8167235494880546; 'f1-score': 0.781313985748012; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,1,[26375; 26375],164,1006.177183,0.818089,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8228104189496754; 'recall': 0.9749787744094291; 'f1-score': 0.8924546846785069; 'support': 20023}; '1': {'precision': 0.8108720271800679; 'recall': 0.33816120906801006; 'f1-score': 0.4772803021886457; 'support': 6352}; 'accuracy': 0.8216113744075829; 'macro avg': {'precision': 0.8168412230648716; 'recall': 0.6565699917387195; 'f1-score': 0.6848674934335763; 'support': 26375}; 'weighted avg': {'precision': 0.8199352468351524; 'recall': 0.8216113744075829; 'f1-score': 0.792466526287015; 'support': 26375}},{'0': {'precision': 0.8206974981046247; 'recall': 0.9730337078651685; 'f1-score': 0.8903968743573926; 'support': 2225}; '1': {'precision': 0.7945205479452054; 'recall': 0.32907801418439714; 'f1-score': 0.46539618856569703; 'support': 705}; 'accuracy': 0.8180887372013652; 'macro avg': {'precision': 0.8076090230249151; 'recall': 0.6510558610247829; 'f1-score': 0.6778965314615448; 'support': 2930}; 'weighted avg': {'precision': 0.8143989486635357; 'recall': 0.8180887372013652; 'f1-score': 0.7881356171959095; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,1,[26375; 26375],164,1006.292629,0.816724,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8216927214657925; 'recall': 0.9764782261286457; 'f1-score': 0.8924235508900046; 'support': 20024}; '1': {'precision': 0.8173710740597131; 'recall': 0.3319162336639899; 'f1-score': 0.47211646136618135; 'support': 6351}; 'accuracy': 0.8212701421800948; 'macro avg': {'precision': 0.8195318977627528; 'recall': 0.6541972298963178; 'f1-score': 0.682270006128093; 'support': 26375}; 'weighted avg': {'precision': 0.8206520851558016; 'recall': 0.8212701421800948; 'f1-score': 0.7912151973140501; 'support': 26375}},{'0': {'precision': 0.8177024482109227; 'recall': 0.9761690647482014; 'f1-score': 0.8899364623898339; 'support': 2224}; '1': {'precision': 0.8072727272727273; 'recall': 0.31444759206798867; 'f1-score': 0.4525993883792049; 'support': 706}; 'accuracy': 0.8167235494880546; 'macro avg': {'precision': 0.812487587741825; 'recall': 0.645308328408095; 'f1-score': 0.6712679253845194; 'support': 2930}; 'weighted avg': {'precision': 0.8151893482169412; 'recall': 0.8167235494880546; 'f1-score': 0.7845576315872728; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,1,[26375; 26375],164,1006.353843,0.828328,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8204665603759336; 'recall': 0.976578106272473; 'f1-score': 0.8917415294815085; 'support': 20024}; '1': {'precision': 0.8154269972451791; 'recall': 0.3262478349866163; 'f1-score': 0.4660368870895187; 'support': 6351}; 'accuracy': 0.8199810426540285; 'macro avg': {'precision': 0.8179467788105563; 'recall': 0.6514129706295446; 'f1-score': 0.6788892082855136; 'support': 26375}; 'weighted avg': {'precision': 0.8192530526813963; 'recall': 0.8199810426540285; 'f1-score': 0.7892334656395549; 'support': 26375}},{'0': {'precision': 0.8288116163546045; 'recall': 0.9752697841726619; 'f1-score': 0.8960958479652964; 'support': 2224}; '1': {'precision': 0.8242811501597445; 'recall': 0.3654390934844193; 'f1-score': 0.506378802747792; 'support': 706}; 'accuracy': 0.8283276450511945; 'macro avg': {'precision': 0.8265463832571744; 'recall': 0.6703544388285405; 'f1-score': 0.7012373253565443; 'support': 2930}; 'weighted avg': {'precision': 0.8277199750120887; 'recall': 0.8283276450511945; 'f1-score': 0.8021913312678363; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.820918 (+- 0.004574), (mean training time) 1006.405685 (+- 0.248378)
