l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],164,1007.047072,0.819857,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8232514975111787; 'recall': 0.9746791190131349; 'f1-score': 0.8925884424523772; 'support': 20023}; '1': {'precision': 0.8099700149925038; 'recall': 0.3402613761612345; 'f1-score': 0.4792105554939572; 'support': 6351}; 'accuracy': 0.8219079396375218; 'macro avg': {'precision': 0.8166107562518412; 'recall': 0.6574702475871846; 'f1-score': 0.6858994989731673; 'support': 26374}; 'weighted avg': {'precision': 0.8200532456162782; 'recall': 0.8219079396375218; 'f1-score': 0.7930448404173075; 'support': 26374}},{'0': {'precision': 0.8195856873822975; 'recall': 0.9779775280898877; 'f1-score': 0.8918032786885246; 'support': 2225}; '1': {'precision': 0.822463768115942; 'recall': 0.32152974504249293; 'f1-score': 0.46232179226069253; 'support': 706}; 'accuracy': 0.81985670419652; 'macro avg': {'precision': 0.8210247277491198; 'recall': 0.6497536365661903; 'f1-score': 0.6770625354746086; 'support': 2931}; 'weighted avg': {'precision': 0.8202789405375186; 'recall': 0.81985670419652; 'f1-score': 0.7883526033497156; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,1,[26374; 26374],164,1006.822688,0.823951,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8215516516768934; 'recall': 0.9762772811267043; 'f1-score': 0.8922564301526805; 'support': 20023}; '1': {'precision': 0.8158914728682171; 'recall': 0.33144386710754214; 'f1-score': 0.47139178143544963; 'support': 6351}; 'accuracy': 0.8209979525290059; 'macro avg': {'precision': 0.8187215622725552; 'recall': 0.6538605741171233; 'f1-score': 0.681824105794065; 'support': 26374}; 'weighted avg': {'precision': 0.8201886504023843; 'recall': 0.8209979525290059; 'f1-score': 0.79090997591733; 'support': 26374}},{'0': {'precision': 0.8220882020354315; 'recall': 0.9802247191011236; 'f1-score': 0.8942189421894219; 'support': 2225}; '1': {'precision': 0.841726618705036; 'recall': 0.3314447592067989; 'f1-score': 0.475609756097561; 'support': 706}; 'accuracy': 0.8239508700102354; 'macro avg': {'precision': 0.8319074103702337; 'recall': 0.6558347391539613; 'f1-score': 0.6849143491434915; 'support': 2931}; 'weighted avg': {'precision': 0.8268185746620916; 'recall': 0.8239508700102354; 'f1-score': 0.7933871150379876; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,1,[26374; 26374],164,1006.507922,0.817810,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8233234921973851; 'recall': 0.9749288318433801; 'f1-score': 0.8927354629227358; 'support': 20023}; '1': {'precision': 0.8115615615615616; 'recall': 0.3404188316800504; 'f1-score': 0.47964503605102604; 'support': 6351}; 'accuracy': 0.8221354364146508; 'macro avg': {'precision': 0.8174425268794734; 'recall': 0.6576738317617152; 'f1-score': 0.6861902494868809; 'support': 26374}; 'weighted avg': {'precision': 0.8204911565081414; 'recall': 0.8221354364146508; 'f1-score': 0.7932610828111778; 'support': 26374}},{'0': {'precision': 0.8189362504715202; 'recall': 0.9757303370786516; 'f1-score': 0.8904840032813781; 'support': 2225}; '1': {'precision': 0.8071428571428572; 'recall': 0.32011331444759206; 'f1-score': 0.45841784989858014; 'support': 706}; 'accuracy': 0.8178096212896623; 'macro avg': {'precision': 0.8130395538071886; 'recall': 0.6479218257631219; 'f1-score': 0.6744509265899792; 'support': 2931}; 'weighted avg': {'precision': 0.8160955354629784; 'recall': 0.8178096212896623; 'f1-score': 0.786410750368292; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,1,[26374; 26374],164,1006.673826,0.818151,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8228530514256833; 'recall': 0.9757279129001648; 'f1-score': 0.8927934926655394; 'support': 20023}; '1': {'precision': 0.8152793614595211; 'recall': 0.3377420878601795; 'f1-score': 0.47762191048764197; 'support': 6351}; 'accuracy': 0.8220975202851293; 'macro avg': {'precision': 0.8190662064426022; 'recall': 0.6567350003801722; 'f1-score': 0.6852077015765907; 'support': 26374}; 'weighted avg': {'precision': 0.821029266448998; 'recall': 0.8220975202851293; 'f1-score': 0.7928179592458144; 'support': 26374}},{'0': {'precision': 0.8231474407944996; 'recall': 0.9685393258426966; 'f1-score': 0.8899442494321702; 'support': 2225}; '1': {'precision': 0.7763578274760383; 'recall': 0.34419263456090654; 'f1-score': 0.4769381746810599; 'support': 706}; 'accuracy': 0.8181508017741386; 'macro avg': {'precision': 0.799752634135269; 'recall': 0.6563659802018016; 'f1-score': 0.6834412120566151; 'support': 2931}; 'weighted avg': {'precision': 0.8118770665185413; 'recall': 0.8181508017741386; 'f1-score': 0.7904620628834552; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,1,[26374; 26374],164,1006.245025,0.823269,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8225779275484415; 'recall': 0.9752784298057234; 'f1-score': 0.8924433882503485; 'support': 20023}; '1': {'precision': 0.8120728929384966; 'recall': 0.3367973547472839; 'f1-score': 0.4761268781302171; 'support': 6351}; 'accuracy': 0.8215287783423069; 'macro avg': {'precision': 0.817325410243469; 'recall': 0.6560378922765037; 'f1-score': 0.6842851331902828; 'support': 26374}; 'weighted avg': {'precision': 0.8200482591322832; 'recall': 0.8215287783423069; 'f1-score': 0.7921921500698316; 'support': 26374}},{'0': {'precision': 0.8256390690576116; 'recall': 0.9725842696629213; 'f1-score': 0.893107717705324; 'support': 2225}; '1': {'precision': 0.8032258064516129; 'recall': 0.3526912181303116; 'f1-score': 0.49015748031496065; 'support': 706}; 'accuracy': 0.8232685090412828; 'macro avg': {'precision': 0.8144324377546123; 'recall': 0.6626377438966164; 'f1-score': 0.6916325990101424; 'support': 2931}; 'weighted avg': {'precision': 0.8202403097946178; 'recall': 0.8232685090412828; 'f1-score': 0.7960477151131724; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,1,[26375; 26375],164,1006.639917,0.830034,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.822021052631579; 'recall': 0.9750287169754782; 'f1-score': 0.8920110570442968; 'support': 20023}; '1': {'precision': 0.8095238095238095; 'recall': 0.33454030226700254; 'f1-score': 0.47343210426645876; 'support': 6352}; 'accuracy': 0.8207772511848341; 'macro avg': {'precision': 0.8157724310776943; 'recall': 0.6547845096212404; 'f1-score': 0.6827215806553778; 'support': 26375}; 'weighted avg': {'precision': 0.8190112900450178; 'recall': 0.8207772511848341; 'f1-score': 0.7912029619525499; 'support': 26375}},{'0': {'precision': 0.830716200689391; 'recall': 0.9748314606741573; 'f1-score': 0.8970223325062036; 'support': 2225}; '1': {'precision': 0.8244514106583072; 'recall': 0.3730496453900709; 'f1-score': 0.513671875; 'support': 705}; 'accuracy': 0.8300341296928327; 'macro avg': {'precision': 0.8275838056738491; 'recall': 0.6739405530321141; 'f1-score': 0.7053471037531018; 'support': 2930}; 'weighted avg': {'precision': 0.8292088024054614; 'recall': 0.8300341296928327; 'f1-score': 0.8047827173041989; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,1,[26375; 26375],164,1006.429472,0.822184,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8217513768024551; 'recall': 0.9762273385606552; 'f1-score': 0.8923533439853915; 'support': 20023}; '1': {'precision': 0.8160741885625966; 'recall': 0.33249370277078083; 'f1-score': 0.47248322147651006; 'support': 6352}; 'accuracy': 0.8211943127962086; 'macro avg': {'precision': 0.8189127826825259; 'recall': 0.654360520665718; 'f1-score': 0.6824182827309507; 'support': 26375}; 'weighted avg': {'precision': 0.8203841161503382; 'recall': 0.8211943127962086; 'f1-score': 0.7912342911635368; 'support': 26375}},{'0': {'precision': 0.8203007518796992; 'recall': 0.9806741573033708; 'f1-score': 0.8933469805527123; 'support': 2225}; '1': {'precision': 0.8407407407407408; 'recall': 0.3219858156028369; 'f1-score': 0.46564102564102566; 'support': 705}; 'accuracy': 0.822184300341297; 'macro avg': {'precision': 0.83052074631022; 'recall': 0.6513299864531039; 'f1-score': 0.679494003096869; 'support': 2930}; 'weighted avg': {'precision': 0.8252189061960931; 'recall': 0.822184300341297; 'f1-score': 0.7904347968623576; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,1,[26375; 26375],164,1006.430818,0.822526,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8214735780895572; 'recall': 0.9766768216550966; 'f1-score': 0.8923771931825959; 'support': 20023}; '1': {'precision': 0.8182172051381861; 'recall': 0.33091939546599497; 'f1-score': 0.4712476179800471; 'support': 6352}; 'accuracy': 0.8211563981042654; 'macro avg': {'precision': 0.8198453916138717; 'recall': 0.6537981085605458; 'f1-score': 0.6818124055813215; 'support': 26375}; 'weighted avg': {'precision': 0.8206893323649275; 'recall': 0.8211563981042654; 'f1-score': 0.7909548211755214; 'support': 26375}},{'0': {'precision': 0.8227943960620977; 'recall': 0.976629213483146; 'f1-score': 0.8931360460337032; 'support': 2225}; '1': {'precision': 0.8200692041522492; 'recall': 0.33617021276595743; 'f1-score': 0.47686116700201203; 'support': 705}; 'accuracy': 0.8225255972696246; 'macro avg': {'precision': 0.8214318001071734; 'recall': 0.6563997131245517; 'f1-score': 0.6849986065178576; 'support': 2930}; 'weighted avg': {'precision': 0.8221386758244038; 'recall': 0.8225255972696246; 'f1-score': 0.7929743430585011; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,1,[26375; 26375],164,1006.533126,0.812628,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8234971756175702; 'recall': 0.975579304834199; 'f1-score': 0.8931102272207745; 'support': 20024}; '1': {'precision': 0.8156803618545043; 'recall': 0.34073374271768225; 'f1-score': 0.4806752554420258; 'support': 6351}; 'accuracy': 0.8227109004739337; 'macro avg': {'precision': 0.8195887687360373; 'recall': 0.6581565237759406; 'f1-score': 0.6868927413314001; 'support': 26375}; 'weighted avg': {'precision': 0.8216149165006326; 'recall': 0.8227109004739337; 'f1-score': 0.7937974497509419; 'support': 26375}},{'0': {'precision': 0.8173550587343691; 'recall': 0.9698741007194245; 'f1-score': 0.8871067242442936; 'support': 2224}; '1': {'precision': 0.7697594501718213; 'recall': 0.31728045325779036; 'f1-score': 0.44934804413239726; 'support': 706}; 'accuracy': 0.8126279863481228; 'macro avg': {'precision': 0.7935572544530952; 'recall': 0.6435772769886074; 'f1-score': 0.6682273841883455; 'support': 2930}; 'weighted avg': {'precision': 0.8058866288213457; 'recall': 0.8126279863481228; 'f1-score': 0.7816263050773997; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,1,[26375; 26375],164,1006.605345,0.823549,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.821485589446265; 'recall': 0.9764782261286457; 'f1-score': 0.8923013736138367; 'support': 20024}; '1': {'precision': 0.8169452001554606; 'recall': 0.3309715005510943; 'f1-score': 0.4710891976692066; 'support': 6351}; 'accuracy': 0.821042654028436; 'macro avg': {'precision': 0.8192153948008628; 'recall': 0.65372486333987; 'f1-score': 0.6816952856415216; 'support': 26375}; 'weighted avg': {'precision': 0.8203922809197854; 'recall': 0.821042654028436; 'f1-score': 0.7908750786593591; 'support': 26375}},{'0': {'precision': 0.8226843100189036; 'recall': 0.9784172661870504; 'f1-score': 0.8938180324501951; 'support': 2224}; '1': {'precision': 0.8315789473684211; 'recall': 0.3356940509915014; 'f1-score': 0.4783047426841574; 'support': 706}; 'accuracy': 0.8235494880546075; 'macro avg': {'precision': 0.8271316286936623; 'recall': 0.657055658589276; 'f1-score': 0.6860613875671763; 'support': 2930}; 'weighted avg': {'precision': 0.8248275229775246; 'recall': 0.8235494880546075; 'f1-score': 0.7936977653598118; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.821396 (+- 0.004403), (mean training time) 1006.593521 (+- 0.212785)
