l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],262,147.424081,0.675537,4,[X1 == 2 OR X3 == 12 OR X6 == 12 OR X8 == 0],{'0': {'precision': 0.7827547592385219; 'recall': 0.802926634370474; 'f1-score': 0.7927123909077463; 'support': 20023}; '1': {'precision': 0.3237360754070266; 'recall': 0.29743347504330025; 'f1-score': 0.31002790086985066; 'support': 6351}; 'accuracy': 0.6812011829832411; 'macro avg': {'precision': 0.5532454173227742; 'recall': 0.5501800547068871; 'f1-score': 0.5513701458887985; 'support': 26374}; 'weighted avg': {'precision': 0.6722206096588667; 'recall': 0.6812011829832411; 'f1-score': 0.676479388851529; 'support': 26374}},{'0': {'precision': 0.7796312554872695; 'recall': 0.7982022471910112; 'f1-score': 0.7888074616922052; 'support': 2225}; '1': {'precision': 0.3124042879019908; 'recall': 0.28895184135977336; 'f1-score': 0.3002207505518764; 'support': 706}; 'accuracy': 0.6755373592630501; 'macro avg': {'precision': 0.5460177716946302; 'recall': 0.5435770442753922; 'f1-score': 0.5445141061220408; 'support': 2931}; 'weighted avg': {'precision': 0.6670886969355102; 'recall': 0.67553735926305; 'f1-score': 0.6711199086164384; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,3296,[8; 9],262,125.278766,0.706244,2,[X3 == 14 OR X6 == 3],{'0': {'precision': 0.7666622381648288; 'recall': 0.8646057034410428; 'f1-score': 0.8126936437893155; 'support': 20023}; '1': {'precision': 0.28526232533614554; 'recall': 0.17036687135884113; 'f1-score': 0.21332807570977916; 'support': 6351}; 'accuracy': 0.6974292864184424; 'macro avg': {'precision': 0.5259622817504872; 'recall': 0.517486287399942; 'f1-score': 0.5130108597495473; 'support': 26374}; 'weighted avg': {'precision': 0.6507385691584222; 'recall': 0.6974292864184424; 'f1-score': 0.6683632152281137; 'support': 26374}},{'0': {'precision': 0.7719298245614035; 'recall': 0.8701123595505618; 'f1-score': 0.8180857806887809; 'support': 2225}; '1': {'precision': 0.31678486997635935; 'recall': 0.18980169971671387; 'f1-score': 0.237378210806023; 'support': 706}; 'accuracy': 0.706243602865916; 'macro avg': {'precision': 0.5443573472688814; 'recall': 0.5299570296336378; 'f1-score': 0.5277319957474019; 'support': 2931}; 'weighted avg': {'precision': 0.6622975018261454; 'recall': 0.706243602865916; 'f1-score': 0.678208761126438; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,3296,[8; 9],262,117.623113,0.773456,3,[X1 == 1 OR X3 == 10 OR X3 == 12],{'0': {'precision': 0.7873086069506445; 'recall': 0.9424661639115017; 'f1-score': 0.8579287143116929; 'support': 20023}; '1': {'precision': 0.520997920997921; 'recall': 0.19729176507636592; 'f1-score': 0.28620374600274096; 'support': 6351}; 'accuracy': 0.7630241904906347; 'macro avg': {'precision': 0.6541532639742828; 'recall': 0.5698789644939338; 'f1-score': 0.5720662301572169; 'support': 26374}; 'weighted avg': {'precision': 0.7231795720493878; 'recall': 0.7630241904906347; 'f1-score': 0.720254289737106; 'support': 26374}},{'0': {'precision': 0.7957559681697612; 'recall': 0.9438202247191011; 'f1-score': 0.8634868421052632; 'support': 2225}; '1': {'precision': 0.571917808219178; 'recall': 0.23654390934844194; 'f1-score': 0.33466933867735466; 'support': 706}; 'accuracy': 0.7734561583077448; 'macro avg': {'precision': 0.6838368881944696; 'recall': 0.5901820670337715; 'f1-score': 0.5990780903913089; 'support': 2931}; 'weighted avg': {'precision': 0.7418393045992693; 'recall': 0.7734561583077448; 'f1-score': 0.7361087604197963; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,3296,[8; 9],262,114.826974,0.583419,2,[X3 == 15 OR X6 == 7],{'0': {'precision': 0.734233526979641; 'recall': 0.7006442591020327; 'f1-score': 0.7170457449527217; 'support': 20023}; '1': {'precision': 0.1751754506674006; 'recall': 0.20044087545268463; 'f1-score': 0.1869584373623146; 'support': 6351}; 'accuracy': 0.5801926139379692; 'macro avg': {'precision': 0.45470448882352077; 'recall': 0.45054256727735864; 'f1-score': 0.4520020911575181; 'support': 26374}; 'weighted avg': {'precision': 0.5996093576212184; 'recall': 0.5801926139379692; 'f1-score': 0.5893978913656027; 'support': 26374}},{'0': {'precision': 0.7361241768579492; 'recall': 0.7033707865168539; 'f1-score': 0.7193748563548609; 'support': 2225}; '1': {'precision': 0.18012422360248448; 'recall': 0.20538243626062322; 'f1-score': 0.1919258769027134; 'support': 706}; 'accuracy': 0.5834186284544524; 'macro avg': {'precision': 0.4581242002302168; 'recall': 0.4543766113887386; 'f1-score': 0.4556503666287871; 'support': 2931}; 'weighted avg': {'precision': 0.6021985654630811; 'recall': 0.5834186284544524; 'f1-score': 0.5923264157225796; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,3296,[8; 9],262,116.539922,0.760491,5,[X1 == 1 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X13 == 25],{'0': {'precision': 0.7891731955325888; 'recall': 0.9457623732707386; 'f1-score': 0.8604011903950567; 'support': 20023}; '1': {'precision': 0.543313708999159; 'recall': 0.20343253031018738; 'f1-score': 0.2960247451025318; 'support': 6351}; 'accuracy': 0.7670053840903921; 'macro avg': {'precision': 0.6662434522658739; 'recall': 0.5745974517904631; 'f1-score': 0.5782129677487943; 'support': 26374}; 'weighted avg': {'precision': 0.7299689186320879; 'recall': 0.7670053840903921; 'f1-score': 0.7244963293935847; 'support': 26374}},{'0': {'precision': 0.7863858593456187; 'recall': 0.9397752808988764; 'f1-score': 0.8562653562653564; 'support': 2225}; '1': {'precision': 0.5073529411764706; 'recall': 0.1954674220963173; 'f1-score': 0.28220858895705525; 'support': 706}; 'accuracy': 0.7604912998976459; 'macro avg': {'precision': 0.6468694002610447; 'recall': 0.5676213514975968; 'f1-score': 0.5692369726112059; 'support': 2931}; 'weighted avg': {'precision': 0.7191742454843363; 'recall': 0.7604912998976459; 'f1-score': 0.7179903382784371; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,3296,[8; 9],262,165.623132,0.720137,3,[X3 == 10 OR X6 == 4 OR X6 == 12],{'0': {'precision': 0.8101648767206171; 'recall': 0.8024771512760326; 'f1-score': 0.8063026896828583; 'support': 20023}; '1': {'precision': 0.39544481809844084; 'recall': 0.40727329974811083; 'f1-score': 0.4012719094152319; 'support': 6352}; 'accuracy': 0.7072985781990522; 'macro avg': {'precision': 0.602804847409529; 'recall': 0.6048752255120717; 'f1-score': 0.6037872995490451; 'support': 26375}; 'weighted avg': {'precision': 0.7102861350194584; 'recall': 0.7072985781990522; 'f1-score': 0.7087574568388787; 'support': 26375}},{'0': {'precision': 0.8168696436626072; 'recall': 0.813932584269663; 'f1-score': 0.815398469158037; 'support': 2225}; '1': {'precision': 0.41935483870967744; 'recall': 0.42411347517730497; 'f1-score': 0.4217207334273625; 'support': 705}; 'accuracy': 0.7201365187713311; 'macro avg': {'precision': 0.6181122411861423; 'recall': 0.619023029723484; 'f1-score': 0.6185596012926997; 'support': 2930}; 'weighted avg': {'precision': 0.7212218834264927; 'recall': 0.7201365187713311; 'f1-score': 0.7206739627791546; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,3296,[8; 9],262,155.476185,0.753925,2,[X1 == 1 OR X5 == 1],{'0': {'precision': 0.7634686058331378; 'recall': 0.9752784298057234; 'f1-score': 0.8564724457796978; 'support': 20023}; '1': {'precision': 0.37892095357590966; 'recall': 0.047544080604534; 'f1-score': 0.0844873408868373; 'support': 6352}; 'accuracy': 0.7518483412322274; 'macro avg': {'precision': 0.5711947797045237; 'recall': 0.5114112552051288; 'f1-score': 0.47047989333326756; 'support': 26375}; 'weighted avg': {'precision': 0.6708564091644017; 'recall': 0.7518483412322274; 'f1-score': 0.6705520899018039; 'support': 26375}},{'0': {'precision': 0.7640449438202247; 'recall': 0.9779775280898877; 'f1-score': 0.8578750246402524; 'support': 2225}; '1': {'precision': 0.4024390243902439; 'recall': 0.04680851063829787; 'f1-score': 0.08386277001270648; 'support': 705}; 'accuracy': 0.7539249146757679; 'macro avg': {'precision': 0.5832419841052343; 'recall': 0.5123930193640928; 'f1-score': 0.47086889732647946; 'support': 2930}; 'weighted avg': {'precision': 0.6770373761758095; 'recall': 0.7539249146757679; 'f1-score': 0.6716365811206553; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,3296,[8; 9],262,378.981727,0.672355,2,[X2 >= 329054.000000 OR X5 == 2],{'0': {'precision': 0.9339688989606939; 'recall': 0.5969135494181691; 'f1-score': 0.7283363802559415; 'support': 20023}; '1': {'precision': 0.4055825600235675; 'recall': 0.866971032745592; 'f1-score': 0.5526342197691922; 'support': 6352}; 'accuracy': 0.661952606635071; 'macro avg': {'precision': 0.6697757294921307; 'recall': 0.7319422910818805; 'f1-score': 0.6404853000125669; 'support': 26375}; 'weighted avg': {'precision': 0.8067154382998929; 'recall': 0.661952606635071; 'f1-score': 0.6860213044867726; 'support': 26375}},{'0': {'precision': 0.9426172148355494; 'recall': 0.6053932584269663; 'f1-score': 0.7372742200328407; 'support': 2225}; '1': {'precision': 0.4150566289140573; 'recall': 0.8836879432624114; 'f1-score': 0.5648232094288305; 'support': 705}; 'accuracy': 0.6723549488054608; 'macro avg': {'precision': 0.6788369218748034; 'recall': 0.7445406008446889; 'f1-score': 0.6510487147308356; 'support': 2930}; 'weighted avg': {'precision': 0.8156785755609242; 'recall': 0.6723549488054608; 'f1-score': 0.6957800348875072; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,3296,[8; 9],262,359.986138,0.758703,3,[X3 == 10 OR X6 == 4 OR X13 == 7],{'0': {'precision': 0.8011693335677862; 'recall': 0.9101578106272473; 'f1-score': 0.8521930234733003; 'support': 20024}; '1': {'precision': 0.503997794320375; 'recall': 0.2878286883955283; 'f1-score': 0.3664060934054921; 'support': 6351}; 'accuracy': 0.760303317535545; 'macro avg': {'precision': 0.6525835639440806; 'recall': 0.5989932495113878; 'f1-score': 0.6092995584393962; 'support': 26375}; 'weighted avg': {'precision': 0.729611553633746; 'recall': 0.760303317535545; 'f1-score': 0.7352173725591525; 'support': 26375}},{'0': {'precision': 0.7968688845401174; 'recall': 0.9154676258992805; 'f1-score': 0.8520611006486712; 'support': 2224}; '1': {'precision': 0.49866666666666665; 'recall': 0.26487252124645894; 'f1-score': 0.34597594819611477; 'support': 706}; 'accuracy': 0.758703071672355; 'macro avg': {'precision': 0.647767775603392; 'recall': 0.5901700735728698; 'f1-score': 0.599018524422393; 'support': 2930}; 'weighted avg': {'precision': 0.7250153808477432; 'recall': 0.758703071672355; 'f1-score': 0.7301170331976458; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,3296,[8; 9],262,349.781601,0.579522,4,[X0 >= 37.000000 OR X1 == 1 OR X1 == 2 OR X6 == 14],{'0': {'precision': 0.8774814167031045; 'recall': 0.5010986815821015; 'f1-score': 0.6379096601926316; 'support': 20024}; '1': {'precision': 0.3313253012048193; 'recall': 0.7794048181388757; 'f1-score': 0.464985205016204; 'support': 6351}; 'accuracy': 0.5681137440758294; 'macro avg': {'precision': 0.6044033589539619; 'recall': 0.6402517498604886; 'f1-score': 0.5514474326044179; 'support': 26375}; 'weighted avg': {'precision': 0.7459690948252047; 'recall': 0.5681137440758294; 'f1-score': 0.5962701070238926; 'support': 26375}},{'0': {'precision': 0.8893249607535322; 'recall': 0.5094424460431655; 'f1-score': 0.6477987421383647; 'support': 2224}; '1': {'precision': 0.34118357487922707; 'recall': 0.8002832861189801; 'f1-score': 0.47840812870448773; 'support': 706}; 'accuracy': 0.5795221843003413; 'macro avg': {'precision': 0.6152542678163796; 'recall': 0.6548628660810728; 'f1-score': 0.5631034354214263; 'support': 2930}; 'weighted avg': {'precision': 0.757247207024092; 'recall': 0.5795221843003413; 'f1-score': 0.6069831199252872; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [8, 9], 'n_partitions': 3296}, (mean val acc cv) 0.698379 (+- 0.067302), (mean training time) 203.154164 (+- 106.057849)
