l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,284,32,1,[284; 284],564,787.929710,0.843750,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9636363636363636; 'recall': 0.5145631067961165; 'f1-score': 0.6708860759493671; 'support': 103}; '1.0': {'precision': 0.7816593886462883; 'recall': 0.988950276243094; 'f1-score': 0.8731707317073172; 'support': 181}; 'accuracy': 0.8169014084507042; 'macro avg': {'precision': 0.8726478761413259; 'recall': 0.7517566915196052; 'f1-score': 0.7720284038283421; 'support': 284}; 'weighted avg': {'precision': 0.8476580802800128; 'recall': 0.8169014084507042; 'f1-score': 0.7998069304993282; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8076923076923077; 'recall': 1.0; 'f1-score': 0.8936170212765957; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.9038461538461539; 'recall': 0.7727272727272727; 'f1-score': 0.799749687108886; 'support': 32}; 'weighted avg': {'precision': 0.873798076923077; 'recall': 0.84375; 'f1-score': 0.8290832290362953; 'support': 32}}
l: 5,1,CNF,1,284,32,1,[284; 284],564,346.411814,0.843750,1,[X26 < 1.000000],{'0.0': {'precision': 0.8493150684931506; 'recall': 0.6019417475728155; 'f1-score': 0.7045454545454545; 'support': 103}; '1.0': {'precision': 0.8056872037914692; 'recall': 0.9392265193370166; 'f1-score': 0.8673469387755102; 'support': 181}; 'accuracy': 0.8169014084507042; 'macro avg': {'precision': 0.8275011361423099; 'recall': 0.770584133454916; 'f1-score': 0.7859461966604824; 'support': 284}; 'weighted avg': {'precision': 0.8215099857079241; 'recall': 0.8169014084507042; 'f1-score': 0.8083027385089759; 'support': 284}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.9523809523809523; 'f1-score': 0.888888888888889; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8541666666666667; 'recall': 0.7943722943722944; 'f1-score': 0.8128654970760234; 'support': 32}; 'weighted avg': {'precision': 0.84765625; 'recall': 0.84375; 'f1-score': 0.8366228070175439; 'support': 32}}
l: 5,1,CNF,2,284,32,1,[284; 284],564,542.573155,0.812500,1,[X26 < 1.000000],{'0.0': {'precision': 0.84; 'recall': 0.6176470588235294; 'f1-score': 0.711864406779661; 'support': 102}; '1.0': {'precision': 0.8133971291866029; 'recall': 0.9340659340659341; 'f1-score': 0.8695652173913043; 'support': 182}; 'accuracy': 0.8204225352112676; 'macro avg': {'precision': 0.8266985645933014; 'recall': 0.7758564964447318; 'f1-score': 0.7907148120854827; 'support': 284}; 'weighted avg': {'precision': 0.822951681380147; 'recall': 0.8204225352112676; 'f1-score': 0.8129261938617705; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 12}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.75; 'f1-score': 0.7681159420289856; 'support': 32}; 'weighted avg': {'precision': 0.8557692307692308; 'recall': 0.8125; 'f1-score': 0.7934782608695653; 'support': 32}}
l: 5,1,CNF,3,284,32,1,[284; 284],564,222.686180,0.750000,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9818181818181818; 'recall': 0.5294117647058824; 'f1-score': 0.6878980891719745; 'support': 102}; '1.0': {'precision': 0.7903930131004366; 'recall': 0.9945054945054945; 'f1-score': 0.8807785888077858; 'support': 182}; 'accuracy': 0.8274647887323944; 'macro avg': {'precision': 0.8861055974593093; 'recall': 0.7619586296056884; 'f1-score': 0.7843383389898801; 'support': 284}; 'weighted avg': {'precision': 0.8591443060906128; 'recall': 0.8274647887323944; 'f1-score': 0.8115046065442197; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.4166666666666667; 'f1-score': 0.5555555555555556; 'support': 12}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.95; 'f1-score': 0.8260869565217392; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.782051282051282; 'recall': 0.6833333333333333; 'f1-score': 0.6908212560386474; 'support': 32}; 'weighted avg': {'precision': 0.7692307692307692; 'recall': 0.75; 'f1-score': 0.7246376811594204; 'support': 32}}
l: 5,1,CNF,4,284,32,1,[284; 284],564,699.349790,0.781250,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9642857142857143; 'recall': 0.5294117647058824; 'f1-score': 0.6835443037974683; 'support': 102}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.989010989010989; 'f1-score': 0.8780487804878049; 'support': 182}; 'accuracy': 0.823943661971831; 'macro avg': {'precision': 0.8768796992481203; 'recall': 0.7592113768584356; 'f1-score': 0.7807965421426366; 'support': 284}; 'weighted avg': {'precision': 0.8522582865614741; 'recall': 0.823943661971831; 'f1-score': 0.8081915388595854; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.4166666666666667; 'f1-score': 0.5882352941176471; 'support': 12}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.7083333333333334; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.8379629629629629; 'recall': 0.78125; 'f1-score': 0.7525031289111389; 'support': 32}}
l: 5,1,CNF,5,284,32,1,[284; 284],564,239.376721,0.687500,1,[X6 >= 0.037590],{'0.0': {'precision': 0.9491525423728814; 'recall': 0.5490196078431373; 'f1-score': 0.6956521739130436; 'support': 102}; '1.0': {'precision': 0.7955555555555556; 'recall': 0.9835164835164835; 'f1-score': 0.8796068796068796; 'support': 182}; 'accuracy': 0.8274647887323944; 'macro avg': {'precision': 0.8723540489642185; 'recall': 0.7662680456798103; 'f1-score': 0.7876295267599616; 'support': 284}; 'weighted avg': {'precision': 0.850720670539243; 'recall': 0.8274647887323944; 'f1-score': 0.8135386402379666; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.25; 'f1-score': 0.375; 'support': 12}; '1.0': {'precision': 0.6785714285714286; 'recall': 0.95; 'f1-score': 0.7916666666666667; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.7142857142857143; 'recall': 0.6; 'f1-score': 0.5833333333333334; 'support': 32}; 'weighted avg': {'precision': 0.7053571428571429; 'recall': 0.6875; 'f1-score': 0.6354166666666667; 'support': 32}}
l: 5,1,CNF,6,285,31,1,[285; 285],564,685.622758,0.774194,1,[X26 < 1.000000],{'0.0': {'precision': 0.8533333333333334; 'recall': 0.6213592233009708; 'f1-score': 0.7191011235955056; 'support': 103}; '1.0': {'precision': 0.8142857142857143; 'recall': 0.9395604395604396; 'f1-score': 0.8724489795918368; 'support': 182}; 'accuracy': 0.8245614035087719; 'macro avg': {'precision': 0.8338095238095238; 'recall': 0.7804598314307052; 'f1-score': 0.7957750515936712; 'support': 285}; 'weighted avg': {'precision': 0.8283976608187135; 'recall': 0.8245614035087719; 'f1-score': 0.81702852637211; 'support': 285}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.45454545454545453; 'f1-score': 0.5882352941176471; 'support': 11}; '1.0': {'precision': 0.76; 'recall': 0.95; 'f1-score': 0.8444444444444444; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.7966666666666666; 'recall': 0.7022727272727273; 'f1-score': 0.7163398692810458; 'support': 31}; 'weighted avg': {'precision': 0.7860215053763441; 'recall': 0.7741935483870968; 'f1-score': 0.7535315201349357; 'support': 31}}
l: 5,1,CNF,7,285,31,1,[285; 285],564,604.721820,0.838710,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9811320754716981; 'recall': 0.5048543689320388; 'f1-score': 0.6666666666666666; 'support': 103}; '1.0': {'precision': 0.7801724137931034; 'recall': 0.9945054945054945; 'f1-score': 0.8743961352657005; 'support': 182}; 'accuracy': 0.8175438596491228; 'macro avg': {'precision': 0.8806522446324008; 'recall': 0.7496799317187667; 'f1-score': 0.7705314009661836; 'support': 285}; 'weighted avg': {'precision': 0.8527999406453676; 'recall': 0.8175438596491228; 'f1-score': 0.7993219764386812; 'support': 285}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.95; 'f1-score': 0.8837209302325583; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8505434782608696; 'recall': 0.7931818181818182; 'f1-score': 0.8102815177478581; 'support': 31}; 'weighted avg': {'precision': 0.8434431977559607; 'recall': 0.8387096774193549; 'f1-score': 0.8316026375014807; 'support': 31}}
l: 5,1,CNF,8,285,31,1,[285; 285],564,844.874258,0.741935,1,[X4 >= 0.067040],{'0.0': {'precision': 0.9655172413793104; 'recall': 0.5436893203883495; 'f1-score': 0.6956521739130436; 'support': 103}; '1.0': {'precision': 0.7929515418502202; 'recall': 0.989010989010989; 'f1-score': 0.8801955990220048; 'support': 182}; 'accuracy': 0.8280701754385965; 'macro avg': {'precision': 0.8792343916147654; 'recall': 0.7663501546996693; 'f1-score': 0.7879238864675242; 'support': 285}; 'weighted avg': {'precision': 0.8553173911537159; 'recall': 0.8280701754385965; 'f1-score': 0.8135009576668363; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.2727272727272727; 'f1-score': 0.42857142857142855; 'support': 11}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.8571428571428572; 'recall': 0.6363636363636364; 'f1-score': 0.6309523809523809; 'support': 31}; 'weighted avg': {'precision': 0.815668202764977; 'recall': 0.7419354838709677; 'f1-score': 0.6897081413210445; 'support': 31}}
l: 5,1,CNF,9,285,31,1,[285; 285],564,474.891255,0.709677,1,[X26 < 1.000000],{'0.0': {'precision': 0.8985507246376812; 'recall': 0.6019417475728155; 'f1-score': 0.7209302325581395; 'support': 103}; '1.0': {'precision': 0.8101851851851852; 'recall': 0.9615384615384616; 'f1-score': 0.8793969849246231; 'support': 182}; 'accuracy': 0.8315789473684211; 'macro avg': {'precision': 0.8543679549114331; 'recall': 0.7817401045556385; 'f1-score': 0.8001636087413813; 'support': 285}; 'weighted avg': {'precision': 0.8421208011978417; 'recall': 0.8315789473684211; 'f1-score': 0.8221265445956834; 'support': 285}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.6363636363636364; 'f1-score': 0.6086956521739131; 'support': 11}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.75; 'f1-score': 0.7692307692307692; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.6864035087719298; 'recall': 0.6931818181818181; 'f1-score': 0.6889632107023411; 'support': 31}; 'weighted avg': {'precision': 0.7163271080928127; 'recall': 0.7096774193548387; 'f1-score': 0.7122666954364009; 'support': 31}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [285, 285], 'n_partitions': 1}, (mean val acc cv) 0.778327 (+- 0.053375), (mean training time) 544.843746 (+- 209.225874)
