lamda, n_clause, rule_type, partition_size, n_partitions, id_cv, training_time, accuracy
5,1,CNF,[8, 9],35,0,1.006633,0.812500
5,1,CNF,[8, 9],35,1,0.800128,0.812500
5,1,CNF,[8, 9],35,2,0.845046,0.718750
5,1,CNF,[8, 9],35,3,0.920033,0.843750
5,1,CNF,[8, 9],35,4,0.822771,0.812500
5,1,CNF,[8, 9],35,5,0.834470,0.625000
5,1,CNF,[8, 9],35,6,0.964007,0.806452
5,1,CNF,[8, 9],35,7,0.814922,0.741935
5,1,CNF,[8, 9],35,8,0.826959,0.516129
5,1,CNF,[8, 9],35,9,0.873302,0.774194
---> Chosen: (5, 1, 'CNF', [8, 9], 35, 3), (mean val acc cv) 0.746371, (test acc holdout) 0.742857, (mean training time) 0.870827
5,1,CNF,[16, 17],17,0,0.484560,0.843750
5,1,CNF,[16, 17],17,1,0.476632,0.687500
5,1,CNF,[16, 17],17,2,0.500249,0.687500
5,1,CNF,[16, 17],17,3,0.483401,0.656250
5,1,CNF,[16, 17],17,4,0.481259,0.843750
5,1,CNF,[16, 17],17,5,0.481156,0.812500
5,1,CNF,[16, 17],17,6,0.509673,0.741935
5,1,CNF,[16, 17],17,7,0.470604,0.709677
5,1,CNF,[16, 17],17,8,0.469368,0.677419
5,1,CNF,[16, 17],17,9,0.490663,0.548387
---> Chosen: (5, 1, 'CNF', [16, 17], 17, 0), (mean val acc cv) 0.720867, (test acc holdout) 0.742857, (mean training time) 0.484757
5,1,CNF,[35, 36],8,0,0.288368,0.843750
5,1,CNF,[35, 36],8,1,0.304077,0.875000
5,1,CNF,[35, 36],8,2,0.307511,0.687500
5,1,CNF,[35, 36],8,3,0.289075,0.781250
5,1,CNF,[35, 36],8,4,0.288092,0.718750
5,1,CNF,[35, 36],8,5,0.299661,0.656250
5,1,CNF,[35, 36],8,6,0.307791,0.806452
5,1,CNF,[35, 36],8,7,0.280818,0.677419
5,1,CNF,[35, 36],8,8,0.273545,0.870968
5,1,CNF,[35, 36],8,9,0.295089,0.741935
---> Chosen: (5, 1, 'CNF', [35, 36], 8, 1), (mean val acc cv) 0.765927, (test acc holdout) 0.742857, (mean training time) 0.293403
5,1,CNF,[71, 71],4,0,0.235150,0.812500
5,1,CNF,[71, 71],4,1,0.230533,0.843750
5,1,CNF,[71, 71],4,2,0.306353,0.718750
5,1,CNF,[71, 71],4,3,0.217629,0.718750
5,1,CNF,[71, 71],4,4,0.238136,0.718750
5,1,CNF,[71, 71],4,5,0.298569,0.687500
5,1,CNF,[71, 72],4,6,0.235492,0.774194
5,1,CNF,[71, 72],4,7,0.233364,0.806452
5,1,CNF,[71, 72],4,8,0.246140,0.838710
5,1,CNF,[71, 72],4,9,0.282418,0.838710
---> Chosen: (5, 1, 'CNF', [71, 71], 4, 1), (mean val acc cv) 0.775806, (test acc holdout) 0.742857, (mean training time) 0.252379
5,1,CNF,[142, 142],2,0,0.347849,0.843750
5,1,CNF,[142, 142],2,1,0.428044,0.843750
5,1,CNF,[142, 142],2,2,0.422184,0.843750
5,1,CNF,[142, 142],2,3,0.426495,0.781250
5,1,CNF,[142, 142],2,4,0.312081,0.906250
5,1,CNF,[142, 142],2,5,0.483946,0.687500
5,1,CNF,[142, 143],2,6,0.454917,0.806452
5,1,CNF,[142, 143],2,7,0.297539,0.741935
5,1,CNF,[142, 143],2,8,0.405250,0.838710
5,1,CNF,[142, 143],2,9,0.538408,0.774194
---> Chosen: (5, 1, 'CNF', [142, 142], 2, 4), (mean val acc cv) 0.806754, (test acc holdout) 0.742857, (mean training time) 0.411671
5,1,DNF,[8, 9],35,0,0.900323,0.906250
5,1,DNF,[8, 9],35,1,0.848549,0.937500
5,1,DNF,[8, 9],35,2,0.861578,0.906250
5,1,DNF,[8, 9],35,3,0.834716,0.937500
5,1,DNF,[8, 9],35,4,0.869678,0.968750
5,1,DNF,[8, 9],35,5,0.867333,0.968750
5,1,DNF,[8, 9],35,6,0.881617,0.870968
5,1,DNF,[8, 9],35,7,0.847142,0.838710
5,1,DNF,[8, 9],35,8,0.933716,0.967742
5,1,DNF,[8, 9],35,9,0.895314,0.935484
---> Chosen: (5, 1, 'DNF', [8, 9], 35, 4), (mean val acc cv) 0.923790, (test acc holdout) 0.942857, (mean training time) 0.873997
5,1,DNF,[16, 17],17,0,0.527220,0.843750
5,1,DNF,[16, 17],17,1,0.473620,0.937500
5,1,DNF,[16, 17],17,2,0.483017,0.968750
5,1,DNF,[16, 17],17,3,0.491881,0.937500
5,1,DNF,[16, 17],17,4,0.495636,0.968750
5,1,DNF,[16, 17],17,5,0.486006,0.843750
5,1,DNF,[16, 17],17,6,0.475972,0.935484
5,1,DNF,[16, 17],17,7,0.472904,0.806452
5,1,DNF,[16, 17],17,8,0.477602,0.967742
5,1,DNF,[16, 17],17,9,0.495490,0.774194
---> Chosen: (5, 1, 'DNF', [16, 17], 17, 2), (mean val acc cv) 0.898387, (test acc holdout) 0.885714, (mean training time) 0.487935
5,1,DNF,[35, 36],8,0,0.295436,0.875000
5,1,DNF,[35, 36],8,1,0.296376,0.906250
5,1,DNF,[35, 36],8,2,0.303574,0.968750
5,1,DNF,[35, 36],8,3,0.307140,0.968750
5,1,DNF,[35, 36],8,4,0.315503,0.968750
5,1,DNF,[35, 36],8,5,0.299665,0.968750
5,1,DNF,[35, 36],8,6,0.290895,0.935484
5,1,DNF,[35, 36],8,7,0.323040,0.806452
5,1,DNF,[35, 36],8,8,0.290599,0.967742
5,1,DNF,[35, 36],8,9,0.334321,0.806452
---> Chosen: (5, 1, 'DNF', [35, 36], 8, 2), (mean val acc cv) 0.917238, (test acc holdout) 0.857143, (mean training time) 0.305655
5,1,DNF,[71, 71],4,0,0.216692,0.875000
5,1,DNF,[71, 71],4,1,0.208267,0.937500
5,1,DNF,[71, 71],4,2,0.222821,0.968750
5,1,DNF,[71, 71],4,3,0.217129,0.937500
5,1,DNF,[71, 71],4,4,0.235416,0.968750
5,1,DNF,[71, 71],4,5,0.226772,0.937500
5,1,DNF,[71, 72],4,6,0.224840,0.935484
5,1,DNF,[71, 72],4,7,0.226228,0.870968
5,1,DNF,[71, 72],4,8,0.215293,0.967742
5,1,DNF,[71, 72],4,9,0.243329,0.935484
---> Chosen: (5, 1, 'DNF', [71, 71], 4, 2), (mean val acc cv) 0.933468, (test acc holdout) 0.914286, (mean training time) 0.223679
5,1,DNF,[142, 142],2,0,0.167113,0.875000
5,1,DNF,[142, 142],2,1,0.166354,0.937500
5,1,DNF,[142, 142],2,2,0.182750,0.937500
5,1,DNF,[142, 142],2,3,0.172121,0.937500
5,1,DNF,[142, 142],2,4,0.174018,1.000000
5,1,DNF,[142, 142],2,5,0.168706,0.937500
5,1,DNF,[142, 143],2,6,0.179693,0.935484
5,1,DNF,[142, 143],2,7,0.173442,0.838710
5,1,DNF,[142, 143],2,8,0.172790,0.967742
5,1,DNF,[142, 143],2,9,0.187042,0.838710
---> Chosen: (5, 1, 'DNF', [142, 142], 2, 4), (mean val acc cv) 0.920565, (test acc holdout) 0.914286, (mean training time) 0.174403
5,2,CNF,[8, 9],35,0,0.962321,0.843750
5,2,CNF,[8, 9],35,1,0.935570,0.468750
5,2,CNF,[8, 9],35,2,0.942706,0.750000
5,2,CNF,[8, 9],35,3,0.930811,0.625000
5,2,CNF,[8, 9],35,4,0.948416,0.906250
5,2,CNF,[8, 9],35,5,0.936153,0.843750
5,2,CNF,[8, 9],35,6,0.911804,0.806452
5,2,CNF,[8, 9],35,7,0.948178,0.612903
5,2,CNF,[8, 9],35,8,0.904843,0.935484
5,2,CNF,[8, 9],35,9,0.984140,0.838710
---> Chosen: (5, 2, 'CNF', [8, 9], 35, 8), (mean val acc cv) 0.763105, (test acc holdout) 0.800000, (mean training time) 0.940494
5,2,CNF,[16, 17],17,0,0.540725,0.781250
5,2,CNF,[16, 17],17,1,0.505405,0.656250
5,2,CNF,[16, 17],17,2,0.560011,0.437500
5,2,CNF,[16, 17],17,3,0.557796,0.812500
5,2,CNF,[16, 17],17,4,0.536189,0.906250
5,2,CNF,[16, 17],17,5,0.541892,0.687500
5,2,CNF,[16, 17],17,6,0.533396,0.580645
5,2,CNF,[16, 17],17,7,0.526109,0.741935
5,2,CNF,[16, 17],17,8,0.540415,0.838710
5,2,CNF,[16, 17],17,9,0.555993,0.709677
---> Chosen: (5, 2, 'CNF', [16, 17], 17, 4), (mean val acc cv) 0.715222, (test acc holdout) 0.714286, (mean training time) 0.539793
5,2,CNF,[35, 36],8,0,0.361171,0.843750
5,2,CNF,[35, 36],8,1,0.385251,0.906250
5,2,CNF,[35, 36],8,2,0.388185,0.781250
5,2,CNF,[35, 36],8,3,0.430607,0.750000
5,2,CNF,[35, 36],8,4,0.370821,0.937500
5,2,CNF,[35, 36],8,5,0.446014,0.656250
5,2,CNF,[35, 36],8,6,0.395175,0.774194
5,2,CNF,[35, 36],8,7,0.365661,0.741935
5,2,CNF,[35, 36],8,8,0.374092,0.935484
5,2,CNF,[35, 36],8,9,0.380632,0.709677
---> Chosen: (5, 2, 'CNF', [35, 36], 8, 4), (mean val acc cv) 0.803629, (test acc holdout) 0.742857, (mean training time) 0.389761
5,2,CNF,[71, 71],4,0,0.856741,0.812500
5,2,CNF,[71, 71],4,1,0.885173,0.937500
5,2,CNF,[71, 71],4,2,0.712132,0.750000
5,2,CNF,[71, 71],4,3,0.895267,0.687500
5,2,CNF,[71, 71],4,4,0.716666,0.906250
5,2,CNF,[71, 71],4,5,0.948099,0.781250
5,2,CNF,[71, 72],4,6,0.889388,0.774194
5,2,CNF,[71, 72],4,7,2.193160,0.741935
5,2,CNF,[71, 72],4,8,1.109129,0.935484
5,2,CNF,[71, 72],4,9,0.605054,0.709677
---> Chosen: (5, 2, 'CNF', [71, 71], 4, 1), (mean val acc cv) 0.803629, (test acc holdout) 0.914286, (mean training time) 0.981081
5,2,CNF,[142, 142],2,0,8.266924,0.843750
5,2,CNF,[142, 142],2,1,7.998710,0.875000
5,2,CNF,[142, 142],2,2,14.668036,0.750000
5,2,CNF,[142, 142],2,3,9.093017,0.812500
5,2,CNF,[142, 142],2,4,12.213104,0.937500
5,2,CNF,[142, 142],2,5,5.922789,0.843750
5,2,CNF,[142, 143],2,6,5.152209,0.806452
5,2,CNF,[142, 143],2,7,9.008424,0.838710
5,2,CNF,[142, 143],2,8,5.003264,0.838710
5,2,CNF,[142, 143],2,9,10.025401,0.870968
---> Chosen: (5, 2, 'CNF', [142, 142], 2, 4), (mean val acc cv) 0.841734, (test acc holdout) 0.885714, (mean training time) 8.735188
5,2,DNF,[8, 9],35,0,0.895806,0.875000
5,2,DNF,[8, 9],35,1,0.877330,0.843750
5,2,DNF,[8, 9],35,2,0.878768,0.968750
5,2,DNF,[8, 9],35,3,0.891937,0.937500
5,2,DNF,[8, 9],35,4,0.876802,0.968750
5,2,DNF,[8, 9],35,5,0.892011,0.937500
5,2,DNF,[8, 9],35,6,0.876248,0.935484
5,2,DNF,[8, 9],35,7,0.876140,0.709677
5,2,DNF,[8, 9],35,8,0.844833,0.967742
5,2,DNF,[8, 9],35,9,0.898271,0.774194
---> Chosen: (5, 2, 'DNF', [8, 9], 35, 2), (mean val acc cv) 0.891835, (test acc holdout) 0.914286, (mean training time) 0.880815
5,2,DNF,[16, 17],17,0,0.528945,0.750000
