lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,605,68,1,[605; 605],64,0.937139,0.764706,0,[],{'0': {'precision': 0.7619834710743801; 'recall': 1.0; 'f1-score': 0.8649155722326454; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7619834710743801; 'macro avg': {'precision': 0.38099173553719007; 'recall': 0.5; 'f1-score': 0.4324577861163227; 'support': 605}; 'weighted avg': {'precision': 0.5806188101905607; 'recall': 0.7619834710743801; 'f1-score': 0.6590513699161149; 'support': 605}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
5,1,CNF,1,605,68,1,[605; 605],64,1.085712,0.764706,0,[],{'0': {'precision': 0.7619834710743801; 'recall': 1.0; 'f1-score': 0.8649155722326454; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7619834710743801; 'macro avg': {'precision': 0.38099173553719007; 'recall': 0.5; 'f1-score': 0.4324577861163227; 'support': 605}; 'weighted avg': {'precision': 0.5806188101905607; 'recall': 0.7619834710743801; 'f1-score': 0.6590513699161149; 'support': 605}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
5,1,CNF,2,605,68,1,[605; 605],64,1.026425,0.764706,0,[],{'0': {'precision': 0.7619834710743801; 'recall': 1.0; 'f1-score': 0.8649155722326454; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7619834710743801; 'macro avg': {'precision': 0.38099173553719007; 'recall': 0.5; 'f1-score': 0.4324577861163227; 'support': 605}; 'weighted avg': {'precision': 0.5806188101905607; 'recall': 0.7619834710743801; 'f1-score': 0.6590513699161149; 'support': 605}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
5,1,CNF,3,606,67,1,[606; 606],64,1.156544,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,4,606,67,1,[606; 606],64,1.181851,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,5,606,67,1,[606; 606],64,1.054993,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,6,606,67,1,[606; 606],64,1.105737,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,7,606,67,1,[606; 606],64,1.079865,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,8,606,67,1,[606; 606],64,0.917801,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,9,606,67,1,[606; 606],64,1.036440,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,DNF,0,605,68,1,[605; 605],64,1.329738,0.779412,3,[X0 < 7.000000 AND X1 >= 5.000000 AND X3 < 45.000000],{'0': {'precision': 0.8237547892720306; 'recall': 0.9327548806941431; 'f1-score': 0.8748728382502542; 'support': 461}; '1': {'precision': 0.6265060240963856; 'recall': 0.3611111111111111; 'f1-score': 0.4581497797356828; 'support': 144}; 'accuracy': 0.7966942148760331; 'macro avg': {'precision': 0.7251304066842081; 'recall': 0.6469329959026271; 'f1-score': 0.6665113089929685; 'support': 605}; 'weighted avg': {'precision': 0.7768063228500589; 'recall': 0.7966942148760331; 'f1-score': 0.775685862339348; 'support': 605}},{'0': {'precision': 0.8245614035087719; 'recall': 0.9038461538461539; 'f1-score': 0.8623853211009175; 'support': 52}; '1': {'precision': 0.5454545454545454; 'recall': 0.375; 'f1-score': 0.4444444444444444; 'support': 16}; 'accuracy': 0.7794117647058824; 'macro avg': {'precision': 0.6850079744816586; 'recall': 0.6394230769230769; 'f1-score': 0.6534148827726809; 'support': 68}; 'weighted avg': {'precision': 0.7588892016136599; 'recall': 0.7794117647058824; 'f1-score': 0.7640462912993944; 'support': 68}}
5,1,DNF,1,605,68,1,[605; 605],64,1.801997,0.808824,3,[X0 < 7.000000 AND X2 >= 1250.000000 AND X3 < 45.000000],{'0': {'precision': 0.8243243243243243; 'recall': 0.9262472885032538; 'f1-score': 0.8723186925434117; 'support': 461}; '1': {'precision': 0.6091954022988506; 'recall': 0.3680555555555556; 'f1-score': 0.4588744588744589; 'support': 144}; 'accuracy': 0.7933884297520661; 'macro avg': {'precision': 0.7167598633115875; 'recall': 0.6471514220294047; 'f1-score': 0.6655965757089353; 'support': 605}; 'weighted avg': {'precision': 0.7731200850323108; 'recall': 0.7933884297520661; 'f1-score': 0.7739121311412147; 'support': 605}},{'0': {'precision': 0.819672131147541; 'recall': 0.9615384615384616; 'f1-score': 0.8849557522123893; 'support': 52}; '1': {'precision': 0.7142857142857143; 'recall': 0.3125; 'f1-score': 0.43478260869565216; 'support': 16}; 'accuracy': 0.8088235294117647; 'macro avg': {'precision': 0.7669789227166277; 'recall': 0.6370192307692308; 'f1-score': 0.6598691804540208; 'support': 68}; 'weighted avg': {'precision': 0.7948753271800524; 'recall': 0.8088235294117647; 'f1-score': 0.779032659620216; 'support': 68}}
5,1,DNF,2,605,68,1,[605; 605],64,0.998984,0.779412,3,[X0 < 7.000000 AND X1 >= 5.000000 AND X3 < 45.000000],{'0': {'precision': 0.8262548262548263; 'recall': 0.928416485900217; 'f1-score': 0.874361593462717; 'support': 461}; '1': {'precision': 0.6206896551724138; 'recall': 0.375; 'f1-score': 0.4675324675324676; 'support': 144}; 'accuracy': 0.7966942148760331; 'macro avg': {'precision': 0.72347224071362; 'recall': 0.6517082429501084; 'f1-score': 0.6709470304975923; 'support': 605}; 'weighted avg': {'precision': 0.7773269177657892; 'recall': 0.7966942148760331; 'f1-score': 0.7775295370429552; 'support': 605}},{'0': {'precision': 0.8032786885245902; 'recall': 0.9423076923076923; 'f1-score': 0.8672566371681416; 'support': 52}; '1': {'precision': 0.5714285714285714; 'recall': 0.25; 'f1-score': 0.34782608695652173; 'support': 16}; 'accuracy': 0.7794117647058824; 'macro avg': {'precision': 0.6873536299765808; 'recall': 0.5961538461538461; 'f1-score': 0.6075413620623317; 'support': 68}; 'weighted avg': {'precision': 0.7487257197961151; 'recall': 0.7794117647058824; 'f1-score': 0.7450376841771723; 'support': 68}}
5,1,DNF,3,606,67,1,[606; 606],64,1.742918,0.776119,3,[X0 < 7.000000 AND X2 >= 1250.000000 AND X3 < 45.000000],{'0': {'precision': 0.8216318785578748; 'recall': 0.9372294372294372; 'f1-score': 0.8756319514661275; 'support': 462}; '1': {'precision': 0.6329113924050633; 'recall': 0.3472222222222222; 'f1-score': 0.44843049327354256; 'support': 144}; 'accuracy': 0.7970297029702971; 'macro avg': {'precision': 0.727271635481469; 'recall': 0.6422258297258296; 'f1-score': 0.662031222369835; 'support': 606}; 'weighted avg': {'precision': 0.7767874066007711; 'recall': 0.7970297029702971; 'f1-score': 0.7741187336777905; 'support': 606}},{'0': {'precision': 0.8461538461538461; 'recall': 0.8627450980392157; 'f1-score': 0.854368932038835; 'support': 51}; '1': {'precision': 0.5333333333333333; 'recall': 0.5; 'f1-score': 0.5161290322580646; 'support': 16}; 'accuracy': 0.7761194029850746; 'macro avg': {'precision': 0.6897435897435897; 'recall': 0.6813725490196079; 'f1-score': 0.6852489821484498; 'support': 67}; 'weighted avg': {'precision': 0.7714504401071565; 'recall': 0.7761194029850746; 'f1-score': 0.7735952246285018; 'support': 67}}
5,1,DNF,4,606,67,1,[606; 606],64,1.484662,0.791045,3,[X0 < 7.000000 AND X1 >= 5.000000 AND X3 < 45.000000],{'0': {'precision': 0.825; 'recall': 0.9285714285714286; 'f1-score': 0.8737270875763747; 'support': 462}; '1': {'precision': 0.6162790697674418; 'recall': 0.3680555555555556; 'f1-score': 0.4608695652173913; 'support': 144}; 'accuracy': 0.7953795379537953; 'macro avg': {'precision': 0.7206395348837209; 'recall': 0.6483134920634921; 'f1-score': 0.667298326396883; 'support': 606}; 'weighted avg': {'precision': 0.7754029472714713; 'recall': 0.7953795379537953; 'f1-score': 0.7756223297881015; 'support': 606}},{'0': {'precision': 0.8135593220338984; 'recall': 0.9411764705882353; 'f1-score': 0.8727272727272728; 'support': 51}; '1': {'precision': 0.625; 'recall': 0.3125; 'f1-score': 0.4166666666666667; 'support': 16}; 'accuracy': 0.7910447761194029; 'macro avg': {'precision': 0.7192796610169492; 'recall': 0.6268382352941176; 'f1-score': 0.6446969696969698; 'support': 67}; 'weighted avg': {'precision': 0.7685302302049077; 'recall': 0.7910447761194029; 'f1-score': 0.7638172772501132; 'support': 67}}
5,1,DNF,5,606,67,1,[606; 606],64,3.410211,0.791045,3,[X0 < 7.000000 AND X1 >= 5.000000 AND X3 < 45.000000],{'0': {'precision': 0.8225190839694656; 'recall': 0.9329004329004329; 'f1-score': 0.8742393509127788; 'support': 462}; '1': {'precision': 0.6219512195121951; 'recall': 0.3541666666666667; 'f1-score': 0.4513274336283186; 'support': 144}; 'accuracy': 0.7953795379537953; 'macro avg': {'precision': 0.7222351517408303; 'recall': 0.6435335497835498; 'f1-score': 0.6627833922705487; 'support': 606}; 'weighted avg': {'precision': 0.7748593934053617; 'recall': 0.7953795379537953; 'f1-score': 0.7737454299738972; 'support': 606}},{'0': {'precision': 0.8363636363636363; 'recall': 0.9019607843137255; 'f1-score': 0.8679245283018867; 'support': 51}; '1': {'precision': 0.5833333333333334; 'recall': 0.4375; 'f1-score': 0.5; 'support': 16}; 'accuracy': 0.7910447761194029; 'macro avg': {'precision': 0.7098484848484848; 'recall': 0.6697303921568627; 'f1-score': 0.6839622641509433; 'support': 67}; 'weighted avg': {'precision': 0.7759384893713251; 'recall': 0.7910447761194029; 'f1-score': 0.7800619543790481; 'support': 67}}
