lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,605,68,75,[8; 9],64,1.261728,0.764706,0,[],{'0': {'precision': 0.7619834710743801; 'recall': 1.0; 'f1-score': 0.8649155722326454; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7619834710743801; 'macro avg': {'precision': 0.38099173553719007; 'recall': 0.5; 'f1-score': 0.4324577861163227; 'support': 605}; 'weighted avg': {'precision': 0.5806188101905607; 'recall': 0.7619834710743801; 'f1-score': 0.6590513699161149; 'support': 605}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
5,1,CNF,1,605,68,75,[8; 9],64,1.550714,0.470588,1,[X1 >= 4.000000],{'0': {'precision': 0.8566666666666667; 'recall': 0.5574837310195228; 'f1-score': 0.6754270696452036; 'support': 461}; '1': {'precision': 0.33114754098360655; 'recall': 0.7013888888888888; 'f1-score': 0.44988864142538976; 'support': 144}; 'accuracy': 0.5917355371900826; 'macro avg': {'precision': 0.5939071038251367; 'recall': 0.6294363099542057; 'f1-score': 0.5626578555352967; 'support': 605}; 'weighted avg': {'precision': 0.7315844284875582; 'recall': 0.5917355371900826; 'f1-score': 0.6217451958209834; 'support': 605}},{'0': {'precision': 0.9; 'recall': 0.34615384615384615; 'f1-score': 0.5; 'support': 52}; '1': {'precision': 0.2916666666666667; 'recall': 0.875; 'f1-score': 0.43750000000000006; 'support': 16}; 'accuracy': 0.47058823529411764; 'macro avg': {'precision': 0.5958333333333333; 'recall': 0.6105769230769231; 'f1-score': 0.46875; 'support': 68}; 'weighted avg': {'precision': 0.7568627450980392; 'recall': 0.47058823529411764; 'f1-score': 0.4852941176470588; 'support': 68}}
5,1,CNF,2,605,68,75,[8; 9],64,1.624839,0.764706,0,[],{'0': {'precision': 0.7619834710743801; 'recall': 1.0; 'f1-score': 0.8649155722326454; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7619834710743801; 'macro avg': {'precision': 0.38099173553719007; 'recall': 0.5; 'f1-score': 0.4324577861163227; 'support': 605}; 'weighted avg': {'precision': 0.5806188101905607; 'recall': 0.7619834710743801; 'f1-score': 0.6590513699161149; 'support': 605}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
5,1,CNF,3,606,67,75,[8; 9],64,1.367557,0.597015,1,[X0 < 4.000000],{'0': {'precision': 0.8167770419426048; 'recall': 0.8008658008658008; 'f1-score': 0.8087431693989071; 'support': 462}; '1': {'precision': 0.39869281045751637; 'recall': 0.4236111111111111; 'f1-score': 0.41077441077441085; 'support': 144}; 'accuracy': 0.7112211221122112; 'macro avg': {'precision': 0.6077349262000606; 'recall': 0.6122384559884559; 'f1-score': 0.609758790086659; 'support': 606}; 'weighted avg': {'precision': 0.7174302938669402; 'recall': 0.7112211221122112; 'f1-score': 0.7141763356663535; 'support': 606}},{'0': {'precision': 0.7727272727272727; 'recall': 0.6666666666666666; 'f1-score': 0.7157894736842105; 'support': 51}; '1': {'precision': 0.2608695652173913; 'recall': 0.375; 'f1-score': 0.30769230769230765; 'support': 16}; 'accuracy': 0.5970149253731343; 'macro avg': {'precision': 0.516798418972332; 'recall': 0.5208333333333333; 'f1-score': 0.5117408906882591; 'support': 67}; 'weighted avg': {'precision': 0.6504925963070024; 'recall': 0.5970149253731343; 'f1-score': 0.6183334340443531; 'support': 67}}
5,1,CNF,4,606,67,75,[8; 9],64,1.326145,0.761194,1,[X1 >= 8.000000],{'0': {'precision': 0.7970085470085471; 'recall': 0.8073593073593074; 'f1-score': 0.8021505376344086; 'support': 462}; '1': {'precision': 0.35507246376811596; 'recall': 0.3402777777777778; 'f1-score': 0.3475177304964539; 'support': 144}; 'accuracy': 0.6963696369636964; 'macro avg': {'precision': 0.5760405053883315; 'recall': 0.5738185425685426; 'f1-score': 0.5748341340654313; 'support': 606}; 'weighted avg': {'precision': 0.6919940321791377; 'recall': 0.6963696369636964; 'f1-score': 0.6941189795026174; 'support': 606}},{'0': {'precision': 0.8571428571428571; 'recall': 0.8235294117647058; 'f1-score': 0.84; 'support': 51}; '1': {'precision': 0.5; 'recall': 0.5625; 'f1-score': 0.5294117647058824; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.6785714285714286; 'recall': 0.6930147058823529; 'f1-score': 0.6847058823529412; 'support': 67}; 'weighted avg': {'precision': 0.7718550106609808; 'recall': 0.7611940298507462; 'f1-score': 0.7658296751536434; 'support': 67}}
5,1,CNF,5,606,67,75,[8; 9],64,1.557893,0.656716,1,[X0 < 4.000000],{'0': {'precision': 0.8165548098434005; 'recall': 0.79004329004329; 'f1-score': 0.8030803080308031; 'support': 462}; '1': {'precision': 0.389937106918239; 'recall': 0.4305555555555556; 'f1-score': 0.40924092409240925; 'support': 144}; 'accuracy': 0.7046204620462047; 'macro avg': {'precision': 0.6032459583808197; 'recall': 0.6102994227994227; 'f1-score': 0.6061606160616062; 'support': 606}; 'weighted avg': {'precision': 0.7151803061780155; 'recall': 0.7046204620462047; 'f1-score': 0.7094947118474224; 'support': 606}},{'0': {'precision': 0.78; 'recall': 0.7647058823529411; 'f1-score': 0.7722772277227723; 'support': 51}; '1': {'precision': 0.29411764705882354; 'recall': 0.3125; 'f1-score': 0.30303030303030304; 'support': 16}; 'accuracy': 0.6567164179104478; 'macro avg': {'precision': 0.5370588235294118; 'recall': 0.5386029411764706; 'f1-score': 0.5376537653765376; 'support': 67}; 'weighted avg': {'precision': 0.6639683933274803; 'recall': 0.6567164179104478; 'f1-score': 0.6602182606320334; 'support': 67}}
5,1,CNF,6,606,67,75,[8; 9],64,1.404221,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,7,606,67,75,[8; 9],64,1.485729,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,8,606,67,75,[8; 9],64,1.480028,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,9,606,67,75,[8; 9],64,2.223623,0.597015,1,[X1 >= 6.000000],{'0': {'precision': 0.8385416666666666; 'recall': 0.696969696969697; 'f1-score': 0.7612293144208038; 'support': 462}; '1': {'precision': 0.36936936936936937; 'recall': 0.5694444444444444; 'f1-score': 0.44808743169398907; 'support': 144}; 'accuracy': 0.6666666666666666; 'macro avg': {'precision': 0.6039555180180181; 'recall': 0.6332070707070707; 'f1-score': 0.6046583730573964; 'support': 606}; 'weighted avg': {'precision': 0.7270551801801801; 'recall': 0.6666666666666666; 'f1-score': 0.6868193620896795; 'support': 606}},{'0': {'precision': 0.75; 'recall': 0.7058823529411765; 'f1-score': 0.7272727272727272; 'support': 51}; '1': {'precision': 0.21052631578947367; 'recall': 0.25; 'f1-score': 0.22857142857142856; 'support': 16}; 'accuracy': 0.5970149253731343; 'macro avg': {'precision': 0.48026315789473684; 'recall': 0.47794117647058826; 'f1-score': 0.47792207792207786; 'support': 67}; 'weighted avg': {'precision': 0.621170463472113; 'recall': 0.5970149253731343; 'f1-score': 0.6081798798216708; 'support': 67}}
5,1,CNF,0,605,68,37,[16; 17],64,0.737136,0.735294,1,[X3 < 4.000000],{'0': {'precision': 0.75736568457539; 'recall': 0.9479392624728851; 'f1-score': 0.8420038535645472; 'support': 461}; '1': {'precision': 0.14285714285714285; 'recall': 0.027777777777777776; 'f1-score': 0.046511627906976744; 'support': 144}; 'accuracy': 0.7289256198347107; 'macro avg': {'precision': 0.4501114137162664; 'recall': 0.48785852012533143; 'f1-score': 0.44425774073576196; 'support': 605}; 'weighted avg': {'precision': 0.6111024944804684; 'recall': 0.7289256198347107; 'f1-score': 0.6526635552262164; 'support': 605}},{'0': {'precision': 0.765625; 'recall': 0.9423076923076923; 'f1-score': 0.8448275862068965; 'support': 52}; '1': {'precision': 0.25; 'recall': 0.0625; 'f1-score': 0.1; 'support': 16}; 'accuracy': 0.7352941176470589; 'macro avg': {'precision': 0.5078125; 'recall': 0.5024038461538461; 'f1-score': 0.4724137931034482; 'support': 68}; 'weighted avg': {'precision': 0.6443014705882353; 'recall': 0.7352941176470589; 'f1-score': 0.6695740365111562; 'support': 68}}
