lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,605,68,75,[8; 9],64,1.471789,0.764706,0,[],{'0': {'precision': 0.7619834710743801; 'recall': 1.0; 'f1-score': 0.8649155722326454; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7619834710743801; 'macro avg': {'precision': 0.38099173553719007; 'recall': 0.5; 'f1-score': 0.4324577861163227; 'support': 605}; 'weighted avg': {'precision': 0.5806188101905607; 'recall': 0.7619834710743801; 'f1-score': 0.6590513699161149; 'support': 605}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
5,1,CNF,1,605,68,75,[8; 9],64,1.581775,0.544118,1,[X3 < 28.000000],{'0': {'precision': 0.7371794871794872; 'recall': 0.49891540130151846; 'f1-score': 0.5950840879689522; 'support': 461}; '1': {'precision': 0.21160409556313994; 'recall': 0.4305555555555556; 'f1-score': 0.28375286041189934; 'support': 144}; 'accuracy': 0.4826446280991736; 'macro avg': {'precision': 0.4743917913713136; 'recall': 0.464735478428537; 'f1-score': 0.4394184741904258; 'support': 605}; 'weighted avg': {'precision': 0.6120838567782408; 'recall': 0.4826446280991736; 'f1-score': 0.5209821098396701; 'support': 605}},{'0': {'precision': 0.7692307692307693; 'recall': 0.5769230769230769; 'f1-score': 0.6593406593406593; 'support': 52}; '1': {'precision': 0.2413793103448276; 'recall': 0.4375; 'f1-score': 0.3111111111111111; 'support': 16}; 'accuracy': 0.5441176470588235; 'macro avg': {'precision': 0.5053050397877984; 'recall': 0.5072115384615384; 'f1-score': 0.4852258852258852; 'support': 68}; 'weighted avg': {'precision': 0.6450304259634888; 'recall': 0.5441176470588235; 'f1-score': 0.5774042950513539; 'support': 68}}
5,1,CNF,2,605,68,75,[8; 9],64,1.660026,0.558824,1,[X1 < 2.000000],{'0': {'precision': 0.7337526205450734; 'recall': 0.7592190889370932; 'f1-score': 0.746268656716418; 'support': 461}; '1': {'precision': 0.1328125; 'recall': 0.11805555555555555; 'f1-score': 0.12499999999999997; 'support': 144}; 'accuracy': 0.6066115702479339; 'macro avg': {'precision': 0.4332825602725367; 'recall': 0.4386373222463244; 'f1-score': 0.435634328358209; 'support': 605}; 'weighted avg': {'precision': 0.5907189389607915; 'recall': 0.6066115702479339; 'f1-score': 0.5983964475144936; 'support': 605}},{'0': {'precision': 0.7291666666666666; 'recall': 0.6730769230769231; 'f1-score': 0.7; 'support': 52}; '1': {'precision': 0.15; 'recall': 0.1875; 'f1-score': 0.16666666666666663; 'support': 16}; 'accuracy': 0.5588235294117647; 'macro avg': {'precision': 0.4395833333333333; 'recall': 0.43028846153846156; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.592892156862745; 'recall': 0.5588235294117647; 'f1-score': 0.5745098039215686; 'support': 68}}
5,1,CNF,3,606,67,75,[8; 9],64,1.592013,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,4,606,67,75,[8; 9],64,1.606180,0.626866,1,[X0 < 4.000000],{'0': {'precision': 0.8175675675675675; 'recall': 0.7857142857142857; 'f1-score': 0.8013245033112583; 'support': 462}; '1': {'precision': 0.3888888888888889; 'recall': 0.4375; 'f1-score': 0.411764705882353; 'support': 144}; 'accuracy': 0.7029702970297029; 'macro avg': {'precision': 0.6032282282282282; 'recall': 0.6116071428571428; 'f1-score': 0.6065446045968056; 'support': 606}; 'weighted avg': {'precision': 0.7157033270894657; 'recall': 0.7029702970297029; 'f1-score': 0.7087558385756768; 'support': 606}},{'0': {'precision': 0.7708333333333334; 'recall': 0.7254901960784313; 'f1-score': 0.7474747474747475; 'support': 51}; '1': {'precision': 0.2631578947368421; 'recall': 0.3125; 'f1-score': 0.2857142857142857; 'support': 16}; 'accuracy': 0.6268656716417911; 'macro avg': {'precision': 0.5169956140350878; 'recall': 0.5189950980392157; 'f1-score': 0.5165945165945166; 'support': 67}; 'weighted avg': {'precision': 0.6495974076983503; 'recall': 0.6268656716417911; 'f1-score': 0.637203592427473; 'support': 67}}
5,1,CNF,5,606,67,75,[8; 9],64,1.595015,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,6,606,67,75,[8; 9],64,1.548802,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,7,606,67,75,[8; 9],64,1.539738,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,8,606,67,75,[8; 9],64,1.651881,0.656716,1,[X1 >= 5.000000],{'0': {'precision': 0.8477611940298507; 'recall': 0.6147186147186147; 'f1-score': 0.7126725219573401; 'support': 462}; '1': {'precision': 0.34317343173431736; 'recall': 0.6458333333333334; 'f1-score': 0.44819277108433736; 'support': 144}; 'accuracy': 0.6221122112211221; 'macro avg': {'precision': 0.595467312882084; 'recall': 0.630275974025974; 'f1-score': 0.5804326465208387; 'support': 606}; 'weighted avg': {'precision': 0.7278591515041795; 'recall': 0.6221122112211221; 'f1-score': 0.6498258484825671; 'support': 606}},{'0': {'precision': 0.8333333333333334; 'recall': 0.6862745098039216; 'f1-score': 0.7526881720430109; 'support': 51}; '1': {'precision': 0.36; 'recall': 0.5625; 'f1-score': 0.43902439024390244; 'support': 16}; 'accuracy': 0.6567164179104478; 'macro avg': {'precision': 0.5966666666666667; 'recall': 0.6243872549019608; 'f1-score': 0.5958562811434567; 'support': 67}; 'weighted avg': {'precision': 0.7202985074626865; 'recall': 0.6567164179104478; 'f1-score': 0.6777833883297909; 'support': 67}}
5,1,CNF,9,606,67,75,[8; 9],64,1.624785,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,0,605,68,37,[16; 17],64,0.993834,0.720588,1,[X0 < 4.000000],{'0': {'precision': 0.8103837471783296; 'recall': 0.7787418655097614; 'f1-score': 0.7942477876106195; 'support': 461}; '1': {'precision': 0.37037037037037035; 'recall': 0.4166666666666667; 'f1-score': 0.39215686274509803; 'support': 144}; 'accuracy': 0.6925619834710743; 'macro avg': {'precision': 0.59037705877435; 'recall': 0.597704266088214; 'f1-score': 0.5932023251778588; 'support': 605}; 'weighted avg': {'precision': 0.7056532905496583; 'recall': 0.6925619834710743; 'f1-score': 0.6985435013616359; 'support': 605}},{'0': {'precision': 0.8367346938775511; 'recall': 0.7884615384615384; 'f1-score': 0.8118811881188118; 'support': 52}; '1': {'precision': 0.42105263157894735; 'recall': 0.5; 'f1-score': 0.45714285714285713; 'support': 16}; 'accuracy': 0.7205882352941176; 'macro avg': {'precision': 0.6288936627282492; 'recall': 0.6442307692307692; 'f1-score': 0.6345120226308345; 'support': 68}; 'weighted avg': {'precision': 0.7389271498072914; 'recall': 0.7205882352941176; 'f1-score': 0.7284133455362343; 'support': 68}}
