l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,605,68,75,[8; 9],64,1.515007,0.764706,0,[],{'0': {'precision': 0.7619834710743801; 'recall': 1.0; 'f1-score': 0.8649155722326454; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7619834710743801; 'macro avg': {'precision': 0.38099173553719007; 'recall': 0.5; 'f1-score': 0.4324577861163227; 'support': 605}; 'weighted avg': {'precision': 0.5806188101905607; 'recall': 0.7619834710743801; 'f1-score': 0.6590513699161149; 'support': 605}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
l: 5,1,CNF,1,605,68,75,[8; 9],64,1.625477,0.705882,1,[X0 >= 21.000000],{'0': {'precision': 0.7325581395348837; 'recall': 0.8199566160520607; 'f1-score': 0.773797338792221; 'support': 461}; '1': {'precision': 0.06741573033707865; 'recall': 0.041666666666666664; 'f1-score': 0.05150214592274679; 'support': 144}; 'accuracy': 0.6347107438016529; 'macro avg': {'precision': 0.39998693493598114; 'recall': 0.4308116413593637; 'f1-score': 0.4126497423574839; 'support': 605}; 'weighted avg': {'precision': 0.5742432520563979; 'recall': 0.6347107438016529; 'f1-score': 0.6018791441257677; 'support': 605}},{'0': {'precision': 0.75; 'recall': 0.9230769230769231; 'f1-score': 0.8275862068965517; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7058823529411765; 'macro avg': {'precision': 0.375; 'recall': 0.46153846153846156; 'f1-score': 0.41379310344827586; 'support': 68}; 'weighted avg': {'precision': 0.5735294117647058; 'recall': 0.7058823529411765; 'f1-score': 0.6328600405679513; 'support': 68}}
l: 5,1,CNF,2,605,68,75,[8; 9],64,1.605908,0.764706,0,[],{'0': {'precision': 0.7619834710743801; 'recall': 1.0; 'f1-score': 0.8649155722326454; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7619834710743801; 'macro avg': {'precision': 0.38099173553719007; 'recall': 0.5; 'f1-score': 0.4324577861163227; 'support': 605}; 'weighted avg': {'precision': 0.5806188101905607; 'recall': 0.7619834710743801; 'f1-score': 0.6590513699161149; 'support': 605}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
l: 5,1,CNF,3,606,67,75,[8; 9],64,1.627537,0.671642,1,[X1 >= 12.000000],{'0': {'precision': 0.7837338262476895; 'recall': 0.9177489177489178; 'f1-score': 0.8454636091724825; 'support': 462}; '1': {'precision': 0.4153846153846154; 'recall': 0.1875; 'f1-score': 0.25837320574162675; 'support': 144}; 'accuracy': 0.7442244224422442; 'macro avg': {'precision': 0.5995592208161524; 'recall': 0.5526244588744589; 'f1-score': 0.5519184074570547; 'support': 606}; 'weighted avg': {'precision': 0.6962053008940877; 'recall': 0.7442244224422442; 'f1-score': 0.7059569786542593; 'support': 606}},{'0': {'precision': 0.7636363636363637; 'recall': 0.8235294117647058; 'f1-score': 0.7924528301886793; 'support': 51}; '1': {'precision': 0.25; 'recall': 0.1875; 'f1-score': 0.21428571428571427; 'support': 16}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.5068181818181818; 'recall': 0.5055147058823529; 'f1-score': 0.5033692722371967; 'support': 67}; 'weighted avg': {'precision': 0.6409769335142469; 'recall': 0.6716417910447762; 'f1-score': 0.6543830711670757; 'support': 67}}
l: 5,1,CNF,4,606,67,75,[8; 9],64,1.556043,0.776119,1,[X1 >= 12.000000],{'0': {'precision': 0.7798507462686567; 'recall': 0.9047619047619048; 'f1-score': 0.8376753507014028; 'support': 462}; '1': {'precision': 0.37142857142857144; 'recall': 0.18055555555555555; 'f1-score': 0.24299065420560745; 'support': 144}; 'accuracy': 0.7326732673267327; 'macro avg': {'precision': 0.5756396588486141; 'recall': 0.5426587301587301; 'f1-score': 0.5403330024535051; 'support': 606}; 'weighted avg': {'precision': 0.68279993244527; 'recall': 0.7326732673267327; 'f1-score': 0.6963641356925009; 'support': 606}},{'0': {'precision': 0.8; 'recall': 0.9411764705882353; 'f1-score': 0.8648648648648648; 'support': 51}; '1': {'precision': 0.5714285714285714; 'recall': 0.25; 'f1-score': 0.34782608695652173; 'support': 16}; 'accuracy': 0.7761194029850746; 'macro avg': {'precision': 0.6857142857142857; 'recall': 0.5955882352941176; 'f1-score': 0.6063454759106932; 'support': 67}; 'weighted avg': {'precision': 0.7454157782515992; 'recall': 0.7761194029850746; 'f1-score': 0.7413929179016785; 'support': 67}}
l: 5,1,CNF,5,606,67,75,[8; 9],64,1.576512,0.597015,1,[X1 < 2.000000],{'0': {'precision': 0.7343096234309623; 'recall': 0.7597402597402597; 'f1-score': 0.7468085106382979; 'support': 462}; '1': {'precision': 0.1328125; 'recall': 0.11805555555555555; 'f1-score': 0.12499999999999997; 'support': 144}; 'accuracy': 0.6072607260726073; 'macro avg': {'precision': 0.43356106171548114; 'recall': 0.43889790764790765; 'f1-score': 0.43590425531914895; 'support': 606}; 'weighted avg': {'precision': 0.5913796139028128; 'recall': 0.6072607260726073; 'f1-score': 0.5990520328628608; 'support': 606}},{'0': {'precision': 0.7222222222222222; 'recall': 0.7647058823529411; 'f1-score': 0.7428571428571428; 'support': 51}; '1': {'precision': 0.07692307692307693; 'recall': 0.0625; 'f1-score': 0.06896551724137931; 'support': 16}; 'accuracy': 0.5970149253731343; 'macro avg': {'precision': 0.3995726495726496; 'recall': 0.41360294117647056; 'f1-score': 0.40591133004926105; 'support': 67}; 'weighted avg': {'precision': 0.5681209337925757; 'recall': 0.5970149253731343; 'f1-score': 0.5819277994265127; 'support': 67}}
l: 5,1,CNF,6,606,67,75,[8; 9],64,1.556640,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
l: 5,1,CNF,7,606,67,75,[8; 9],64,1.651004,0.731343,1,[X3 < 14.000000],{'0': {'precision': 0.7676767676767676; 'recall': 0.8225108225108225; 'f1-score': 0.7941483803552769; 'support': 462}; '1': {'precision': 0.26126126126126126; 'recall': 0.2013888888888889; 'f1-score': 0.22745098039215686; 'support': 144}; 'accuracy': 0.6749174917491749; 'macro avg': {'precision': 0.5144690144690145; 'recall': 0.5119498556998557; 'f1-score': 0.5107996803737169; 'support': 606}; 'weighted avg': {'precision': 0.6473404097166473; 'recall': 0.6749174917491749; 'f1-score': 0.6594876120472087; 'support': 606}},{'0': {'precision': 0.7796610169491526; 'recall': 0.9019607843137255; 'f1-score': 0.8363636363636364; 'support': 51}; '1': {'precision': 0.375; 'recall': 0.1875; 'f1-score': 0.25; 'support': 16}; 'accuracy': 0.7313432835820896; 'macro avg': {'precision': 0.5773305084745763; 'recall': 0.5447303921568627; 'f1-score': 0.5431818181818182; 'support': 67}; 'weighted avg': {'precision': 0.6830255502150266; 'recall': 0.7313432835820896; 'f1-score': 0.6963364993215739; 'support': 67}}
l: 5,1,CNF,8,606,67,75,[8; 9],64,1.671391,0.761194,1,[X0 < 2.000000],{'0': {'precision': 0.7626262626262627; 'recall': 0.9805194805194806; 'f1-score': 0.8579545454545454; 'support': 462}; '1': {'precision': 0.25; 'recall': 0.020833333333333332; 'f1-score': 0.038461538461538464; 'support': 144}; 'accuracy': 0.7524752475247525; 'macro avg': {'precision': 0.5063131313131313; 'recall': 0.5006764069264069; 'f1-score': 0.4482080419580419; 'support': 606}; 'weighted avg': {'precision': 0.6408140814081409; 'recall': 0.7524752475247525; 'f1-score': 0.6632235338918507; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
l: 5,1,CNF,9,606,67,75,[8; 9],64,1.692755,0.716418,1,[X1 >= 12.000000],{'0': {'precision': 0.7846441947565543; 'recall': 0.9069264069264069; 'f1-score': 0.8413654618473896; 'support': 462}; '1': {'precision': 0.4027777777777778; 'recall': 0.2013888888888889; 'f1-score': 0.2685185185185185; 'support': 144}; 'accuracy': 0.7392739273927392; 'macro avg': {'precision': 0.5937109862671661; 'recall': 0.5541576479076479; 'f1-score': 0.554941990182954; 'support': 606}; 'weighted avg': {'precision': 0.6939036600289243; 'recall': 0.7392739273927392; 'f1-score': 0.7052434159078559; 'support': 606}},{'0': {'precision': 0.7580645161290323; 'recall': 0.9215686274509803; 'f1-score': 0.831858407079646; 'support': 51}; '1': {'precision': 0.2; 'recall': 0.0625; 'f1-score': 0.09523809523809523; 'support': 16}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.4790322580645161; 'recall': 0.49203431372549017; 'f1-score': 0.4635482511588706; 'support': 67}; 'weighted avg': {'precision': 0.6247953779489649; 'recall': 0.7164179104477612; 'f1-score': 0.6559490788786787; 'support': 67}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [8, 9], 'n_partitions': 75}, (mean val acc cv) 0.725022 (+- 0.053003), (mean training time) 1.607827 (+- 0.053590)
l: 5,1,CNF,0,605,68,37,[16; 17],64,0.905331,0.661765,1,[X1 >= 8.000000],{'0': {'precision': 0.8034934497816594; 'recall': 0.7982646420824295; 'f1-score': 0.8008705114254625; 'support': 461}; '1': {'precision': 0.3673469387755102; 'recall': 0.375; 'f1-score': 0.37113402061855677; 'support': 144}; 'accuracy': 0.6975206611570248; 'macro avg': {'precision': 0.5854201942785848; 'recall': 0.5866323210412148; 'f1-score': 0.5860022660220097; 'support': 605}; 'weighted avg': {'precision': 0.6996833711289562; 'recall': 0.6975206611570248; 'f1-score': 0.6985861235309262; 'support': 605}},{'0': {'precision': 0.7735849056603774; 'recall': 0.7884615384615384; 'f1-score': 0.780952380952381; 'support': 52}; '1': {'precision': 0.26666666666666666; 'recall': 0.25; 'f1-score': 0.2580645161290323; 'support': 16}; 'accuracy': 0.6617647058823529; 'macro avg': {'precision': 0.520125786163522; 'recall': 0.5192307692307692; 'f1-score': 0.5195084485407067; 'support': 68}; 'weighted avg': {'precision': 0.6543100258971514; 'recall': 0.6617647058823529; 'f1-score': 0.6579199421704166; 'support': 68}}
l: 5,1,CNF,1,605,68,37,[16; 17],64,0.947949,0.764706,0,[],{'0': {'precision': 0.7619834710743801; 'recall': 1.0; 'f1-score': 0.8649155722326454; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7619834710743801; 'macro avg': {'precision': 0.38099173553719007; 'recall': 0.5; 'f1-score': 0.4324577861163227; 'support': 605}; 'weighted avg': {'precision': 0.5806188101905607; 'recall': 0.7619834710743801; 'f1-score': 0.6590513699161149; 'support': 605}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
l: 5,1,CNF,2,605,68,37,[16; 17],64,0.924261,0.573529,2,[X0 < 2.000000 OR X1 >= 6.000000],{'0': {'precision': 0.8268733850129198; 'recall': 0.6941431670281996; 'f1-score': 0.7547169811320755; 'support': 461}; '1': {'precision': 0.3532110091743119; 'recall': 0.5347222222222222; 'f1-score': 0.425414364640884; 'support': 144}; 'accuracy': 0.656198347107438; 'macro avg': {'precision': 0.5900421970936158; 'recall': 0.6144326946252109; 'f1-score': 0.5900656728864797; 'support': 605}; 'weighted avg': {'precision': 0.714133910433152; 'recall': 0.656198347107438; 'f1-score': 0.6763375153887176; 'support': 605}},{'0': {'precision': 0.7804878048780488; 'recall': 0.6153846153846154; 'f1-score': 0.6881720430107527; 'support': 52}; '1': {'precision': 0.25925925925925924; 'recall': 0.4375; 'f1-score': 0.3255813953488372; 'support': 16}; 'accuracy': 0.5735294117647058; 'macro avg': {'precision': 0.519873532068654; 'recall': 0.5264423076923077; 'f1-score': 0.5068767191797949; 'support': 68}; 'weighted avg': {'precision': 0.657845794144216; 'recall': 0.5735294117647058; 'f1-score': 0.6028565965020668; 'support': 68}}
l: 5,1,CNF,3,606,67,37,[16; 17],64,0.888766,0.671642,1,[X1 >= 12.000000],{'0': {'precision': 0.7837338262476895; 'recall': 0.9177489177489178; 'f1-score': 0.8454636091724825; 'support': 462}; '1': {'precision': 0.4153846153846154; 'recall': 0.1875; 'f1-score': 0.25837320574162675; 'support': 144}; 'accuracy': 0.7442244224422442; 'macro avg': {'precision': 0.5995592208161524; 'recall': 0.5526244588744589; 'f1-score': 0.5519184074570547; 'support': 606}; 'weighted avg': {'precision': 0.6962053008940877; 'recall': 0.7442244224422442; 'f1-score': 0.7059569786542593; 'support': 606}},{'0': {'precision': 0.7636363636363637; 'recall': 0.8235294117647058; 'f1-score': 0.7924528301886793; 'support': 51}; '1': {'precision': 0.25; 'recall': 0.1875; 'f1-score': 0.21428571428571427; 'support': 16}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.5068181818181818; 'recall': 0.5055147058823529; 'f1-score': 0.5033692722371967; 'support': 67}; 'weighted avg': {'precision': 0.6409769335142469; 'recall': 0.6716417910447762; 'f1-score': 0.6543830711670757; 'support': 67}}
l: 5,1,CNF,4,606,67,37,[16; 17],64,0.898302,0.582090,1,[X0 < 7.000000],{'0': {'precision': 0.8942307692307693; 'recall': 0.6038961038961039; 'f1-score': 0.7209302325581396; 'support': 462}; '1': {'precision': 0.37755102040816324; 'recall': 0.7708333333333334; 'f1-score': 0.5068493150684932; 'support': 144}; 'accuracy': 0.6435643564356436; 'macro avg': {'precision': 0.6358908948194663; 'recall': 0.6873647186147187; 'f1-score': 0.6138897738133164; 'support': 606}; 'weighted avg': {'precision': 0.7714553833719322; 'recall': 0.6435643564356436; 'f1-score': 0.6700595194912929; 'support': 606}},{'0': {'precision': 0.8709677419354839; 'recall': 0.5294117647058824; 'f1-score': 0.6585365853658537; 'support': 51}; '1': {'precision': 0.3333333333333333; 'recall': 0.75; 'f1-score': 0.46153846153846156; 'support': 16}; 'accuracy': 0.582089552238806; 'macro avg': {'precision': 0.6021505376344086; 'recall': 0.6397058823529411; 'f1-score': 0.5600375234521576; 'support': 67}; 'weighted avg': {'precision': 0.7425774354036271; 'recall': 0.582089552238806; 'f1-score': 0.6114922572876705; 'support': 67}}
l: 5,1,CNF,5,606,67,37,[16; 17],64,0.968273,0.686567,1,[X0 < 4.000000],{'0': {'precision': 0.8134831460674158; 'recall': 0.7835497835497836; 'f1-score': 0.7982359426681368; 'support': 462}; '1': {'precision': 0.37888198757763975; 'recall': 0.4236111111111111; 'f1-score': 0.4; 'support': 144}; 'accuracy': 0.698019801980198; 'macro avg': {'precision': 0.5961825668225278; 'recall': 0.6035804473304474; 'f1-score': 0.5991179713340684; 'support': 606}; 'weighted avg': {'precision': 0.7102115836540036; 'recall': 0.698019801980198; 'f1-score': 0.7036056196578866; 'support': 606}},{'0': {'precision': 0.8125; 'recall': 0.7647058823529411; 'f1-score': 0.787878787878788; 'support': 51}; '1': {'precision': 0.3684210526315789; 'recall': 0.4375; 'f1-score': 0.39999999999999997; 'support': 16}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.5904605263157895; 'recall': 0.6011029411764706; 'f1-score': 0.593939393939394; 'support': 67}; 'weighted avg': {'precision': 0.7064512961508248; 'recall': 0.6865671641791045; 'f1-score': 0.6952510176390774; 'support': 67}}
l: 5,1,CNF,6,606,67,37,[16; 17],64,0.996414,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
l: 5,1,CNF,7,606,67,37,[16; 17],64,0.928253,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
l: 5,1,CNF,8,606,67,37,[16; 17],64,0.993044,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
l: 5,1,CNF,9,606,67,37,[16; 17],64,1.011111,0.716418,1,[X2 >= 3000.000000],{'0': {'precision': 0.7846441947565543; 'recall': 0.9069264069264069; 'f1-score': 0.8413654618473896; 'support': 462}; '1': {'precision': 0.4027777777777778; 'recall': 0.2013888888888889; 'f1-score': 0.2685185185185185; 'support': 144}; 'accuracy': 0.7392739273927392; 'macro avg': {'precision': 0.5937109862671661; 'recall': 0.5541576479076479; 'f1-score': 0.554941990182954; 'support': 606}; 'weighted avg': {'precision': 0.6939036600289243; 'recall': 0.7392739273927392; 'f1-score': 0.7052434159078559; 'support': 606}},{'0': {'precision': 0.7580645161290323; 'recall': 0.9215686274509803; 'f1-score': 0.831858407079646; 'support': 51}; '1': {'precision': 0.2; 'recall': 0.0625; 'f1-score': 0.09523809523809523; 'support': 16}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.4790322580645161; 'recall': 0.49203431372549017; 'f1-score': 0.4635482511588706; 'support': 67}; 'weighted avg': {'precision': 0.6247953779489649; 'recall': 0.7164179104477612; 'f1-score': 0.6559490788786787; 'support': 67}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 37}, (mean val acc cv) 0.694030 (+- 0.069050), (mean training time) 0.946170 (+- 0.041817)
l: 5,1,CNF,0,605,68,18,[33; 34],64,0.574808,0.764706,1,[X1 >= 12.000000],{'0': {'precision': 0.7819548872180451; 'recall': 0.9023861171366594; 'f1-score': 0.8378650553877139; 'support': 461}; '1': {'precision': 0.3835616438356164; 'recall': 0.19444444444444445; 'f1-score': 0.25806451612903225; 'support': 144}; 'accuracy': 0.7338842975206612; 'macro avg': {'precision': 0.5827582655268307; 'recall': 0.5484152807905519; 'f1-score': 0.5479647857583732; 'support': 605}; 'weighted avg': {'precision': 0.6871307102807397; 'recall': 0.7338842975206612; 'f1-score': 0.6998629435641599; 'support': 605}},{'0': {'precision': 0.78125; 'recall': 0.9615384615384616; 'f1-score': 0.8620689655172413; 'support': 52}; '1': {'precision': 0.5; 'recall': 0.125; 'f1-score': 0.2; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.640625; 'recall': 0.5432692307692308; 'f1-score': 0.5310344827586206; 'support': 68}; 'weighted avg': {'precision': 0.7150735294117647; 'recall': 0.7647058823529411; 'f1-score': 0.706288032454361; 'support': 68}}
